999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99988	0.00000	0.00000	0.00000	0.00012
2	0.00000	0.98183	0.00000	0.00000	0.00000	0.01817
3	0.00000	0.99552	0.00000	0.00000	0.00000	0.00448
4	0.00000	0.98625	0.00000	0.00014	0.00000	0.01362
5	0.00000	0.99978	0.00000	0.00000	0.00000	0.00022
6	0.00000	0.99844	0.00000	0.00000	0.00000	0.00156
7	0.00000	0.56320	0.00000	0.00023	0.00000	0.43658
8	0.00000	0.99686	0.00000	0.00000	0.00000	0.00314
9	0.00000	0.99980	0.00000	0.00000	0.00000	0.00020
10	0.00009	0.00000	0.00000	0.00234	0.99757	0.00000
11	0.99991	0.00000	0.00000	0.00000	0.00009	0.00000
12	0.00000	0.96051	0.00000	0.00113	0.00000	0.03836
13	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
14	0.00000	0.99814	0.00000	0.00000	0.00000	0.00186
15	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
16	0.00000	0.96886	0.00000	0.00064	0.00000	0.03051
17	0.99988	0.00000	0.00000	0.00000	0.00012	0.00000
18	0.91531	0.00000	0.00000	0.00667	0.07802	0.00000
19	0.00000	0.98331	0.00000	0.00012	0.00000	0.01657
20	0.99987	0.00000	0.00000	0.00000	0.00013	0.00000
21	0.00001	0.00013	0.00003	0.98742	0.00298	0.00943
22	0.00000	0.99977	0.00000	0.00000	0.00000	0.00023
23	0.99495	0.00000	0.00000	0.00003	0.00502	0.00000
24	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
25	0.99969	0.00000	0.00000	0.00000	0.00031	0.00000
26	0.00000	0.99893	0.00000	0.00000	0.00000	0.00107
27	0.00000	0.99991	0.00000	0.00000	0.00000	0.00009
28	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
29	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
