file,mapped_reads
COPE_0783.fp2.repr.2.1-RAW.bam,782143
COPE_0784.fp2.repr.2.1-RAW.bam,3142529
COPE_0785.fp2.repr.2.1-RAW.bam,11357102
COPE_0786.fp2.repr.2.1-RAW.bam,1105279
COPE_0787.fp2.repr.2.1-RAW.bam,857439
COPE_0788.fp2.repr.2.1-RAW.bam,32411582
COPE_0789.fp2.repr.2.1-RAW.bam,7294460
COPE_0790.fp2.repr.2.1-RAW.bam,5203200
COPE_0791.fp2.repr.2.1-RAW.bam,13930504
COPE_0792.fp2.repr.2.1-RAW.bam,415061
COPE_0793.fp2.repr.2.1-RAW.bam,929873
COPE_0794.fp2.repr.2.1-RAW.bam,2133143
COPE_0795.fp2.repr.2.1-RAW.bam,1871245
COPE_0796.fp2.repr.2.1-RAW.bam,13384953
COPE_0797.fp2.repr.2.1-RAW.bam,5896151
COPE_0798.fp2.repr.2.1-RAW.bam,2800171
COPE_0799.fp2.repr.2.1-RAW.bam,25794964
COPE_0800.fp2.repr.2.1-RAW.bam,7883885
COPE_0801.fp2.repr.2.1-RAW.bam,33215391
COPE_0802.fp2.repr.2.1-RAW.bam,157942
COPE_0803.fp2.repr.2.1-RAW.bam,4751168
COPE_0804.fp2.repr.2.1-RAW.bam,304830
COPE_0805.fp2.repr.2.1-RAW.bam,7465845
COPE_0806.fp2.repr.2.1-RAW.bam,679218
COPE_0807.fp2.repr.2.1-RAW.bam,704842
COPE_0808.fp2.repr.2.1-RAW.bam,5158737
COPE_0809.fp2.repr.2.1-RAW.bam,5596887
COPE_0810.fp2.repr.2.1-RAW.bam,501216
COPE_0811.fp2.repr.2.1-RAW.bam,1089094
COPE_0812.fp2.repr.2.1-RAW.bam,4227098
COPE_0813.fp2.repr.2.1-RAW.bam,4990028
COPE_0814.fp2.repr.2.1-RAW.bam,11404517
COPE_0815.fp2.repr.2.1-RAW.bam,1947790
COPE_0816.fp2.repr.2.1-RAW.bam,3415411
COPE_0817.fp2.repr.2.1-RAW.bam,1150338
COPE_0818.fp2.repr.2.1-RAW.bam,16504154
COPE_0819.fp2.repr.2.1-RAW.bam,4900878
COPE_0820.fp2.repr.2.1-RAW.bam,894685
COPE_0822.fp2.repr.2.1-RAW.bam,12232894
COPE_0823.fp2.repr.2.1-RAW.bam,3185021
COPE_0825.fp2.repr.2.1-RAW.bam,392623
COPE_0826.fp2.repr.2.1-RAW.bam,13557808
COPE_0827.fp2.repr.2.1-RAW.bam,52023
COPE_0829.fp2.repr.2.1-RAW.bam,867777
COPE_0830.fp2.repr.2.1-RAW.bam,3974694
COPE_0831.fp2.repr.2.1-RAW.bam,38124052
COPE_0832.fp2.repr.2.1-RAW.bam,184801
COPE_0833.fp2.repr.2.1-RAW.bam,29369915
COPE_0834.fp2.repr.2.1-RAW.bam,1369589
COPE_0835.fp2.repr.2.1-RAW.bam,675729
COPE_0837.fp2.repr.2.1-RAW.bam,4876318
COPE_0838.fp2.repr.2.1-RAW.bam,181000
COPE_0839.fp2.repr.2.1-RAW.bam,70974
COPE_0840.fp2.repr.2.1-RAW.bam,7196165
COPE_0841.fp2.repr.2.1-RAW.bam,10750666
COPE_0845.fp2.repr.2.1-RAW.bam,470144
COPE_0846.fp2.repr.2.1-RAW.bam,19117130
COPE_0847.fp2.repr.2.1-RAW.bam,502652
COPE_0848.fp2.repr.2.1-RAW.bam,11150947
COPE_0849.fp2.repr.2.1-RAW.bam,9143734
COPE_0851.fp2.repr.2.1-RAW.bam,10896165
COPE_0852.fp2.repr.2.1-RAW.bam,1002517
COPE_0853.fp2.repr.2.1-RAW.bam,4635788
COPE_0854.fp2.repr.2.1-RAW.bam,726411
COPE_0855.fp2.repr.2.1-RAW.bam,517562
COPE_0857.fp2.repr.2.1-RAW.bam,9107413
COPE_0858.fp2.repr.2.1-RAW.bam,260689
COPE_0861.fp2.repr.2.1-RAW.bam,898118
COPE_0862.fp2.repr.2.1-RAW.bam,4682278
COPE_0863.fp2.repr.2.1-RAW.bam,1433623
COPE_0865.fp2.repr.2.1-RAW.bam,1043938
COPE_0866.fp2.repr.2.1-RAW.bam,45342672
COPE_0867.fp2.repr.2.1-RAW.bam,6174781
COPE_0868.fp2.repr.2.1-RAW.bam,6246867
COPE_0870.fp2.repr.2.1-RAW.bam,10440164
COPE_0871.fp2.repr.2.1-RAW.bam,4743489
COPE_0872.fp2.repr.2.1-RAW.bam,15738119
COPE_0873.fp2.repr.2.1-RAW.bam,1336401
COPE_0874.fp2.repr.2.1-RAW.bam,1411501
COPE_0875.fp2.repr.2.1-RAW.bam,126944
COPE_0876.fp2.repr.2.1-RAW.bam,41969110
COPE_0877.fp2.repr.2.1-RAW.bam,1402472
COPE_0878.fp2.repr.2.1-RAW.bam,9745358
COPE_0879.fp2.repr.2.1-RAW.bam,20262398
COPE_0880.fp2.repr.2.1-RAW.bam,256286
COPE_0882.fp2.repr.2.1-RAW.bam,4847994
COPE_0883.fp2.repr.2.1-RAW.bam,56573688
COPE_0884.fp2.repr.2.1-RAW.bam,192516
COPE_0885.fp2.repr.2.1-RAW.bam,2594847
COPE_0886.fp2.repr.2.1-RAW.bam,6605107
COPE_0887.fp2.repr.2.1-RAW.bam,1678544
COPE_0888.fp2.repr.2.1-RAW.bam,2872067
COPE_0889.fp2.repr.2.1-RAW.bam,17583313
COPE_0890.fp2.repr.2.1-RAW.bam,4046580
COPE_0891.fp2.repr.2.1-RAW.bam,6223918
COPE_0892.fp2.repr.2.1-RAW.bam,8690396
COPE_0893.fp2.repr.2.1-RAW.bam,2379576
COPE_0895.fp2.repr.2.1-RAW.bam,10811977
COPE_0896.fp2.repr.2.1-RAW.bam,101872
COPE_0897.fp2.repr.2.1-RAW.bam,4489390
COPE_0898.fp2.repr.2.1-RAW.bam,3342807
COPE_0899.fp2.repr.2.1-RAW.bam,3808108
