n_snp,n_contig,mean_depth,sd_depth,min_depth,max_depth,mean_phred,sd_phred,min_phred,max_phred,mean_missing_snp,sd_missing_snp,min_missing_snp,max_missing_snp,n_ind,mean_missing_ind,sd_missing_ind,min_missing_ind,max_missing_ind,mean_snp_per_contig,sd_snp_per_contig,min_snp_per_contig,max_snp_per_contig
1020147,22217,30681.05465878937,33414.38552843812,20,708357,37422.282467801495,154634.00117850237,0,16328900,0.4924970463264275,0.25959938280224426,0.011568123393316195,0.9987146529562982,778,0.49249704632642755,0.20026407592694162,0.1771783870363781,0.9979620584092292,45.91740559031373,25.219586088453404,1,162
