Indiv,Z,pure_a,pure_b,F1,F2,a_bx,b_bx
COPE_0744.fp2.repr,z1,0,1,0,0,0,0
COPE_0745.fp2.repr,NA,0.053663214652858615,0.7047978191912767,9.500038000152e-5,0.21708586834347338,0.014097056388225553,0.010261041044164176
COPE_0746.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0747.fp2.repr,NA,0,0.999668,0,0,0,3.32e-4
COPE_0748.fp2.repr,z1,0,1,0,0,0,0
COPE_0749.fp2.repr,z1,0,0.999984,0,0,0,1.6e-5
COPE_0750.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0751.fp2.repr,NA,0,0.999968,0,0,0,3.2e-5
COPE_0752.fp2.repr,z1,0,0.999985,0,0,0,1.4999999999999999e-5
COPE_0753.fp2.repr,z1,0,0.999988,0,0,0,1.2e-5
COPE_0754.fp2.repr,z1,0,0.99999,0,0,0,9.999999999999999e-6
COPE_0755.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0756.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0757.fp2.repr,z1,0,0.999985,0,0,0,1.4999999999999999e-5
COPE_0758.fp2.repr,z1,0,1,0,0,0,0
COPE_0759.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0760.fp2.repr,z1,0,0.999984,0,0,0,1.6000000000000003e-5
COPE_0761.fp2.repr,z1,0,0.99999,0,0,0,1e-5
COPE_0762.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0763.fp2.repr,z0,1,0,0,0,0,0
COPE_0764.fp2.repr,z1,0,0.999772,0,5e-6,0,2.23e-4
COPE_0765.fp2.repr,z1,0,0.999974,0,0,0,2.6000000000000002e-5
COPE_0766.fp2.repr,z1,0,1,0,0,0,0
COPE_0767.fp2.repr,z1,0,1,0,0,0,0
COPE_0768.fp2.repr,z1,0,1,0,0,0,0
COPE_0769.fp2.repr,NA,0,0.999904,0,0,0,9.6e-5
COPE_0770.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_0771.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0772.fp2.repr,NA,0,0.9706680293319707,0,1.9999980000020005e-6,0,0.02932997067002933
COPE_0773.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0774.fp2.repr,z1,0,1,0,0,0,0
COPE_0775.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0776.fp2.repr,z0,0.999988,0,0,0,1.2e-5,0
COPE_0777.fp2.repr,z0,0.489545,0.48631,0.00523,0.00394,0.00832,0.006655
COPE_0778.fp2.repr,NA,0,1,0,0,0,0
COPE_0779.fp2.repr,z1,1.7999982000018002e-5,0.998929001070999,9.999990000010002e-6,5.2999947000053006e-5,5.999994000006001e-6,9.839990160009841e-4
COPE_0780.fp2.repr,z0,0.999934,0,0,0,6.6e-5,0
COPE_0781.fp2.repr,NA,0,0.999981,0,0,0,1.9e-5
COPE_0782.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0783.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0784.fp2.repr,z1,0,0.999992,0,0,0,8.000000000000001e-6
COPE_0785.fp2.repr,NA,0,0.999978,0,0,0,2.2e-5
COPE_0786.fp2.repr,z1,0,0.9999750000000001,0,0,0,2.5e-5
COPE_0787.fp2.repr,z1,0,0.9999560000000001,0,0,0,4.4e-5
COPE_0788.fp2.repr,z1,0,1,0,0,0,0
COPE_0789.fp2.repr,z1,0,1,0,0,0,0
COPE_0790.fp2.repr,z1,0,0.999967,0,0,0,3.3e-5
COPE_0791.fp2.repr,z1,0,0.999976,0,0,0,2.4e-5
COPE_0792.fp2.repr,z1,0,0.9992920000000001,1.0000000000000002e-6,2.4999999999999998e-5,0,6.82e-4
COPE_0793.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0794.fp2.repr,z1,0,1,0,0,0,0
COPE_0795.fp2.repr,z1,0,0.999967,0,0,0,3.3e-5
COPE_0796.fp2.repr,NA,0,0.7051932948067052,0,1.65999834000166e-4,0,0.29464070535929465
COPE_0797.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0798.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0799.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0800.fp2.repr,NA,0,0.996233,0,2.7e-5,0,0.0037400000000000003
COPE_0801.fp2.repr,NA,0,0.999987,0,0,0,1.3000000000000001e-5
COPE_0802.fp2.repr,z1,0,0.999977,0,0,0,2.3e-5
COPE_0803.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_0804.fp2.repr,NA,0,0.999673,0,0,0,3.2700000000000003e-4
COPE_0805.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
