Indiv,Z,pure_a,pure_b,F1,F2,a_bx,b_bx
COPE_0573.fp2.repr,NA,0,0.999974,0,0,0,2.6000000000000002e-5
COPE_0575.fp2.repr,z1,0,0.999987,0,0,0,1.3e-5
COPE_0576.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0577.fp2.repr,z1,0,0.99999,0,0,0,1e-5
COPE_0578.fp2.repr,z1,0,0.9990859990859992,2.0000020000020002e-6,6.9000069000069e-5,0,8.430008430008431e-4
COPE_0579.fp2.repr,z1,0,0.999984,0,0,0,1.6e-5
COPE_0580.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0582.fp2.repr,z0,0.998329,0,0,0,0.001671,0
COPE_0583.fp2.repr,z1,0,1,0,0,0,0
COPE_0584.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0585.fp2.repr,z1,0,0.9999750000000001,0,0,0,2.5e-5
COPE_0586.fp2.repr,NA,0.9988360000000001,0,0,1.0000000000000002e-6,0.001163,0
COPE_0587.fp2.repr,NA,0.9999519999519999,0,0,0,4.8000048000047995e-5,0
COPE_0588.fp2.repr,NA,0,0.999872,0,0,0,1.28e-4
COPE_0589.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0591.fp2.repr,NA,0.6150296150296151,0,0,4.900004900004899e-4,0.38448038448038446,0
COPE_0592.fp2.repr,z1,0,0.999947,0,0,0,5.3e-5
COPE_0593.fp2.repr,z0,0.999954,0,0,0,4.6e-5,0
COPE_0594.fp2.repr,z0,0.999998,0,0,0,2.0000000000000003e-6,0
COPE_0595.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0596.fp2.repr,z1,0,0.999996,0,0,0,4e-6
COPE_0597.fp2.repr,z1,0,0.999987,0,0,0,1.3000000000000001e-5
COPE_0598.fp2.repr,NA,0.6123532247064494,0.37224574449148895,8.52001704003408e-4,0.003073006146012292,0.009209018418036835,0.002267004534009068
COPE_0599.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0600.fp2.repr,NA,0,0.999657,0,2e-5,0,3.23e-4
COPE_0601.fp2.repr,z1,0,1,0,0,0,0
COPE_0602.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0603.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0604.fp2.repr,z1,0,0.999972,0,0,0,2.8000000000000003e-5
COPE_0605.fp2.repr,NA,0,0.99994,0,0,0,6e-5
COPE_0606.fp2.repr,NA,0.9868170131829869,0,0,1.9999980000020005e-6,0.01318098681901318,0
COPE_0607.fp2.repr,z1,0,1,0,0,0,0
COPE_0608.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0610.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0611.fp2.repr,z1,0,1,0,0,0,0
COPE_0612.fp2.repr,z1,0,1,0,0,0,0
COPE_0613.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0614.fp2.repr,z0,0.999964,0,0,0,3.6e-5,0
COPE_0615.fp2.repr,NA,0.999919,0,0,0,8.099999999999999e-5,0
COPE_0616.fp2.repr,z0,0.999999,0,0,0,1.0000000000000002e-6,0
COPE_0617.fp2.repr,NA,0.8457478457478457,0,0,0.08274508274508274,0.0715070715070715,0
COPE_0618.fp2.repr,NA,0.998731,0,0,0,0.001269,0
COPE_0619.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0620.fp2.repr,NA,0.9999,0,0,0,1e-4,0
COPE_0621.fp2.repr,z0,0.9997,0,0,0,3.0000000000000003e-4,0
COPE_0622.fp2.repr,z0,0.999979,0,0,0,2.1000000000000002e-5,0
COPE_0623.fp2.repr,z0,0.9999790000000001,0,0,0,2.1000000000000002e-5,0
COPE_0624.fp2.repr,z0,0.999999,0,0,0,1.0000000000000002e-6,0
COPE_0625.fp2.repr,z0,0.999989,0,0,0,1.1e-5,0
COPE_0626.fp2.repr,z0,0.999995,0,0,0,5e-6,0
COPE_0627.fp2.repr,NA,0,0.99891,0,1.0000000000000002e-6,0,0.0010890000000000001
COPE_0628.fp2.repr,z1,0.09244700000000002,0.893727,0.0024780000000000006,0.0023560000000000005,0.0025150000000000003,0.006477000000000001
COPE_0629.fp2.repr,z1,0,0.999909,0,2.0000000000000003e-6,0,8.900000000000001e-5
COPE_0630.fp2.repr,NA,0,0.99996,0,0,0,4e-5
COPE_0631.fp2.repr,z1,0,0.99974,0,1.0000000000000002e-6,0,2.59e-4
COPE_0632.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0633.fp2.repr,z1,0,0.999979,0,0,0,2.1000000000000002e-5
COPE_0634.fp2.repr,NA,0,0.999994,0,0,0,6e-6
COPE_0635.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0636.fp2.repr,z1,0,0.999989,0,0,0,1.1000000000000001e-5
COPE_0637.fp2.repr,NA,0,0.999988,0,0,0,1.2e-5
COPE_0638.fp2.repr,NA,0.999625,0,0,0,3.75e-4,0
COPE_0639.fp2.repr,NA,0,0.999979,0,0,0,2.1000000000000002e-5
COPE_0640.fp2.repr,NA,0,0.99998,0,0,0,2e-5
COPE_0641.fp2.repr,z1,0,0.9992229992229992,0,3.0000030000029995e-5,0,7.47000747000747e-4
COPE_0642.fp2.repr,NA,0.999993,0,0,0,7.000000000000001e-6,0
COPE_0643.fp2.repr,z0,0.99998,0,0,0,2e-5,0
COPE_0644.fp2.repr,NA,0.9998130000000001,0,0,2.0000000000000003e-6,1.85e-4,0
COPE_0645.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0646.fp2.repr,z1,0,0.9999790000000001,0,0,0,2.1000000000000002e-5
COPE_0647.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_0648.fp2.repr,NA,0,0.999992,0,0,0,8e-6
COPE_0649.fp2.repr,z0,0.999987,0,0,0,1.3000000000000001e-5,0
COPE_0650.fp2.repr,NA,0,0.99997,0,0,0,2.9999999999999997e-5
COPE_0651.fp2.repr,z1,0,0.999988,0,0,0,1.2e-5
COPE_0652.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0653.fp2.repr,NA,0,0.999997,0,0,0,3e-6
COPE_0654.fp2.repr,z0,1,0,0,0,0,0
COPE_0655.fp2.repr,z0,0.999997,0,0,0,3e-6,0
COPE_0656.fp2.repr,NA,0,0.9999480000000001,0,0,0,5.2e-5
COPE_0657.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0658.fp2.repr,z0,0.996273,0,0,9.95e-4,0.002732,0
COPE_0659.fp2.repr,NA,0,0.9931469931469932,0,0,0,0.0068530068530068535
COPE_0660.fp2.repr,NA,0,0.931979,0,3.1e-5,0,0.06799000000000001
COPE_0661.fp2.repr,NA,0,0.999972,0,0,0,2.8e-5
COPE_0662.fp2.repr,z0,0.9997529997529998,0,0,2.0000020000020002e-6,2.45000245000245e-4,0
COPE_0663.fp2.repr,NA,0,0.999996,0,0,0,4e-6
COPE_0664.fp2.repr,NA,0,0.999891,0,0,0,1.0899999999999999e-4
COPE_0665.fp2.repr,z1,0,0.999963,0,0,0,3.7e-5
COPE_0666.fp2.repr,NA,0,0.999495,0,1.0000000000000002e-6,0,5.04e-4
COPE_0667.fp2.repr,z0,0.999559,0,0,0,4.41e-4,0
COPE_0668.fp2.repr,z0,0.999987,0,0,0,1.3000000000000001e-5,0
COPE_0669.fp2.repr,NA,0.936984,0,0,7.000000000000001e-6,0.06300900000000001,0
COPE_0670.fp2.repr,NA,0,0.999994,0,0,0,6e-6
COPE_0671.fp2.repr,z1,0,0.999992,0,0,0,8.000000000000001e-6
COPE_0672.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_0673.fp2.repr,NA,0,0.970468,0,0.023534,0,0.005998
COPE_0674.fp2.repr,NA,0,0.999913,0,0,0,8.7e-5
COPE_0675.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0676.fp2.repr,NA,0,0,0.8575364301457206,0.06881627526510105,2.54001016004064e-4,0.0733932935731743
COPE_0677.fp2.repr,NA,0,0.999476,0,0,0,5.24e-4
COPE_0678.fp2.repr,z1,0,1,0,0,0,0
COPE_0679.fp2.repr,z1,0,0.9987769987769988,0,9.500009500009501e-5,0,0.001128001128001128
COPE_0680.fp2.repr,z1,0,1,0,0,0,0
COPE_0681.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0682.fp2.repr,z1,0,1,0,0,0,0
COPE_0683.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0684.fp2.repr,z1,0,1,0,0,0,0
COPE_0685.fp2.repr,z1,0,1,0,0,0,0
COPE_0686.fp2.repr,z1,0,1,0,0,0,0
COPE_0687.fp2.repr,NA,0,0.73587,0,1.84e-4,0,0.263946
COPE_0688.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_0690.fp2.repr,NA,0.999838,0,0,0,1.62e-4,0
COPE_0692.fp2.repr,z0,0.999993,0,0,0,7.000000000000001e-6,0
COPE_0693.fp2.repr,NA,0,0.999986,0,0,0,1.4000000000000001e-5
COPE_0694.fp2.repr,z1,0,0.999996,0,0,0,4e-6
COPE_0695.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0696.fp2.repr,z1,0,1,0,0,0,0
COPE_0697.fp2.repr,NA,0,0.999977,0,0,0,2.3e-5
COPE_0698.fp2.repr,z1,2.999994000012e-6,0.9987170025659948,5.999988000024e-6,1.5499969000062e-4,2.999994000012e-6,0.001115997768004464
COPE_0699.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_0700.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0701.fp2.repr,z1,0,0.999947,0,0,0,5.3e-5
COPE_0702.fp2.repr,z1,0,0.999993,0,0,0,7.000000000000001e-6
COPE_0703.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0704.fp2.repr,z0,0.999997,0,0,0,3e-6,0
COPE_0705.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0706.fp2.repr,z1,0,0.999851,0,1.0000000000000002e-6,0,1.48e-4
COPE_0707.fp2.repr,NA,0.8243596487192975,0.158500317000634,6.500013000025999e-4,0.0032750065500131,0.011947023894047787,0.001268002536005072
COPE_0708.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0709.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0710.fp2.repr,z1,0,0.999536,0,6e-6,0,4.58e-4
COPE_0711.fp2.repr,z0,0.999961,0,0,0,3.9e-5,0
COPE_0712.fp2.repr,z1,0,0.999971,0,0,0,2.9e-5
COPE_0713.fp2.repr,NA,0,0.999995,0,0,0,5e-6
COPE_0715.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_0716.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0717.fp2.repr,NA,0,0.999989,0,0,0,1.1000000000000001e-5
COPE_0718.fp2.repr,z0,0.999999,0,0,0,1.0000000000000002e-6,0
COPE_0719.fp2.repr,z0,0.999998,0,0,0,2.0000000000000008e-6,0
COPE_0720.fp2.repr,z0,0.999981,0,0,0,1.9e-5,0
COPE_0721.fp2.repr,z0,0.999994,0,0,0,6e-6,0
COPE_0722.fp2.repr,z1,0,0.999989,0,0,0,1.1e-5
COPE_0723.fp2.repr,z0,0.999919,0,0,0,8.1e-5,0
COPE_0724.fp2.repr,NA,0.999957,0,0,0,4.3e-5,0
COPE_0725.fp2.repr,NA,0,0.999941,0,0,0,5.9e-5
COPE_0726.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0727.fp2.repr,NA,0,0.999522,0,0,0,4.78e-4
COPE_0728.fp2.repr,NA,0,0.999989,0,0,0,1.1e-5
COPE_0729.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0730.fp2.repr,z1,0,1,0,0,0,0
COPE_0731.fp2.repr,z1,0,1,0,0,0,0
COPE_0732.fp2.repr,z1,0,1,0,0,0,0
COPE_0734.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_0735.fp2.repr,z1,0,1,0,0,0,0
COPE_0736.fp2.repr,NA,0,0.999526,0,0,0,4.7400000000000003e-4
COPE_0737.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0738.fp2.repr,z1,0,0.999993,0,0,0,6.999999999999999e-6
COPE_0739.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0740.fp2.repr,NA,0,0.9976129976129976,0,5.3000053000053e-5,0,0.0023340023340023344
COPE_0741.fp2.repr,NA,0,0.99876,0,0,0,0.00124
COPE_0742.fp2.repr,NA,0,0.999967,0,0,0,3.3e-5
COPE_0743.fp2.repr,z1,0,1,0,0,0,0
