prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
uniform,COPE_0485.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0485.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0485.fp2.repr,z0,a_bx,0,3e-5,1e-5,0,0,0,0,0,0,0,4e-6,9.66091783079296e-6,2.4152294576982403
uniform,COPE_0485.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0486.fp2.repr,z0,pure_a,0.99766,0.99323,0.99973,0.99828,0.9999,0.99963,0.99362,0.99892,0.99772,0.99612,0.997481,0.002430287820174599,0.002436425175190905
Jeffreys,COPE_0486.fp2.repr,z0,pure_b,0,2.1e-4,0,0,0,0,0,0,0,0,2.1000000000000002e-5,6.640783086353596e-5,3.1622776601683786
Jeffreys,COPE_0486.fp2.repr,z0,F1,0,1.5e-4,0,0,0,0,0,0,0,0,1.4999999999999999e-5,4.743416490252568e-5,3.162277660168379
Jeffreys,COPE_0486.fp2.repr,z0,F2,1.1e-4,7.7e-4,0,8e-5,0,0,8.8e-4,5e-5,1.4e-4,4.9e-4,2.52e-4,3.354863799189337e-4,1.331295158408467
Jeffreys,COPE_0486.fp2.repr,z0,a_bx,0.00223,0.00556,2.6e-4,0.00164,1e-4,3.7e-4,0.00549,0.00103,0.00214,0.00339,0.002221,0.0020203104821894195,0.9096400189956865
Jeffreys,COPE_0486.fp2.repr,z0,b_bx,0,8e-5,0,0,0,0,0,0,0,0,8.000000000000001e-6,2.5298221281347037e-5,3.162277660168379
uniform,COPE_0486.fp2.repr,z0,pure_a,0.9902,0.97383,0.96692,0.99796,0.99947,0.98307,0.91424,0.99966,0.98734,0.99288,0.980557,0.02571602053627701,0.02622593131891059
uniform,COPE_0486.fp2.repr,z0,pure_b,0,7e-5,0.01442,0,0,5e-5,0.06151,0,3e-5,0,0.007608,0.019472510994847182,2.5594783116255497
uniform,COPE_0486.fp2.repr,z0,F1,1e-5,8e-5,0.00161,0,0,7e-5,0.00306,0,5e-5,0,4.88e-4,0.0010321584718981436,2.1150788358568517
uniform,COPE_0486.fp2.repr,z0,F2,9e-4,0.00574,0.00245,1.2e-4,1e-5,0.0059,0.00747,0,0.00698,0.00104,0.003061,0.00310000519712826,1.0127426321882589
uniform,COPE_0486.fp2.repr,z0,a_bx,0.00888,0.02023,0.01337,0.00192,5.3e-4,0.01088,0.01037,3.4e-4,0.00557,0.00607,0.007816,0.006270119970498527,0.8022159634721759
uniform,COPE_0486.fp2.repr,z0,b_bx,1e-5,6e-5,0.00122,0,0,4e-5,0.00336,0,3e-5,0,4.7200000000000003e-4,0.0010830184157662735,2.294530541877698
Jeffreys,COPE_0487.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0487.fp2.repr,z1,pure_b,0.99979,0.99996,0.99991,0.99977,0.99978,0.9997,0.99963,0.99955,0.99985,0.99992,0.9997860000000001,1.3141959941768841e-4,1.31447729231744e-4
Jeffreys,COPE_0487.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0487.fp2.repr,z1,F2,0,0,0,0,0,0,1e-5,1e-5,0,0,2.0000000000000003e-6,4.216370213557839e-6,2.1081851067789192
Jeffreys,COPE_0487.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0487.fp2.repr,z1,b_bx,2.1e-4,4e-5,9e-5,2.3e-4,2.2e-4,3e-4,3.7e-4,4.4e-4,1.5e-4,8e-5,2.13e-4,1.2944754407352295e-4,0.6077349487019856
uniform,COPE_0487.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0487.fp2.repr,z1,pure_b,0.99989,0.99842,0.99986,0.99989,0.99996,0.99988,0.99975,0.99975,0.99887,0.99945,0.999572,5.194826486247766e-4,5.197050824000439e-4
uniform,COPE_0487.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0487.fp2.repr,z1,F2,0,1.8e-4,0,0,0,0,0,0,1.2e-4,3e-5,3.3e-5,6.395310782127794e-5,1.9379729642811494
uniform,COPE_0487.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0487.fp2.repr,z1,b_bx,1.1e-4,0.0014,1.4e-4,1.1e-4,4e-5,1.2e-4,2.5e-4,2.5e-4,0.00101,5.2e-4,3.95e-4,4.564415503532614e-4,1.155548228742434
Jeffreys,COPE_0488.fp2.repr,z0,pure_a,1,1,1,1,1,1,1,0.99994,1,1,0.999994,1.8973665960994144e-5,1.8973779803672965e-5
Jeffreys,COPE_0488.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0488.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0488.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0488.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,6e-5,0,0,6e-6,1.8973665961010275e-5,3.162277660168379
Jeffreys,COPE_0488.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0488.fp2.repr,z0,pure_a,1,1,0.99999,1,1,1,1,1,0.99992,1,0.999991,2.514402955418488e-5,2.5144255852487554e-5
uniform,COPE_0488.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0488.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0488.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0488.fp2.repr,z0,a_bx,0,0,1e-5,0,0,0,0,0,8e-5,0,9e-6,2.5144029554194817e-5,2.7937810615772016
uniform,COPE_0488.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0489.fp2.repr,NA,pure_a,0.99558,0.99691,0.00143,0.98272,0.00493,0.0619,0.80624,0.8781,0.00129,0.14529,0.487439,0.47385314781996424,0.9721280977106145
Jeffreys,COPE_0489.fp2.repr,NA,pure_b,7e-5,0,0.00147,0.00196,0.88255,0.55135,0,0.10206,0.05014,0.00303,0.159263,0.3059011722780923,1.920729687862795
Jeffreys,COPE_0489.fp2.repr,NA,F1,9e-5,0,7e-5,4.3e-4,0.00487,0.01031,0,0.00319,6e-5,1.3e-4,0.001915,0.0033950167729908036,1.772854711744545
Jeffreys,COPE_0489.fp2.repr,NA,F2,3.5e-4,1.5e-4,0.97308,0.00353,0.00802,0.05389,0.1355,0.0043,0.91027,0.79009,0.287918,0.42059619306144197,1.4608193758689696
Jeffreys,COPE_0489.fp2.repr,NA,a_bx,0.00388,0.00294,0.00759,0.01107,0.0019,0.02863,0.05826,0.00913,0.00655,0.05648,0.018643,0.021761333726487343,1.1672656614540227
Jeffreys,COPE_0489.fp2.repr,NA,b_bx,3e-5,0,0.01637,2.9e-4,0.09772,0.29392,1e-5,0.00323,0.0317,0.00499,0.044826000000000005,0.09258794440362574,2.0654964619556893
uniform,COPE_0489.fp2.repr,NA,pure_a,2.8e-4,0.96699,4e-5,0,1.1e-4,0.13168,0.57174,0,0.42295,0,0.209379,0.3366150205089224,1.6076828168485013
uniform,COPE_0489.fp2.repr,NA,pure_b,0.99135,2.5e-4,0.85665,0.99439,0.03042,0.00319,0.39979,0.99606,0.00113,0.98595,0.525918,0.47895023540609677,0.9106937496075372
uniform,COPE_0489.fp2.repr,NA,F1,2.1e-4,1.2e-4,5.6e-4,2e-5,1e-5,4.5e-4,0.00657,2e-5,1.5e-4,2e-5,8.13e-4,0.0020317920387896223,2.4991291990032254
uniform,COPE_0489.fp2.repr,NA,F2,0.00101,0.00837,0.01587,7.4e-4,0.949,0.78872,0.00627,4e-4,0.54915,0.00623,0.232576,0.3776729582353259,1.6238690072721427
uniform,COPE_0489.fp2.repr,NA,a_bx,1.4e-4,0.024140000000000002,1.9e-4,1e-5,0.00155,0.07131,0.00765,0,0.0248,2e-5,0.012981,0.022751833357140937,1.7527026698359862
uniform,COPE_0489.fp2.repr,NA,b_bx,0.00701,1.2e-4,0.12668,0.00484,0.01892,0.00464,0.00798,0.00352,0.00182,0.00779,0.018331999999999998,0.038412011373758825,2.0953530096966415
Jeffreys,COPE_0490.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0490.fp2.repr,z1,pure_b,0.99998,0.99999,0.99931,0.99993,0.99957,0.99999,0.99996,0.99964,1,1,0.999837,2.4313005207547507e-4,2.4316968873473884e-4
Jeffreys,COPE_0490.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0490.fp2.repr,z1,F2,0,0,1e-5,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0490.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0490.fp2.repr,z1,b_bx,2e-5,1e-5,6.9e-4,7e-5,4.3e-4,1e-5,4e-5,3.5e-4,0,0,1.62e-4,2.4224872434017985e-4,1.495362495927036
uniform,COPE_0490.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0490.fp2.repr,z1,pure_b,0.99996,0.99985,1,0.99815,1,1,0.99999,0.99992,0.99999,1,0.9997860000000001,5.768920561460825e-4,5.770155374711013e-4
uniform,COPE_0490.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0490.fp2.repr,z1,F2,0,0,0,9e-5,0,0,0,0,0,0,9e-6,2.8460498941515414e-5,3.162277660168379
uniform,COPE_0490.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0490.fp2.repr,z1,b_bx,4e-5,1.5e-4,0,0.00176,0,0,1e-5,8e-5,1e-5,0,2.05e-4,5.485384621377469e-4,2.6757973762816922
Jeffreys,COPE_0491.fp2.repr,z0,pure_a,0.99993,0.99998,1,1,0.9999,0.99999,0.99985,0.99991,0.99987,0.99998,0.999941,5.626327003965346e-5,5.62665897684498e-5
Jeffreys,COPE_0491.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0491.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0491.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0491.fp2.repr,z0,a_bx,7e-5,2e-5,0,0,1e-4,1e-5,1.5e-4,9e-5,1.3e-4,2e-5,5.9e-5,5.626327003965869e-5,0.9536147464348931
Jeffreys,COPE_0491.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0491.fp2.repr,z0,pure_a,1,0.99622,0.99974,0.99995,1,0.99976,0.99995,0.99996,0.99897,0.99995,0.99945,0.0011765580686429735,0.0011772055316854005
uniform,COPE_0491.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0491.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0491.fp2.repr,z0,F2,0,9e-5,0,0,0,0,0,0,1.6e-4,0,2.5e-5,5.522680508593631e-5,2.209072203437452
uniform,COPE_0491.fp2.repr,z0,a_bx,0,0.00368,2.6e-4,5e-5,0,2.4e-4,5e-5,4e-5,8.7e-4,5e-5,5.24e-4,0.0011395827696525115,2.174776277962808
uniform,COPE_0491.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0492.fp2.repr,z0,pure_a,0.99999,1,1,1,1,1,1,0.99998,1,1,0.999997,6.7494855771058825e-6,6.749505825623359e-6
Jeffreys,COPE_0492.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0492.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0492.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0492.fp2.repr,z0,a_bx,1e-5,0,0,0,0,0,0,2e-5,0,0,3e-6,6.749485577105529e-6,2.249828525701843
Jeffreys,COPE_0492.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0492.fp2.repr,z0,pure_a,1,0.99986,0.99999,1,1,1,1,1,1,1,0.999985,4.403281604541941e-5,4.4033476547567626e-5
uniform,COPE_0492.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0492.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0492.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0492.fp2.repr,z0,a_bx,0,1.4e-4,1e-5,0,0,0,0,0,0,0,1.4999999999999999e-5,4.403281604540969e-5,2.9355210696939795
uniform,COPE_0492.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0493.fp2.repr,z0,pure_a,1,1,1,1,1,1,1,0.99999,0.99999,1,0.999998,4.2163702135386505e-6,4.216378646295943e-6
Jeffreys,COPE_0493.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0493.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0493.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0493.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,1e-5,1e-5,0,2.0000000000000003e-6,4.216370213557839e-6,2.1081851067789192
Jeffreys,COPE_0493.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0493.fp2.repr,z0,pure_a,1,0.99985,1,1,1,1,1,1,1,1,0.999985,4.7434164902520465e-5,4.743487642566685e-5
uniform,COPE_0493.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0493.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0493.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0493.fp2.repr,z0,a_bx,0,1.5e-4,0,0,0,0,0,0,0,0,1.4999999999999999e-5,4.743416490252568e-5,3.162277660168379
uniform,COPE_0493.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0494.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0494.fp2.repr,z1,pure_b,0.99999,1,1,1,1,1,1,0.99999,0.99999,0.99999,0.999996,5.163977794919721e-6,5.163998450913524e-6
Jeffreys,COPE_0494.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0494.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0494.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0494.fp2.repr,z1,b_bx,1e-5,0,0,0,0,0,0,1e-5,1e-5,1e-5,4.000000000000001e-6,5.163977794943223e-6,1.2909944487358054
uniform,COPE_0494.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0494.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0494.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0494.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0494.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0494.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0495.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0495.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0495.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0495.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0495.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0495.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0495.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0495.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0495.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0495.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0495.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0495.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0496.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0496.fp2.repr,NA,pure_b,1,0.99992,1,0.9985,0.99997,1,1,1,1,1,0.999839,4.711793713650728e-4,4.7125524345926974e-4
Jeffreys,COPE_0496.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0496.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0496.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0496.fp2.repr,NA,b_bx,0,8e-5,0,0.0015,3e-5,0,0,0,0,0,1.61e-4,4.7117937136508854e-4,2.9265799463670095
uniform,COPE_0496.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0496.fp2.repr,NA,pure_b,1,0.99503,1,0.99994,0.97081,1,0.99987,1,1,0.94084,0.990649,0.01972666297735688,0.019912868207969604
uniform,COPE_0496.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0496.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0496.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0496.fp2.repr,NA,b_bx,0,0.00497,0,6e-5,0.02919,0,1.3e-4,0,0,0.05916,0.009351,0.01972666297735687,2.109577903684833
Jeffreys,COPE_0497.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0497.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0497.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0497.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0497.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0497.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0497.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0497.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0497.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0497.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0497.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0497.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0498.fp2.repr,NA,pure_a,1,1,1,0.99997,0.99996,0.99998,1,0.99975,0.99991,0.99999,0.999956,7.763160868271403e-5,7.763502462379748e-5
Jeffreys,COPE_0498.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0498.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0498.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0498.fp2.repr,NA,a_bx,0,0,0,3e-5,4e-5,2e-5,0,2.5e-4,9e-5,1e-5,4.4e-5,7.763160868271807e-5,1.7643547427890471
Jeffreys,COPE_0498.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0498.fp2.repr,NA,pure_a,1,0.99999,1,0.99992,1,1,0.99996,1,0.99992,1,0.999979,3.348299734358586e-5,3.348370050129639e-5
uniform,COPE_0498.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0498.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0498.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0498.fp2.repr,NA,a_bx,0,1e-5,0,8e-5,0,0,4e-5,0,8e-5,0,2.1000000000000002e-5,3.348299734359383e-5,1.5944284449330393
uniform,COPE_0498.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0499.fp2.repr,z0,pure_a,1,1,1,0.99995,0.99998,1,1,0.99999,1,1,0.999992,1.619327706865426e-5,1.6193406615907186e-5
Jeffreys,COPE_0499.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0499.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0499.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0499.fp2.repr,z0,a_bx,0,0,0,5e-5,2e-5,0,0,1e-5,0,0,8.000000000000001e-6,1.6193277068654826e-5,2.024159633581853
Jeffreys,COPE_0499.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0499.fp2.repr,z0,pure_a,1,0.99974,0.99997,1,1,1,1,0.99998,1,1,0.999969,8.116512661100004e-5,8.116764280792709e-5
uniform,COPE_0499.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0499.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0499.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0499.fp2.repr,z0,a_bx,0,2.6e-4,3e-5,0,0,0,0,2e-5,0,0,3.0999999999999995e-5,8.116512661098839e-5,2.6182298906770454
uniform,COPE_0499.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0500.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0500.fp2.repr,NA,pure_b,0.99986,0.99959,0.99997,0.99375,0.99981,0.99894,0.99998,0.99995,0.99896,0.74633,0.973714,0.07991691952688532,0.08207432524014785
Jeffreys,COPE_0500.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0500.fp2.repr,NA,F2,0,0,0,0.00149,0,1e-5,0,0,4e-5,0.21675,0.021829,0.06848984668466479,3.137562265090695
Jeffreys,COPE_0500.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0500.fp2.repr,NA,b_bx,1.4e-4,4.1e-4,3e-5,0.00476,1.9e-4,0.00105,2e-5,5e-5,0.001,0.03692,0.004457,0.011496016749775163,2.579317197616146
uniform,COPE_0500.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0500.fp2.repr,NA,pure_b,0.89521,0.98295,0.99947,0.64386,1,0.99507,0.99937,0.99984,0.99902,0.99986,0.951465,0.11283068546868504,0.11858627008737582
uniform,COPE_0500.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0500.fp2.repr,NA,F2,0.05794,0.00223,1e-5,0.28357,0,2.7e-4,2e-5,0,1.4e-4,0,0.034418,0.08939802829046187,2.5974207766419277
uniform,COPE_0500.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0500.fp2.repr,NA,b_bx,0.04684,0.01482,5.3e-4,0.07256,0,0.00467,6.1e-4,1.5e-4,8.4e-4,1.4e-4,0.014116,0.025186342507178147,1.784240755679948
Jeffreys,COPE_0501.fp2.repr,z0,pure_a,0.99992,0.99906,0.99998,0.99999,0.99986,0.99999,0.99998,0.9997,0.99943,1,0.999791,3.142345196399349e-4,3.1430020838348706e-4
Jeffreys,COPE_0501.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0501.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0501.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0501.fp2.repr,z0,a_bx,8e-5,0.00093000000000000005,2e-5,1e-5,1.4e-4,1e-5,2e-5,3e-4,5.7e-4,0,2.08e-4,3.11655079998528e-4,1.498341730762154
Jeffreys,COPE_0501.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0501.fp2.repr,z0,pure_a,1,0.9953,0.99999,0.99993,1,1,0.99988,0.9999,0.99983,0.99879,0.999362,0.0014735429715108184,0.0014744836921063824
uniform,COPE_0501.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0501.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0501.fp2.repr,z0,F2,0,2e-5,0,0,0,0,0,0,1e-5,0,3e-6,6.749485577105529e-6,2.249828525701843
uniform,COPE_0501.fp2.repr,z0,a_bx,0,0.00468,1e-5,7e-5,0,0,1.2e-4,1e-4,1.7e-4,0.00121,6.36e-4,0.0014674179893798343,2.3072609895909344
uniform,COPE_0501.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0502.fp2.repr,NA,pure_a,0.6203,0,0,0,0.00374,0.01257,0,0.99177,0,0.66555,0.22939299999999999,0.37790315240959704,1.6474049008016682
Jeffreys,COPE_0502.fp2.repr,NA,pure_b,8e-4,0.99455,0.99429,0.99657,0.98397,0.66591,0.99866,0,0.69364,0.3092,0.663759,0.4151078286809612,0.6253893787970652
