n.pca,success
1,0.9523809523809523
1,0.8809523809523809
1,0.9047619047619047
1,0.9047619047619048
1,0.8333333333333333
1,1
1,0.8571428571428571
1,0.8571428571428571
1,0.9047619047619047
1,0.8571428571428571
2,0.8571428571428571
2,0.8809523809523809
2,0.8333333333333333
2,0.8571428571428572
2,0.7857142857142857
2,0.8571428571428571
2,0.8571428571428571
2,0.9285714285714286
2,0.9285714285714286
2,0.9761904761904762
3,0.9047619047619047
3,0.8571428571428571
3,0.7380952380952381
3,0.8809523809523809
3,0.8571428571428572
3,0.9761904761904762
3,0.8809523809523809
3,0.8333333333333333
3,0.9047619047619048
3,0.9047619047619047
4,0.7619047619047619
4,0.8571428571428571
4,0.8571428571428571
4,0.6904761904761905
4,0.8095238095238095
4,0.8809523809523809
4,0.9761904761904762
4,0.8571428571428571
4,0.6190476190476191
4,0.9047619047619048
5,0.7380952380952381
5,0.6904761904761905
5,0.8809523809523809
5,0.7380952380952381
5,0.9523809523809523
5,0.9285714285714286
5,0.9047619047619047
5,0.8809523809523809
5,0.9285714285714286
5,0.8571428571428572
6,0.8095238095238095
6,0.9285714285714286
6,0.8333333333333333
6,0.8809523809523809
6,0.8571428571428571
6,0.8809523809523809
6,0.8571428571428571
6,0.8571428571428572
6,0.8333333333333333
6,0.9285714285714286
7,0.9523809523809523
7,0.8571428571428571
7,0.8095238095238095
7,0.9285714285714286
7,0.8571428571428571
7,0.9761904761904762
7,0.9285714285714286
7,0.8095238095238095
7,0.8571428571428571
7,0.9285714285714286
8,0.7619047619047619
8,0.8809523809523809
8,0.6904761904761905
8,0.9761904761904762
8,0.8095238095238095
8,0.9761904761904762
8,0.9047619047619047
8,0.8809523809523809
8,0.9047619047619048
8,0.8571428571428572
9,0.9047619047619047
9,0.7857142857142857
9,0.9047619047619047
9,0.9761904761904762
9,0.9285714285714286
9,0.9047619047619047
9,0.9523809523809523
9,0.7857142857142857
9,0.9285714285714286
9,0.9285714285714286
10,0.9047619047619047
10,0.9047619047619047
10,1
10,0.7619047619047619
10,0.8809523809523809
10,0.9285714285714286
10,0.8809523809523809
10,0.8095238095238095
