999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
2	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
3	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
4	0.00000	0.86412	0.00108	0.01641	0.00016	0.11821
5	0.00000	0.99980	0.00000	0.00000	0.00000	0.00020
6	0.00000	0.99966	0.00000	0.00000	0.00000	0.00034
7	0.00000	0.99927	0.00000	0.00000	0.00000	0.00073
8	0.00000	0.99099	0.00000	0.00000	0.00000	0.00901
9	0.00000	0.99984	0.00000	0.00000	0.00000	0.00016
10	0.11092	0.00000	0.00000	0.00104	0.88804	0.00000
11	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
12	0.00000	0.55812	0.00005	0.03071	0.00000	0.41112
13	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
14	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
15	0.00000	0.99983	0.00000	0.00000	0.00000	0.00017
16	0.00000	0.99523	0.00000	0.00002	0.00000	0.00475
17	0.99987	0.00000	0.00000	0.00000	0.00013	0.00000
18	0.48074	0.00686	0.05608	0.15388	0.27015	0.03229
19	0.00000	0.97858	0.00000	0.00054	0.00000	0.02089
20	0.99982	0.00000	0.00000	0.00000	0.00018	0.00000
21	0.34127	0.05228	0.13928	0.14959	0.22810	0.08947
22	0.00000	0.99938	0.00000	0.00000	0.00000	0.00062
23	0.99741	0.00000	0.00000	0.00000	0.00259	0.00000
24	0.99993	0.00000	0.00000	0.00000	0.00007	0.00000
25	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
26	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
27	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
28	0.00000	0.98942	0.00000	0.00000	0.00000	0.01058
29	0.00000	0.99988	0.00000	0.00000	0.00000	0.00012
30	0.99826	0.00000	0.00000	0.00000	0.00174	0.00000
31	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
32	0.00000	0.94773	0.00000	0.00265	0.00000	0.04962
33	0.99418	0.00000	0.00000	0.00001	0.00580	0.00000
34	0.01205	0.43899	0.07146	0.16473	0.04397	0.26879
35	0.00000	0.92339	0.00001	0.00412	0.00000	0.07249
36	0.00000	0.99638	0.00000	0.00000	0.00000	0.00362
37	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
38	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
39	0.00000	0.99956	0.00000	0.00000	0.00000	0.00044
40	0.00000	0.99956	0.00000	0.00000	0.00000	0.00044
41	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
42	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
43	0.73426	0.00000	0.00000	0.00001	0.26573	0.00000
44	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
45	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
46	0.00000	0.99647	0.00000	0.00000	0.00000	0.00353
47	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
48	0.98814	0.00000	0.00000	0.00000	0.01186	0.00000
49	0.99692	0.00000	0.00000	0.00000	0.00308	0.00000
50	0.00000	0.98013	0.00000	0.00037	0.00000	0.01950
51	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
52	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
53	0.00045	0.00000	0.00000	0.86340	0.13616	0.00000
54	0.00000	0.99935	0.00000	0.00000	0.00000	0.00065
55	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
56	0.22326	0.00000	0.00000	0.48699	0.28975	0.00000
57	0.00000	0.99917	0.00000	0.00000	0.00000	0.00083
58	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
59	0.00000	0.99316	0.00000	0.00005	0.00000	0.00679
60	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
61	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
62	0.00000	0.99903	0.00000	0.00000	0.00000	0.00097
63	0.00000	0.99991	0.00000	0.00000	0.00000	0.00009
64	0.00000	0.99975	0.00000	0.00000	0.00000	0.00025
65	0.00000	0.99938	0.00000	0.00000	0.00000	0.00062
66	0.99967	0.00000	0.00000	0.00000	0.00033	0.00000
67	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
68	0.00000	0.99975	0.00000	0.00000	0.00000	0.00025
69	0.00000	0.95716	0.00000	0.00179	0.00000	0.04104
70	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
71	0.00000	0.99986	0.00000	0.00000	0.00000	0.00014
72	0.00000	0.99992	0.00000	0.00000	0.00000	0.00008
73	0.00000	0.98222	0.00000	0.00031	0.00000	0.01747
74	0.00000	0.99962	0.00000	0.00000	0.00000	0.00038
75	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
76	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
77	0.99989	0.00000	0.00000	0.00000	0.00011	0.00000
78	0.99940	0.00000	0.00000	0.00000	0.00060	0.00000
79	0.99951	0.00000	0.00000	0.00000	0.00049	0.00000
80	0.00000	0.98208	0.00000	0.00031	0.00000	0.01761
81	0.00000	0.94990	0.00000	0.00008	0.00000	0.05002
82	0.09829	0.24547	0.15489	0.16900	0.12876	0.20357
83	0.99963	0.00000	0.00000	0.00000	0.00037	0.00000
84	0.00000	0.99878	0.00000	0.00000	0.00000	0.00122
85	0.99988	0.00000	0.00000	0.00000	0.00012	0.00000
86	0.99944	0.00000	0.00000	0.00000	0.00056	0.00000
87	0.00000	0.99986	0.00000	0.00000	0.00000	0.00014
88	0.99929	0.00000	0.00000	0.00000	0.00071	0.00000
89	0.00000	0.99923	0.00000	0.00000	0.00000	0.00077
90	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
91	0.95718	0.00000	0.00000	0.00178	0.04104	0.00000
92	0.00000	0.00000	0.00000	0.00129	0.00000	0.99871
93	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
94	0.94585	0.00000	0.00000	0.00146	0.05268	0.00000
95	0.00000	0.99960	0.00000	0.00000	0.00000	0.00040
96	0.00000	0.00321	0.00000	0.00957	0.00000	0.98722
