1000000_sweeps	IndivName	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
2	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
3	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
4	NoName	0.00000	0.99829	0.00001	0.00010	0.00000	0.00160
5	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
6	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
7	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
8	NoName	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
9	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
10	NoName	0.82150	0.00000	0.00000	0.00030	0.17820	0.00000
11	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
12	NoName	0.00000	0.99086	0.00000	0.00031	0.00000	0.00883
13	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
14	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
15	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
16	NoName	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
17	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
18	NoName	0.91424	0.06151	0.00306	0.00747	0.01037	0.00336
19	NoName	0.00000	0.99975	0.00000	0.00000	0.00000	0.00025
20	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	NoName	0.57174	0.39979	0.00657	0.00627	0.00765	0.00798
22	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
23	NoName	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
24	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
26	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
27	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
28	NoName	0.00000	0.99987	0.00000	0.00000	0.00000	0.00013
29	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
30	NoName	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
31	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
32	NoName	0.00000	0.99937	0.00000	0.00002	0.00000	0.00061
33	NoName	0.99988	0.00000	0.00000	0.00000	0.00012	0.00000
34	NoName	0.00602	0.98349	0.00100	0.00203	0.00044	0.00703
35	NoName	0.00000	0.99906	0.00000	0.00002	0.00000	0.00092
36	NoName	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
37	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
38	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
39	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
40	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
41	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
42	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
43	NoName	0.99070	0.00000	0.00000	0.00000	0.00930	0.00000
44	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
45	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
46	NoName	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
47	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
48	NoName	0.99975	0.00000	0.00000	0.00000	0.00025	0.00000
49	NoName	0.99994	0.00000	0.00000	0.00000	0.00006	0.00000
50	NoName	0.00000	0.99977	0.00000	0.00000	0.00000	0.00023
51	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
52	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
53	NoName	0.02178	0.00000	0.00000	0.83928	0.13894	0.00000
54	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
55	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
56	NoName	0.81523	0.00000	0.00000	0.15051	0.03426	0.00000
57	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
58	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
59	NoName	0.00000	0.99992	0.00000	0.00000	0.00000	0.00008
60	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
61	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
62	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
63	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
64	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
65	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
66	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
67	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
68	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
69	NoName	0.00000	0.99949	0.00000	0.00001	0.00000	0.00050
70	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
71	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
72	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
73	NoName	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
74	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
75	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
76	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
77	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
78	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
79	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
80	NoName	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
81	NoName	0.00000	0.99937	0.00000	0.00000	0.00000	0.00063
82	NoName	0.07977	0.90247	0.00352	0.00341	0.00208	0.00874
83	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
84	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
85	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
86	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
87	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
88	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
89	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
90	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
91	NoName	0.99909	0.00000	0.00000	0.00005	0.00086	0.00000
92	NoName	0.00000	0.00000	0.00000	0.00072	0.00000	0.99927
93	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
94	NoName	0.99884	0.00000	0.00000	0.00004	0.00112	0.00000
95	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
96	NoName	0.00000	0.18506	0.00000	0.00447	0.00000	0.81047
97	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
98	NoName	0.00000	0.99985	0.00000	0.00000	0.00000	0.00015
99	NoName	0.00405	0.98819	0.00091	0.00116	0.00028	0.00541
100	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
101	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
102	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
103	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
104	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
105	NoName	0.00008	0.99631	0.00016	0.00035	0.00003	0.00307
106	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
107	NoName	0.00000	0.99987	0.00000	0.00000	0.00000	0.00013
108	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
109	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
110	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
111	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
112	NoName	0.99950	0.00000	0.00000	0.00000	0.00050	0.00000
113	NoName	0.99856	0.00000	0.00000	0.00002	0.00142	0.00000
114	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
115	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
116	NoName	0.99941	0.00000	0.00000	0.00000	0.00059	0.00000
117	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
118	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
119	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
120	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
121	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
122	NoName	0.00000	0.99959	0.00000	0.00000	0.00000	0.00041
123	NoName	0.27648	0.69710	0.00577	0.00570	0.00502	0.00993
124	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
125	NoName	0.00000	0.99948	0.00000	0.00000	0.00000	0.00052
126	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
127	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
128	NoName	0.00000	0.99991	0.00000	0.00000	0.00000	0.00009
129	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
130	NoName	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
131	NoName	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
132	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
133	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
134	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
135	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
136	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
137	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
138	NoName	0.99990	0.00000	0.00000	0.00000	0.00010	0.00000
139	NoName	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
140	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
141	NoName	0.99792	0.00000	0.00000	0.00022	0.00186	0.00000
142	NoName	0.99979	0.00000	0.00000	0.00000	0.00021	0.00000
143	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
144	NoName	0.99985	0.00000	0.00000	0.00000	0.00015	0.00000
145	NoName	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
146	NoName	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
147	NoName	0.99578	0.00000	0.00000	0.00045	0.00377	0.00000
148	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
149	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
150	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
151	NoName	0.00000	0.99965	0.00000	0.00000	0.00000	0.00034
152	NoName	0.00000	0.99601	0.00001	0.00056	0.00000	0.00341
153	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
154	NoName	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
155	NoName	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
156	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
157	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
158	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
159	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
160	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
161	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
162	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
163	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
