file,sample,number_reads
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0680.r1.fq.gz,COPE-0680,1996891
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0681.r1.fq.gz,COPE-0681,730414
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0682.r1.fq.gz,COPE-0682,4131880
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0683.r1.fq.gz,COPE-0683,3458361
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0684.r1.fq.gz,COPE-0684,1468400
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0685.r1.fq.gz,COPE-0685,1027373
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0686.r1.fq.gz,COPE-0686,734119
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0687.r1.fq.gz,COPE-0687,308809
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0688.r1.fq.gz,COPE-0688,2005743
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0689.r1.fq.gz,COPE-0689,5155
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0690.r1.fq.gz,COPE-0690,1520147
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0691.r1.fq.gz,COPE-0691,9395
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0692.r1.fq.gz,COPE-0692,1370025
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0693.r1.fq.gz,COPE-0693,1408748
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0694.r1.fq.gz,COPE-0694,2570253
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0695.r1.fq.gz,COPE-0695,3446611
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0696.r1.fq.gz,COPE-0696,3246534
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0697.r1.fq.gz,COPE-0697,1488448
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0698.r1.fq.gz,COPE-0698,198835
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0699.r1.fq.gz,COPE-0699,12061436
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0700.r1.fq.gz,COPE-0700,2838973
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0701.r1.fq.gz,COPE-0701,419594
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0702.r1.fq.gz,COPE-0702,3818904
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0703.r1.fq.gz,COPE-0703,1270556
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0704.r1.fq.gz,COPE-0704,553130
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0705.r1.fq.gz,COPE-0705,8590828
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0706.r1.fq.gz,COPE-0706,1725423
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0707.r1.fq.gz,COPE-0707,261798
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0708.r1.fq.gz,COPE-0708,5173903
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0709.r1.fq.gz,COPE-0709,4786249
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0710.r1.fq.gz,COPE-0710,23684
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0711.r1.fq.gz,COPE-0711,2578092
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0712.r1.fq.gz,COPE-0712,2466435
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0713.r1.fq.gz,COPE-0713,2290915
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0714.r1.fq.gz,COPE-0714,7502
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0715.r1.fq.gz,COPE-0715,258032
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0716.r1.fq.gz,COPE-0716,3448586
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0717.r1.fq.gz,COPE-0717,2301903
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0718.r1.fq.gz,COPE-0718,2703201
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0719.r1.fq.gz,COPE-0719,1712387
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0720.r1.fq.gz,COPE-0720,699719
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0721.r1.fq.gz,COPE-0721,1948242
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0722.r1.fq.gz,COPE-0722,2537220
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0723.r1.fq.gz,COPE-0723,2619849
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0724.r1.fq.gz,COPE-0724,196878
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0725.r1.fq.gz,COPE-0725,3437438
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0726.r1.fq.gz,COPE-0726,3888541
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0727.r1.fq.gz,COPE-0727,381373
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0728.r1.fq.gz,COPE-0728,409274
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0729.r1.fq.gz,COPE-0729,1663378
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0730.r1.fq.gz,COPE-0730,1173743
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0731.r1.fq.gz,COPE-0731,1050761
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0732.r1.fq.gz,COPE-0732,1776470
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0733.r1.fq.gz,COPE-0733,6717
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0734.r1.fq.gz,COPE-0734,3725200
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0735.r1.fq.gz,COPE-0735,9115162
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0736.r1.fq.gz,COPE-0736,109019
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0737.r1.fq.gz,COPE-0737,1261551
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0738.r1.fq.gz,COPE-0738,2530639
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0739.r1.fq.gz,COPE-0739,2679016
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0740.r1.fq.gz,COPE-0740,288572
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0741.r1.fq.gz,COPE-0741,1872945
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0742.r1.fq.gz,COPE-0742,1255607
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0743.r1.fq.gz,COPE-0743,964358
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0744.r1.fq.gz,COPE-0744,7297392
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0745.r1.fq.gz,COPE-0745,146747
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0746.r1.fq.gz,COPE-0746,2993011
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0747.r1.fq.gz,COPE-0747,181867
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0748.r1.fq.gz,COPE-0748,4285530
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0749.r1.fq.gz,COPE-0749,5321057
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0750.r1.fq.gz,COPE-0750,1459271
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0751.r1.fq.gz,COPE-0751,699417
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0752.r1.fq.gz,COPE-0752,2538864
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0753.r1.fq.gz,COPE-0753,2650286
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0754.r1.fq.gz,COPE-0754,4049391
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0755.r1.fq.gz,COPE-0755,6841625
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0756.r1.fq.gz,COPE-0756,2523665
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0757.r1.fq.gz,COPE-0757,1396109
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0758.r1.fq.gz,COPE-0758,4266270
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0759.r1.fq.gz,COPE-0759,2198509
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0760.r1.fq.gz,COPE-0760,476017
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0761.r1.fq.gz,COPE-0761,205529
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0762.r1.fq.gz,COPE-0762,1894355
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0763.r1.fq.gz,COPE-0763,4917099
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0764.r1.fq.gz,COPE-0764,322704
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0765.r1.fq.gz,COPE-0765,5026071
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0766.r1.fq.gz,COPE-0766,1222394
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0767.r1.fq.gz,COPE-0767,2123360
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0768.r1.fq.gz,COPE-0768,2550244
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0769.r1.fq.gz,COPE-0769,1591618
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0770.r1.fq.gz,COPE-0770,2305444
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0771.r1.fq.gz,COPE-0771,1888344
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0772.r1.fq.gz,COPE-0772,6008178
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0773.r1.fq.gz,COPE-0773,2089305
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0774.r1.fq.gz,COPE-0774,134523
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0775.r1.fq.gz,COPE-0775,1317508
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0776.r1.fq.gz,COPE-0776,725246
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0777.r1.fq.gz,COPE-0777,16883
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0778.r1.fq.gz,COPE-0778,1692198
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0779.r1.fq.gz,COPE-0779,15956
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0780.r1.fq.gz,COPE-0780,339001
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0781.r1.fq.gz,COPE-0781,244013
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0782.r1.fq.gz,COPE-0782,9366520
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0783.r1.fq.gz,COPE-0783,256003
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0784.r1.fq.gz,COPE-0784,1197637
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0785.r1.fq.gz,COPE-0785,4021203
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0786.r1.fq.gz,COPE-0786,410145
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0787.r1.fq.gz,COPE-0787,271796
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0788.r1.fq.gz,COPE-0788,9843556
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0789.r1.fq.gz,COPE-0789,2750886
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0790.r1.fq.gz,COPE-0790,1857660
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0791.r1.fq.gz,COPE-0791,4902335
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0792.r1.fq.gz,COPE-0792,122304
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0793.r1.fq.gz,COPE-0793,330258
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0794.r1.fq.gz,COPE-0794,771884
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0795.r1.fq.gz,COPE-0795,703355
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0796.r1.fq.gz,COPE-0796,4623233
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0797.r1.fq.gz,COPE-0797,2027730
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0798.r1.fq.gz,COPE-0798,1037110
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0799.r1.fq.gz,COPE-0799,9239807
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0800.r1.fq.gz,COPE-0800,2649721
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0801.r1.fq.gz,COPE-0801,12016115
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0802.r1.fq.gz,COPE-0802,58334
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0803.r1.fq.gz,COPE-0803,1718911
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0804.r1.fq.gz,COPE-0804,112305
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0805.r1.fq.gz,COPE-0805,2650758
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0806.r1.fq.gz,COPE-0806,237977
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0807.r1.fq.gz,COPE-0807,207296
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0808.r1.fq.gz,COPE-0808,1842342
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0809.r1.fq.gz,COPE-0809,2028027
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0810.r1.fq.gz,COPE-0810,153764
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0811.r1.fq.gz,COPE-0811,341974
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0812.r1.fq.gz,COPE-0812,1542153
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0813.r1.fq.gz,COPE-0813,1788875
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0814.r1.fq.gz,COPE-0814,3484793
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0815.r1.fq.gz,COPE-0815,722551
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0816.r1.fq.gz,COPE-0816,1239461
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0817.r1.fq.gz,COPE-0817,326391
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0818.r1.fq.gz,COPE-0818,5541365
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0819.r1.fq.gz,COPE-0819,1828557
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0820.r1.fq.gz,COPE-0820,335892
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0821.r1.fq.gz,COPE-0821,1937190
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0822.r1.fq.gz,COPE-0822,4581862
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0823.r1.fq.gz,COPE-0823,1056808
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0824.r1.fq.gz,COPE-0824,679503
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0825.r1.fq.gz,COPE-0825,145864
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0826.r1.fq.gz,COPE-0826,5051291
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0827.r1.fq.gz,COPE-0827,18782
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0828.r1.fq.gz,COPE-0828,308883
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0829.r1.fq.gz,COPE-0829,281371
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0830.r1.fq.gz,COPE-0830,1172439
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0831.r1.fq.gz,COPE-0831,12917237
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0832.r1.fq.gz,COPE-0832,59308
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0833.r1.fq.gz,COPE-0833,10527290
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0834.r1.fq.gz,COPE-0834,416406
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0835.r1.fq.gz,COPE-0835,212398
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0836.r1.fq.gz,COPE-0836,3259006
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0837.r1.fq.gz,COPE-0837,1760780
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0838.r1.fq.gz,COPE-0838,62474
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0839.r1.fq.gz,COPE-0839,18450
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0840.r1.fq.gz,COPE-0840,2643705
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0841.r1.fq.gz,COPE-0841,3743454
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0842.r1.fq.gz,COPE-0842,2227419
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0843.r1.fq.gz,COPE-0843,745425
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0844.r1.fq.gz,COPE-0844,4611
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0845.r1.fq.gz,COPE-0845,182513
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0846.r1.fq.gz,COPE-0846,5700805
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0847.r1.fq.gz,COPE-0847,168036
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0848.r1.fq.gz,COPE-0848,3882566
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0849.r1.fq.gz,COPE-0849,3317373
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0850.r1.fq.gz,COPE-0850,584944
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0851.r1.fq.gz,COPE-0851,4215375
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0852.r1.fq.gz,COPE-0852,412870
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0853.r1.fq.gz,COPE-0853,1584970
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0854.r1.fq.gz,COPE-0854,241108
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0855.r1.fq.gz,COPE-0855,152340
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0856.r1.fq.gz,COPE-0856,789550
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0857.r1.fq.gz,COPE-0857,3014883
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0858.r1.fq.gz,COPE-0858,89235
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0859.r1.fq.gz,COPE-0859,95147
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0860.r1.fq.gz,COPE-0860,792488
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0861.r1.fq.gz,COPE-0861,340228
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0862.r1.fq.gz,COPE-0862,1779778
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0863.r1.fq.gz,COPE-0863,543858
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0864.r1.fq.gz,COPE-0864,1843475
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0865.r1.fq.gz,COPE-0865,393184
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0866.r1.fq.gz,COPE-0866,16621437
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0867.r1.fq.gz,COPE-0867,2213989
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0868.r1.fq.gz,COPE-0868,2388075
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0869.r1.fq.gz,COPE-0869,1155279
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0870.r1.fq.gz,COPE-0870,3851833
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0871.r1.fq.gz,COPE-0871,1742954
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0872.r1.fq.gz,COPE-0872,5856615
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0873.r1.fq.gz,COPE-0873,417273
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0874.r1.fq.gz,COPE-0874,513942
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0875.r1.fq.gz,COPE-0875,45405
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0876.r1.fq.gz,COPE-0876,14765701
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0877.r1.fq.gz,COPE-0877,450666
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0878.r1.fq.gz,COPE-0878,3408948
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0879.r1.fq.gz,COPE-0879,6648922
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0880.r1.fq.gz,COPE-0880,82300
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0881.r1.fq.gz,COPE-0881,939
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0882.r1.fq.gz,COPE-0882,1800092
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0883.r1.fq.gz,COPE-0883,16820629
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0884.r1.fq.gz,COPE-0884,56201
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0885.r1.fq.gz,COPE-0885,933391
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0886.r1.fq.gz,COPE-0886,2610069
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0887.r1.fq.gz,COPE-0887,514416
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0888.r1.fq.gz,COPE-0888,1086348
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0889.r1.fq.gz,COPE-0889,5510122
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0890.r1.fq.gz,COPE-0890,1455578
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0891.r1.fq.gz,COPE-0891,2217901
/work/hobi/jselwyn/Coryphopterus_RAD/NovaSeq/fq_fp1/COPE-0892.r1.fq.gz,COPE-0892,2940395
