1000000_sweeps	IndivName	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
2	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
3	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
4	NoName	0.00000	0.98692	0.00008	0.00196	0.00003	0.01100
5	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
6	NoName	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
7	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
8	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
9	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
10	NoName	0.00006	0.00000	0.00000	0.00426	0.99568	0.00000
11	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
12	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
13	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
14	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
15	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
16	NoName	0.00000	0.99919	0.00000	0.00001	0.00000	0.00080
17	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
18	NoName	0.99766	0.00000	0.00000	0.00011	0.00223	0.00000
19	NoName	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
20	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	NoName	0.99558	0.00007	0.00009	0.00035	0.00388	0.00003
22	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
23	NoName	0.99993	0.00000	0.00000	0.00000	0.00007	0.00000
24	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
25	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
26	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
27	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
28	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
29	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
30	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
31	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
32	NoName	0.00000	0.99986	0.00000	0.00000	0.00000	0.00014
33	NoName	0.99992	0.00000	0.00000	0.00000	0.00008	0.00000
34	NoName	0.62030	0.00080	0.00253	0.07764	0.29725	0.00148
35	NoName	0.00000	0.99842	0.00000	0.00001	0.00000	0.00157
36	NoName	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
37	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
38	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
39	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
40	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
41	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
42	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
43	NoName	0.99971	0.00000	0.00000	0.00000	0.00029	0.00000
44	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
45	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
46	NoName	0.00000	0.99974	0.00000	0.00000	0.00000	0.00026
47	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
48	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
49	NoName	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
50	NoName	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
51	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
52	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
53	NoName	0.64433	0.00000	0.00000	0.00095	0.35472	0.00000
54	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
55	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
56	NoName	0.83715	0.00000	0.00048	0.09805	0.06333	0.00098
57	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
58	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
59	NoName	0.00000	0.99986	0.00000	0.00000	0.00000	0.00014
60	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
61	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
62	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
63	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
64	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
65	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
66	NoName	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
67	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
68	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
69	NoName	0.00000	0.99256	0.00002	0.00096	0.00001	0.00645
70	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
71	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
72	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
73	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
74	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
75	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
76	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
77	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
78	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
79	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
80	NoName	0.00000	0.73743	0.00000	0.14432	0.00000	0.11826
81	NoName	0.00000	0.99967	0.00000	0.00000	0.00000	0.00033
82	NoName	0.99398	0.00032	0.00019	0.00056	0.00488	0.00008
83	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
84	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
85	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
86	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
87	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
88	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
89	NoName	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
90	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
91	NoName	0.99182	0.00000	0.00000	0.00028	0.00790	0.00000
92	NoName	0.00000	0.00000	0.00946	0.00276	0.00000	0.98779
93	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
94	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
95	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
96	NoName	0.00000	0.99911	0.00000	0.00000	0.00000	0.00089
97	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
98	NoName	0.00000	0.99807	0.00000	0.00001	0.00000	0.00192
99	NoName	0.00000	0.99639	0.00007	0.00025	0.00001	0.00328
100	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
101	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
102	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
103	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
104	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
105	NoName	0.00000	0.99835	0.00002	0.00006	0.00000	0.00158
106	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
107	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
108	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
109	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
110	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
111	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
112	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
113	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
114	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
115	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
116	NoName	0.99986	0.00000	0.00000	0.00000	0.00014	0.00000
117	NoName	0.00000	0.99950	0.00000	0.00000	0.00000	0.00050
118	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
119	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
120	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
121	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
122	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
123	NoName	0.98989	0.00000	0.00001	0.00168	0.00842	0.00000
124	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
125	NoName	0.00000	0.99679	0.00000	0.00020	0.00000	0.00301
126	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
127	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
128	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
129	NoName	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
130	NoName	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
131	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
132	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
133	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
134	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
135	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
136	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
137	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
138	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
139	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
140	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
141	NoName	0.99817	0.00000	0.00000	0.00009	0.00174	0.00000
142	NoName	0.99992	0.00000	0.00000	0.00000	0.00008	0.00000
143	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
144	NoName	0.99979	0.00000	0.00000	0.00000	0.00021	0.00000
145	NoName	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
146	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
147	NoName	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
148	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
149	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
150	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
151	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
152	NoName	0.00118	0.98635	0.00302	0.00117	0.00116	0.00712
153	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
154	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
155	NoName	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
156	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
157	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
158	NoName	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
159	NoName	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
160	NoName	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
161	NoName	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
162	NoName	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
163	NoName	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
