file,sample,number_reads
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-0694.r1.fq.gz,COPE-0694,2540524
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-0697.r1.fq.gz,COPE-0697,1368930
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-0773.r1.fq.gz,COPE-0773,241371
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-0922.r1.fq.gz,COPE-0922,564058
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-0942.r1.fq.gz,COPE-0942,2782355
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-1030.r1.fq.gz,COPE-1030,2078836
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-1033.r1.fq.gz,COPE-1033,10949
/work/hobi/jselwyn/Coryphopterus_RAD/MiSeq/fq_fp1/COPE-1188.r1.fq.gz,COPE-1188,1954202
