999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
2	0.00000	0.99991	0.00000	0.00000	0.00000	0.00009
3	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
4	0.00000	0.99504	0.00000	0.00002	0.00000	0.00493
5	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
6	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
7	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
8	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
9	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
10	0.00000	0.00000	0.00000	0.00389	0.99611	0.00000
11	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
12	0.00000	0.99429	0.00000	0.00003	0.00000	0.00567
13	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
14	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
15	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
16	0.00000	0.99958	0.00000	0.00000	0.00000	0.00042
17	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
18	0.98682	0.00000	0.00000	0.00017	0.01300	0.00000
19	0.00000	0.99603	0.00000	0.00002	0.00000	0.00395
20	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	0.00000	0.00021	0.00002	0.98575	0.00123	0.01279
22	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
23	0.99992	0.00000	0.00000	0.00000	0.00008	0.00000
24	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
26	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
27	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
28	0.00000	0.41327	0.00000	0.00000	0.00000	0.58673
29	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
30	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
31	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
32	0.00000	0.99969	0.00000	0.00000	0.00000	0.00031
33	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
34	0.00000	0.35188	0.00012	0.31814	0.00013	0.32973
35	0.00000	0.99868	0.00000	0.00000	0.00000	0.00132
36	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
37	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
38	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
39	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
40	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
41	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
42	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
43	0.01705	0.00000	0.00000	0.00000	0.98295	0.00000
44	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
45	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
46	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
47	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
48	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
49	0.99990	0.00000	0.00000	0.00000	0.00010	0.00000
50	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
51	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
52	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
53	0.95477	0.00000	0.00000	0.00000	0.04523	0.00000
