file,mapped_reads
COPE_0827.fp2.repr.2.1-RG.bam,19755
COPE_0829.fp2.repr.2.1-RG.bam,281522
COPE_0830.fp2.repr.2.1-RG.bam,857276
COPE_0831.fp2.repr.2.1-RG.bam,14908748
COPE_0832.fp2.repr.2.1-RG.bam,55988
COPE_0833.fp2.repr.2.1-RG.bam,12503927
COPE_0834.fp2.repr.2.1-RG.bam,311869
COPE_0835.fp2.repr.2.1-RG.bam,152091
COPE_0837.fp2.repr.2.1-RG.bam,2052033
COPE_0838.fp2.repr.2.1-RG.bam,68218
COPE_0839.fp2.repr.2.1-RG.bam,10216
COPE_0840.fp2.repr.2.1-RG.bam,3009898
COPE_0841.fp2.repr.2.1-RG.bam,3937206
COPE_0845.fp2.repr.2.1-RG.bam,218351
COPE_0846.fp2.repr.2.1-RG.bam,3879742
COPE_0847.fp2.repr.2.1-RG.bam,172276
COPE_0848.fp2.repr.2.1-RG.bam,4335884
COPE_0849.fp2.repr.2.1-RG.bam,3849830
COPE_0851.fp2.repr.2.1-RG.bam,5019344
COPE_0852.fp2.repr.2.1-RG.bam,473124
COPE_0853.fp2.repr.2.1-RG.bam,1812061
COPE_0854.fp2.repr.2.1-RG.bam,248695
COPE_0855.fp2.repr.2.1-RG.bam,111555
COPE_0857.fp2.repr.2.1-RG.bam,2370844
COPE_0858.fp2.repr.2.1-RG.bam,53722
COPE_0861.fp2.repr.2.1-RG.bam,396954
COPE_0862.fp2.repr.2.1-RG.bam,2103111
COPE_0863.fp2.repr.2.1-RG.bam,610181
COPE_0865.fp2.repr.2.1-RG.bam,400335
COPE_0866.fp2.repr.2.1-RG.bam,19449630
COPE_0867.fp2.repr.2.1-RG.bam,2605472
COPE_0868.fp2.repr.2.1-RG.bam,2831738
COPE_0870.fp2.repr.2.1-RG.bam,4660672
COPE_0871.fp2.repr.2.1-RG.bam,1901674
COPE_0872.fp2.repr.2.1-RG.bam,6664004
COPE_0873.fp2.repr.2.1-RG.bam,295005
COPE_0874.fp2.repr.2.1-RG.bam,560904
COPE_0875.fp2.repr.2.1-RG.bam,47819
COPE_0876.fp2.repr.2.1-RG.bam,16927441
COPE_0877.fp2.repr.2.1-RG.bam,457275
COPE_0878.fp2.repr.2.1-RG.bam,3869809
COPE_0879.fp2.repr.2.1-RG.bam,7176711
COPE_0880.fp2.repr.2.1-RG.bam,53896
COPE_0882.fp2.repr.2.1-RG.bam,2148356
COPE_0883.fp2.repr.2.1-RG.bam,12102803
COPE_0884.fp2.repr.2.1-RG.bam,39975
COPE_0885.fp2.repr.2.1-RG.bam,1063367
COPE_0886.fp2.repr.2.1-RG.bam,2942087
COPE_0887.fp2.repr.2.1-RG.bam,389744
COPE_0888.fp2.repr.2.1-RG.bam,1269811
COPE_0889.fp2.repr.2.1-RG.bam,4201498
COPE_0890.fp2.repr.2.1-RG.bam,1641443
COPE_0891.fp2.repr.2.1-RG.bam,2500486
COPE_0892.fp2.repr.2.1-RG.bam,3460713
COPE_0893.fp2.repr.2.1-RG.bam,1031477
COPE_0895.fp2.repr.2.1-RG.bam,4389764
COPE_0896.fp2.repr.2.1-RG.bam,38408
COPE_0897.fp2.repr.2.1-RG.bam,1725907
COPE_0898.fp2.repr.2.1-RG.bam,806137
COPE_0899.fp2.repr.2.1-RG.bam,1598163
COPE_0900.fp2.repr.2.1-RG.bam,1522703
COPE_0901.fp2.repr.2.1-RG.bam,7347968
COPE_0902.fp2.repr.2.1-RG.bam,1835847
COPE_0903.fp2.repr.2.1-RG.bam,2534968
COPE_0904.fp2.repr.2.1-RG.bam,675581
COPE_0905.fp2.repr.2.1-RG.bam,133550
COPE_0906.fp2.repr.2.1-RG.bam,159577
COPE_0907.fp2.repr.2.1-RG.bam,8197662
COPE_0908.fp2.repr.2.1-RG.bam,6448260
COPE_0909.fp2.repr.2.1-RG.bam,2872951
COPE_0910.fp2.repr.2.1-RG.bam,196052
COPE_0911.fp2.repr.2.1-RG.bam,5946766
COPE_0912.fp2.repr.2.1-RG.bam,2847558
COPE_0913.fp2.repr.2.1-RG.bam,930910
COPE_0914.fp2.repr.2.1-RG.bam,1917182
COPE_0915.fp2.repr.2.1-RG.bam,115908
COPE_0916.fp2.repr.2.1-RG.bam,6355327
COPE_0917.fp2.repr.2.1-RG.bam,249977
COPE_0918.fp2.repr.2.1-RG.bam,1671507
COPE_0920.fp2.repr.2.1-RG.bam,5491849
COPE_0921.fp2.repr.2.1-RG.bam,5257583
COPE_0922.fp2.repr.2.1-RG.bam,181254
COPE_0923.fp2.repr.2.1-RG.bam,303064
COPE_0924.fp2.repr.2.1-RG.bam,5178111
COPE_0925.fp2.repr.2.1-RG.bam,3359969
