file,mapped_reads
COPE_0873.fp2.repr.10.1-RAW.bam,1374407
COPE_0874.fp2.repr.10.1-RAW.bam,1365302
COPE_0875.fp2.repr.10.1-RAW.bam,137447
COPE_0876.fp2.repr.10.1-RAW.bam,40445179
COPE_0877.fp2.repr.10.1-RAW.bam,1376683
COPE_0878.fp2.repr.10.1-RAW.bam,9468961
COPE_0879.fp2.repr.10.1-RAW.bam,19075422
COPE_0880.fp2.repr.10.1-RAW.bam,249613
COPE_0882.fp2.repr.10.1-RAW.bam,4672239
COPE_0883.fp2.repr.10.1-RAW.bam,59173882
COPE_0884.fp2.repr.10.1-RAW.bam,194733
COPE_0885.fp2.repr.10.1-RAW.bam,2469551
COPE_0886.fp2.repr.10.1-RAW.bam,7049279
COPE_0887.fp2.repr.10.1-RAW.bam,1769867
COPE_0888.fp2.repr.10.1-RAW.bam,2800620
COPE_0889.fp2.repr.10.1-RAW.bam,18530580
COPE_0890.fp2.repr.10.1-RAW.bam,3801368
COPE_0891.fp2.repr.10.1-RAW.bam,6499015
COPE_0892.fp2.repr.10.1-RAW.bam,9264195
COPE_0893.fp2.repr.10.1-RAW.bam,2308205
COPE_0894.fp2.repr.10.1-RAW.bam,7761929
COPE_0895.fp2.repr.10.1-RAW.bam,10422133
COPE_0896.fp2.repr.10.1-RAW.bam,101896
COPE_0897.fp2.repr.10.1-RAW.bam,4274199
COPE_0898.fp2.repr.10.1-RAW.bam,3486291
COPE_0899.fp2.repr.10.1-RAW.bam,3666761
COPE_0900.fp2.repr.10.1-RAW.bam,3432637
COPE_0901.fp2.repr.10.1-RAW.bam,16607825
COPE_0902.fp2.repr.10.1-RAW.bam,4998303
COPE_0903.fp2.repr.10.1-RAW.bam,5705103
COPE_0904.fp2.repr.10.1-RAW.bam,1542904
COPE_0905.fp2.repr.10.1-RAW.bam,589125
COPE_0906.fp2.repr.10.1-RAW.bam,788098
COPE_0907.fp2.repr.10.1-RAW.bam,40659439
COPE_0908.fp2.repr.10.1-RAW.bam,16415997
COPE_0909.fp2.repr.10.1-RAW.bam,6534184
COPE_0910.fp2.repr.10.1-RAW.bam,505186
COPE_0911.fp2.repr.10.1-RAW.bam,13498009
COPE_0912.fp2.repr.10.1-RAW.bam,7212471
COPE_0913.fp2.repr.10.1-RAW.bam,2078243
COPE_0914.fp2.repr.10.1-RAW.bam,4733149
COPE_0915.fp2.repr.10.1-RAW.bam,270473
COPE_0916.fp2.repr.10.1-RAW.bam,14487902
COPE_0917.fp2.repr.10.1-RAW.bam,1139716
COPE_0918.fp2.repr.10.1-RAW.bam,4093937
COPE_0919.fp2.repr.10.1-RAW.bam,6503237
COPE_0920.fp2.repr.10.1-RAW.bam,12837873
COPE_0921.fp2.repr.10.1-RAW.bam,12340531
COPE_0922.fp2.repr.10.1-RAW.bam,422996
COPE_0923.fp2.repr.10.1-RAW.bam,826349
COPE_0924.fp2.repr.10.1-RAW.bam,11172792
COPE_0925.fp2.repr.10.1-RAW.bam,7818317
COPE_0926.fp2.repr.10.1-RAW.bam,13347366
COPE_0927.fp2.repr.10.1-RAW.bam,537245
COPE_0928.fp2.repr.10.1-RAW.bam,8425373
COPE_0929.fp2.repr.10.1-RAW.bam,6691662
COPE_0930.fp2.repr.10.1-RAW.bam,4721406
COPE_0931.fp2.repr.10.1-RAW.bam,24090930
COPE_0932.fp2.repr.10.1-RAW.bam,5196317
COPE_0933.fp2.repr.10.1-RAW.bam,5802769
COPE_0934.fp2.repr.10.1-RAW.bam,57738919
COPE_0935.fp2.repr.10.1-RAW.bam,1386387
COPE_0936.fp2.repr.10.1-RAW.bam,8969228
COPE_0937.fp2.repr.10.1-RAW.bam,3061578
COPE_0938.fp2.repr.10.1-RAW.bam,7582850
COPE_0939.fp2.repr.10.1-RAW.bam,9618996
COPE_0940.fp2.repr.10.1-RAW.bam,30395535
COPE_0941.fp2.repr.10.1-RAW.bam,9601736
COPE_0942.fp2.repr.10.1-RAW.bam,10969249
COPE_0943.fp2.repr.10.1-RAW.bam,4514951
COPE_0944.fp2.repr.10.1-RAW.bam,3289283
COPE_0945.fp2.repr.10.1-RAW.bam,2102183
COPE_0946.fp2.repr.10.1-RAW.bam,135556
COPE_0947.fp2.repr.10.1-RAW.bam,17556494
COPE_0948.fp2.repr.10.1-RAW.bam,9834087
COPE_0949.fp2.repr.10.1-RAW.bam,2127878
COPE_0950.fp2.repr.10.1-RAW.bam,2310867
COPE_0951.fp2.repr.10.1-RAW.bam,1533561
COPE_0952.fp2.repr.10.1-RAW.bam,8257117
COPE_0953.fp2.repr.10.1-RAW.bam,1584516
COPE_0954.fp2.repr.10.1-RAW.bam,622579
COPE_0955.fp2.repr.10.1-RAW.bam,926928
COPE_0956.fp2.repr.10.1-RAW.bam,11770638
COPE_0957.fp2.repr.10.1-RAW.bam,501397
COPE_0958.fp2.repr.10.1-RAW.bam,12478554
COPE_0960.fp2.repr.10.1-RAW.bam,16020526
COPE_0961.fp2.repr.10.1-RAW.bam,6339927
COPE_0962.fp2.repr.10.1-RAW.bam,3163699
COPE_0963.fp2.repr.10.1-RAW.bam,2818866
COPE_0964.fp2.repr.10.1-RAW.bam,2503237
COPE_0965.fp2.repr.10.1-RAW.bam,5202706
COPE_0966.fp2.repr.10.1-RAW.bam,3259379
COPE_0967.fp2.repr.10.1-RAW.bam,4772765
