999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99984	0.00000	0.00000	0.00000	0.00016
2	0.00000	0.99099	0.00000	0.00000	0.00000	0.00901
3	0.00000	0.99958	0.00000	0.00000	0.00000	0.00042
4	0.02044	0.45840	0.09466	0.13111	0.05143	0.24396
5	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
6	0.00000	0.99698	0.00000	0.00001	0.00000	0.00301
7	0.00000	0.99926	0.00000	0.00000	0.00000	0.00074
8	0.00000	0.99965	0.00000	0.00000	0.00000	0.00035
9	0.00000	0.99941	0.00000	0.00000	0.00000	0.00059
10	0.00260	0.00000	0.00000	0.00303	0.99437	0.00000
11	0.99854	0.00000	0.00000	0.00000	0.00146	0.00000
12	0.00000	0.90285	0.00000	0.00909	0.00000	0.08805
13	0.00000	0.99984	0.00000	0.00000	0.00000	0.00016
14	0.00000	0.99988	0.00000	0.00000	0.00000	0.00012
15	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
16	0.00000	0.99292	0.00000	0.00004	0.00000	0.00704
17	0.99941	0.00000	0.00000	0.00000	0.00059	0.00000
18	0.62438	0.00001	0.00213	0.11038	0.26220	0.00090
19	0.00000	0.84196	0.00014	0.02208	0.00002	0.13580
20	0.99991	0.00000	0.00000	0.00000	0.00009	0.00000
21	0.56684	0.00003	0.00307	0.14460	0.28382	0.00165
22	0.00000	0.98332	0.00000	0.00014	0.00000	0.01654
23	0.92830	0.00000	0.00000	0.00262	0.06907	0.00000
24	0.99714	0.00000	0.00000	0.00000	0.00286	0.00000
25	0.99704	0.00000	0.00000	0.00001	0.00296	0.00000
26	0.00000	0.99971	0.00000	0.00000	0.00000	0.00029
27	0.00000	0.99981	0.00000	0.00000	0.00000	0.00019
28	0.00000	0.72001	0.00000	0.00001	0.00000	0.27998
29	0.00000	0.99981	0.00000	0.00000	0.00000	0.00019
30	0.99974	0.00000	0.00000	0.00000	0.00026	0.00000
31	0.99481	0.00000	0.00000	0.00001	0.00517	0.00000
32	0.00000	0.43343	0.00005	0.08899	0.00001	0.47752
33	0.91370	0.00000	0.00000	0.00050	0.08580	0.00000
34	0.15859	0.17474	0.16639	0.16687	0.16266	0.17074
35	0.00000	0.89626	0.00007	0.00986	0.00001	0.09381
36	0.00000	0.99942	0.00000	0.00000	0.00000	0.00058
37	0.99992	0.00000	0.00000	0.00000	0.00008	0.00000
38	0.99985	0.00000	0.00000	0.00000	0.00015	0.00000
39	0.00000	0.99964	0.00000	0.00000	0.00000	0.00036
40	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
41	0.00000	0.99965	0.00000	0.00000	0.00000	0.00035
42	0.00000	0.99963	0.00000	0.00000	0.00000	0.00037
43	0.00648	0.00000	0.00000	0.00041	0.99311	0.00000
44	0.00000	0.99987	0.00000	0.00000	0.00000	0.00013
45	0.99993	0.00000	0.00000	0.00000	0.00007	0.00000
46	0.00000	0.97872	0.00000	0.00000	0.00000	0.02127
47	0.00000	0.99987	0.00000	0.00000	0.00000	0.00013
48	0.98300	0.00000	0.00000	0.00001	0.01699	0.00000
49	0.99952	0.00000	0.00000	0.00000	0.00048	0.00000
50	0.00000	0.98613	0.00000	0.00017	0.00000	0.01370
51	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
52	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
53	0.52456	0.00000	0.00000	0.01418	0.46126	0.00000
54	0.00000	0.99988	0.00000	0.00000	0.00000	0.00012
55	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
56	0.91112	0.00000	0.00002	0.00735	0.08152	0.00000
57	0.00000	0.99986	0.00000	0.00000	0.00000	0.00014
58	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
59	0.00000	0.96133	0.00000	0.00146	0.00000	0.03721
60	0.00000	0.99921	0.00000	0.00000	0.00000	0.00079
61	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
62	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
63	0.00000	0.99986	0.00000	0.00000	0.00000	0.00014
64	0.00000	0.99807	0.00000	0.00000	0.00000	0.00193
65	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
66	0.99865	0.00000	0.00000	0.00000	0.00135	0.00000
67	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
68	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
69	0.00000	0.93883	0.00000	0.00355	0.00000	0.05762
70	0.00000	0.99099	0.00000	0.00007	0.00000	0.00894
71	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
72	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
73	0.00000	0.99800	0.00000	0.00000	0.00000	0.00200
74	0.00000	0.99991	0.00000	0.00000	0.00000	0.00009
75	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
76	0.00000	0.99947	0.00000	0.00000	0.00000	0.00053
77	0.99971	0.00000	0.00000	0.00000	0.00029	0.00000
78	0.99986	0.00000	0.00000	0.00000	0.00014	0.00000
79	0.99679	0.00000	0.00000	0.00000	0.00321	0.00000
80	0.00000	0.58303	0.00009	0.02254	0.00000	0.39434
81	0.00000	0.99989	0.00000	0.00000	0.00000	0.00011
82	0.12327	0.21187	0.16133	0.16956	0.14450	0.18947
83	0.99957	0.00000	0.00000	0.00000	0.00043	0.00000
84	0.00000	0.99905	0.00000	0.00000	0.00000	0.00095
85	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
86	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
87	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
88	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
