Sample	Passed Filter	Low Quality	Too Many N	Too short
COPE-0899	2774570.0	10246.0	0.0	23098.0
COPE-0900	2628978.0	9986.0	0.0	25610.0
COPE-0901	12425300.0	45668.0	0.0	100748.0
COPE-0902	3382416.0	10812.0	0.0	40228.0
COPE-0903	4355894.0	14440.0	0.0	37890.0
COPE-0904	1205888.0	4310.0	0.0	11620.0
COPE-0905	357436.0	742.0	0.0	2608.0
COPE-0906	456894.0	1316.0	0.0	3924.0
COPE-0907	23805096.0	107402.0	0.0	180794.0
COPE-0908	11937800.0	29806.0	0.0	196152.0
COPE-0909	4893156.0	16036.0	0.0	49472.0
COPE-0910	361454.0	1450.0	0.0	7958.0
COPE-0911	10340628.0	40288.0	0.0	98670.0
COPE-0912	4900114.0	13768.0	0.0	57202.0
COPE-0913	1646322.0	5128.0	0.0	13404.0
COPE-0914	3341710.0	11066.0	0.0	33986.0
COPE-0915	207310.0	660.0	0.0	2070.0
COPE-0916	11052986.0	38866.0	0.0	105068.0
COPE-0917	693298.0	1682.0	0.0	4856.0
COPE-0918	3017964.0	12740.0	0.0	26852.0
COPE-0919	4657376.0	11840.0	0.0	41448.0
COPE-0920	9411568.0	36440.0	0.0	86202.0
COPE-0921	8868182.0	27600.0	0.0	78894.0
COPE-0922	335250.0	1380.0	0.0	6164.0
COPE-0923	536846.0	1586.0	0.0	4540.0
COPE-0924	8697344.0	27940.0	0.0	87286.0
COPE-0925	5755708.0	18222.0	0.0	59440.0
COPE-0926	10013928.0	29730.0	0.0	93592.0
COPE-0927	424944.0	1344.0	0.0	3116.0
COPE-0928	5596822.0	15310.0	0.0	56368.0
COPE-0929	4191466.0	14222.0	0.0	42854.0
COPE-0930	3057020.0	10784.0	0.0	32056.0
COPE-0931	17113726.0	100482.0	0.0	176438.0
COPE-0932	4055106.0	17394.0	0.0	33040.0
COPE-0933	4388160.0	14116.0	0.0	38864.0
COPE-0934	41150876.0	152462.0	0.0	492786.0
COPE-0935	790370.0	4192.0	0.0	6978.0
COPE-0936	6675886.0	35408.0	0.0	65786.0
COPE-0937	2170882.0	7098.0	0.0	17802.0
COPE-0938	4460700.0	15598.0	0.0	36228.0
COPE-0939	6830346.0	21678.0	0.0	62662.0
COPE-0940	17969500.0	61218.0	0.0	130028.0
COPE-0941	7138210.0	21628.0	0.0	86976.0
COPE-0942	9764168.0	41396.0	0.0	85652.0
COPE-0943	2945436.0	9884.0	0.0	24370.0
COPE-0944	2488004.0	9760.0	0.0	22242.0
COPE-0945	1547218.0	5642.0	0.0	17222.0
COPE-0946	79612.0	400.0	0.0	2082.0
COPE-0947	10645874.0	43190.0	0.0	118754.0
COPE-0948	7441096.0	31338.0	0.0	64496.0
COPE-0949	1704426.0	7340.0	0.0	13500.0
COPE-0950	1465430.0	3886.0	0.0	10440.0
COPE-0951	1156988.0	5126.0	0.0	12928.0
COPE-0952	6058854.0	16660.0	0.0	64862.0
COPE-0953	930588.0	2438.0	0.0	6940.0
COPE-0954	471808.0	1608.0	0.0	6996.0
COPE-0955	628752.0	3426.0	0.0	7124.0
COPE-0956	7472214.0	19800.0	0.0	70572.0
COPE-0957	269570.0	2338.0	0.0	5394.0
COPE-0958	9320816.0	24266.0	0.0	78826.0
COPE-0959	2586.0	44.0	0.0	24.0
COPE-0960	11509286.0	41198.0	0.0	114208.0
COPE-0961	4041712.0	10890.0	0.0	38880.0
COPE-0962	2095590.0	4948.0	0.0	22590.0
COPE-0963	2118102.0	8380.0	0.0	58640.0
COPE-0964	1907596.0	7956.0	0.0	18606.0
COPE-0965	3909534.0	13676.0	0.0	35248.0
COPE-0966	2508548.0	9172.0	0.0	21370.0
COPE-0967	3369930.0	10946.0	0.0	33302.0
COPE-0968	1066420.0	4120.0	0.0	10474.0
COPE-0969	248418.0	1436.0	0.0	7602.0
COPE-0970	8414976.0	31754.0	0.0	86342.0
COPE-0971	9621346.0	28496.0	0.0	118240.0
COPE-0972	4352580.0	14124.0	0.0	42974.0
COPE-0973	10714344.0	27136.0	0.0	212000.0
COPE-0974	4302030.0	12680.0	0.0	40930.0
COPE-0975	7420166.0	26014.0	0.0	62746.0
COPE-0976	3629756.0	11822.0	0.0	31170.0
COPE-0977	5596624.0	18808.0	0.0	54638.0
COPE-0978	1051526.0	5440.0	0.0	8360.0
COPE-0979	530478.0	1404.0	0.0	3554.0
COPE-0980	8887770.0	33526.0	0.0	82566.0
COPE-0981	6030614.0	26528.0	0.0	59952.0
COPE-0982	8041890.0	35916.0	0.0	65152.0
COPE-0983	6582306.0	24958.0	0.0	50404.0
COPE-0984	622878.0	3028.0	0.0	5668.0
COPE-0985	5211994.0	19468.0	0.0	45164.0
COPE-0986	129230.0	438.0	0.0	1034.0
COPE-0987	16664294.0	45788.0	0.0	167698.0
COPE-0988	6151988.0	20604.0	0.0	56822.0
