Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
COPE-0482	60.69784346983281	12.567643970600113	5.944592520797997	3.174218560697843	2.3988369275502786	1.7284548905581132	1.2438413698408852	1.0580728535659478	0.9207656893627332	0.646151360956304	0.6946127130280269	0.5573055488248122	0.4603828446813666	0.46845973669332036	0.3069218964542444	0.3473063565140134	0.2746143284064292	0.2503836523705678	0.1776916242629836	0.24230676035861398	0.1776916242629836	0.1696147322510298	0.23422986834666018	0.11307648816735319	0.1776916242629836	0.1453840562151684	0.1534609482271222	0.0726920281075842	0.11307648816735319	0.10499959615539939	4.37767547047896
COPE-0483	54.36831177128254	14.5983069797157	7.4668583293403605	4.376297716019805	2.691263376457435	1.8846829579939308	1.1899057658521002	1.0062290368950648	0.686791247404568	0.7826225842517169	0.6628334131927807	0.5111004631847947	0.439226960549433	0.439226960549433	0.3114518447532343	0.33540967896502155	0.36735345791407126	0.343395623702284	0.3194377894904967	0.3114518447532343	0.2236064526433477	0.19964861843156045	0.1437470052707235	0.2236064526433477	0.2236064526433477	0.23159239738061013	0.10381728158441145	0.23159239738061013	0.15173295000798595	0.2076345631688229	4.967257626577224
COPE-0484	39.33727604800835	12.402156896851627	7.801356757696991	5.244390328752827	4.26161071490694	3.4962602191685512	2.9570360062619585	2.426508958079666	1.9481648982431727	2.000347886588972	1.5307009914767786	1.3306662028178813	1.1654200730561837	1.2263002261262828	0.869716472429988	0.8175334840841885	0.72186467211689	0.6870760132196904	0.5914072012523917	0.5827100365280918	0.5914072012523917	0.4783440598364933	0.38267524786919466	0.38267524786919466	0.40006957731779436	0.29570360062619583	0.29570360062619583	0.3478865889719951	0.31309793007479564	0.23482344755609671	4.879109410332232
COPE-0485	50.48561822936123	15.539783339559207	7.097497198356368	3.9689951438177067	2.6615614493836386	2.1105715353007097	1.7090026148673891	1.3914830033619723	1.2047067612999627	0.9338812103100484	0.6723944714232349	1.0833022039596563	0.8124766529697421	0.5883451624953305	0.6070227867015315	0.6070227867015315	0.44826298094882333	0.5136346656705267	0.44826298094882333	0.5323122898767277	0.345536047814718	0.28950317519611507	0.3828912962271199	0.345536047814718	0.2988419872992156	0.32685842360851697	0.2521479267837131	0.31751961150541647	0.24280911468061261	0.2614867388868136	3.520732162868883
COPE-0486	37.98579601499309	11.491418425724994	6.4904320378772935	5.296902742158217	4.1921483527322945	3.659498914973368	2.771749852041823	2.5152890116393767	2.0418228447425526	1.7163148550009864	1.4302623791674887	1.499309528506609	1.3118958374432828	1.2329848096271454	1.1738015387650425	1.0554349970408363	0.848293549023476	0.848293549023476	0.7693825212073387	0.7693825212073387	0.7496547642533045	0.5622410731899783	0.6214243440520812	0.47346616689682386	0.5622410731899783	0.3452357466956007	0.46360228841980666	0.4438745314657723	0.3452357466956007	0.27618859735648055	6.056421384888538
COPE-0487	35.055940330314336	14.295862191440243	9.296750133191264	6.8105132303320906	5.150062155922572	3.7915112768602377	3.6316817616764343	2.637187000532765	2.0866631148996624	2.228733795063044	1.3585508790623335	1.420706801633813	1.2164801988989522	0.9767359261232462	0.967856508613035	0.8790623335109218	0.5327650506126799	0.6570768957556384	0.4350914580003552	0.4883679630616231	0.3995737879595098	0.38181495293908724	0.3285384478778192	0.3906943704492985	0.28414136032676257	0.2752619428165512	0.2752619428165512	0.2752619428165512	0.1775883502042266	0.0887941751021133	3.20546972118629
COPE-0488	51.28621277286375	15.8971029781709	8.196056155157024	5.16108090562363	3.1972733912196705	2.2153696340176903	1.7284752089588573	1.3957640185019882	0.908869593443155	0.7628012659255051	0.6816521950823663	0.495009332143147	0.47066461089020534	0.44631988963726366	0.3083664692039276	0.3083664692039276	0.24344721252941653	0.22721739836078875	0.24344721252941653	0.19475777002353323	0.2191024912764749	0.24344721252941653	0.12983851334902213	0.12172360626470827	0.12172360626470827	0.1541832346019638	0.12172360626470827	0.09737888501176661	0.09737888501176661	0.08926397792745272	4.2359814980118475
COPE-0489	46.02088167053364	19.211136890951273	11.1368909512761	6.647331786542924	3.8399071925754065	2.4245939675174015	1.948955916473318	1.4501160092807424	1.1252900232018561	0.6380510440835266	0.6496519721577726	0.568445475638051	0.44083526682134566	0.33642691415313225	0.2900232018561485	0.23201856148491878	0.23201856148491878	0.19721577726218098	0.09280742459396751	0.08120649651972157	0.09280742459396751	0.18561484918793503	0.09280742459396751	0.08120649651972157	0.04640371229698376	0.13921113689095127	0.03480278422273782	0.08120649651972157	0.01160092807424594	0.04640371229698376	1.6241299303944314
COPE-0490	55.03819036427732	20.152761457109282	10.54641598119859	5.743243243243244	3.4811985898942424	1.6891891891891893	1.072267920094007	0.9988249118683901	0.39659224441833135	0.32314923619271446	0.190951821386604	0.05875440658049354	0.05875440658049354	0.05875440658049354	0.07344300822561692	0.02937720329024677	0.02937720329024677	0.014688601645123384	0.0	0.0	0.014688601645123384	0.0	0.014688601645123384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014688601645123384
COPE-0491	44.45783132530121	11.540447504302925	6.583476764199656	4.793459552495697	3.4423407917383817	2.8399311531841653	2.0567986230636834	2.0051635111876074	1.6867469879518073	1.342512908777969	1.4113597246127367	1.1876075731497417	0.9294320137693631	1.0671256454388984	0.783132530120482	0.7228915662650602	0.6884681583476765	0.5507745266781412	0.576592082616179	0.6368330464716008	0.6024096385542169	0.4905335628227194	0.47332185886402756	0.5163511187607573	0.42168674698795183	0.29259896729776247	0.3958691910499139	0.3184165232358004	0.24956970740103274	0.33562822719449226	6.6006884681583475
COPE-0492	52.60059743454577	16.227376559479882	7.863292918643472	4.5071164997364255	2.6620980495519238	1.9943770866280093	1.238798102266737	1.3178703215603584	0.9400808293797225	0.825865401511158	0.7380073800738007	0.6677209629239149	0.5007907221929362	0.33386048146195746	0.4744333157617291	0.36900369003690037	0.3426462836056932	0.254788262168336	0.33386048146195746	0.36900369003690037	0.20207344930592164	0.32507467931822176	0.1493586364435073	0.17571604287471446	0.24600246002460024	0.20207344930592164	0.1932876471621859	0.11421542786856441	0.2196450535933931	0.14057283429977158	3.4703918467756103
COPE-0493	58.301191394531585	17.425216422387933	7.499785720407988	3.6084683294763007	2.1256535527556357	1.4913859604011315	1.259964001028542	0.9342590211708237	0.814262449644296	0.7199794291591669	0.4628439187451787	0.4371303677037799	0.3857032656209822	0.41141681666238106	0.35998971457958345	0.2999914288163195	0.2742778777749207	0.282849061455387	0.15428130624839292	0.17999485728979173	0.17999485728979173	0.16285248992885917	0.10285420416559526	0.094283020485129	0.10285420416559526	0.16285248992885917	0.094283020485129	0.06856946944373017	0.13713893888746034	0.04285591840233136	1.422816490957401
COPE-0494	57.12371220370215	16.274394840438898	6.851495100092135	3.65189714381439	2.2363682050422984	1.3066420973280843	1.038612949158221	0.7873356227489741	0.7873356227489741	0.611441494262501	0.6030655833821928	0.46905100929726107	0.3099087025714046	0.3769159896138705	0.3852919004941787	0.3769159896138705	0.21777368288801408	0.3852919004941787	0.28478096993047997	0.3099087025714046	0.23452550464863053	0.1758941284864729	0.20102186112739762	0.26802914816986345	0.16751821760616467	0.0753831979227741	0.08375910880308234	0.13401457408493173	0.16751821760616467	0.1507663958455482	3.9534299355054863
COPE-0495	56.85506435366536	15.213046606443362	7.546566472140059	4.117035734271324	2.3583020225437688	1.8786473738907985	1.159165400911344	0.8793668558637782	0.7514589495563194	0.6235510432488608	0.6395395315372931	0.44767767207610526	0.391717963066592	0.4396834279318891	0.3677352306339436	0.17587337117275562	0.22383883603805263	0.22383883603805263	0.16787912702853947	0.2718043009033496	0.17587337117275562	0.1359021504516748	0.22383883603805263	0.1359021504516748	0.09593092973059397	0.19186185946118794	0.17587337117275562	0.15189063874010714	0.14389639459589096	0.11191941801902631	3.725317771204733
COPE-0496	52.05834974046895	17.710757114730626	7.7143368534097005	4.4120279219616965	2.9264363701449794	1.9599069267943439	1.4766422051190264	1.2797565777698228	1.047073563629855	0.8233398961875783	0.6712010023268301	0.7427957759083587	0.6354036155360658	0.4743153749776266	0.4027206013960981	0.4832647216753177	0.5101127617683909	0.4027206013960981	0.393771254698407	0.24163236083765885	0.3400751745122606	0.27742974762842315	0.23268301413996778	0.17898693395382137	0.1431895471630571	0.13424020046536603	0.1700375872561303	0.1968856273492035	0.1431895471630571	0.16108824055843923	1.6556291390728477
COPE-0497	52.586639879457564	16.01372844466767	8.663987945755903	4.570567553992968	3.0554160388414533	1.7662816005357442	1.3393604553825549	1.0882303699983258	0.77850326469111	0.7031642390758412	0.6780512305374184	0.5608571906914449	0.4436631508454713	0.3515821195379206	0.3180981081533568	0.3850661309224845	0.26787209107651094	0.30135610246107486	0.25950108823037	0.2762430939226519	0.1590490540766784	0.2762430939226519	0.20927507115352417	0.23438807969194708	0.16742005692281936	0.1757910597689603	0.19253306546124224	0.11719403984597354	0.14230704838439645	0.12556504269211452	3.792064289301859
COPE-0498	58.515283842794766	11.865682879084476	5.8876675199518145	4.1785875621141395	3.1922903177232342	2.288811925914772	1.7316669176328865	1.5886161722632135	1.1895798825478092	1.0540581237765396	0.9787682577925011	0.8281885258244239	0.7152537268483662	0.5872609546755007	0.5345580484866737	0.3990362897154043	0.4517391959042312	0.308688450534558	0.19575365155850025	0.2861014907393465	0.24845655774732722	0.2333985845505195	0.14305074536967324	0.06023189278723084	0.12046378557446168	0.07528986598403854	0.07528986598403854	0.09787682577925012	0.0828188525824424	0.03011594639361542	2.0554133413642526
COPE-0499	60.29516612006274	9.717667189505205	4.6413802937401964	3.1655496934264935	2.1317553115642376	1.8608298873520606	1.5970340795665192	1.440182518180522	1.2762013403678882	1.0124055325823471	0.9054612861828034	0.7058320262369885	0.7771281905033509	0.8840724369028946	0.720091259090261	0.5917581634108086	0.5347212319977185	0.4705546841579923	0.4420362184514473	0.45629545130471977	0.4491658348780836	0.3208327391986311	0.24953657493226866	0.3493512049051761	0.2923142734920861	0.2851846570654499	0.1853700270925424	0.17111079423926995	0.1497219449593612	0.19249964351917867	3.7287893911307575
COPE-0500	40.57361002349256	15.113547376664057	9.308927173061864	5.657791699295223	3.925215348472984	2.926781519185591	2.3688332028191073	1.8108848864526232	1.615113547376664	1.076742364917776	1.2235708692247456	0.8613938919342208	0.9103367267032105	0.7439310884886452	0.6754111198120595	0.8320281910728269	0.6851996867658575	0.6558339859044635	0.4600626468285043	0.4404855129209084	0.42090837901331246	0.3719655442443226	0.3328112764291308	0.39154267815191857	0.36217697729052467	0.2545027407987471	0.23492560689115116	0.264291307752545	0.3817541111981206	0.2153484729835552	4.90407204385278
COPE-0501	45.881650750341066	18.639154160982265	8.95293315143247	5.277967257844475	3.402114597544338	2.5238744884038202	1.6967939972714872	1.270463847203274	1.1169849931787177	1.031718963165075	0.929399727148704	0.8185538881309686	0.6139154160982265	0.44338335607094137	0.4178035470668486	0.47748976807639837	0.40075034106412005	0.5030695770804912	0.34959072305593447	0.36664392905866305	0.25579809004092774	0.34106412005457026	0.2813778990450205	0.21316507503410642	0.20463847203274216	0.1790586630286494	0.20463847203274216	0.18758526603001366	0.1790586630286494	0.20463847203274216	2.6347203274215554
COPE-0502	54.83103284150405	17.991432651118515	9.138505473584008	5.045216563541171	2.1894336030461687	1.4278914802475011	1.142313184198001	0.809138505473584	0.5235602094240838	0.333174678724417	0.333174678724417	0.19038553069966682	0.09519276534983341	0.19038553069966682	0.09519276534983341	0.047596382674916705	0.19038553069966682	0.19038553069966682	0.28557829604950025	0.19038553069966682	0.09519276534983341	0.19038553069966682	0.14278914802475012	0.333174678724417	0.047596382674916705	0.23798191337458352	0.09519276534983341	0.14278914802475012	0.047596382674916705	0.14278914802475012	3.2841504045692527
COPE-0503	37.50588678534426	12.074974098144486	7.403221248940378	5.651313930488839	4.181972308561741	3.334275218988415	2.863332391447678	2.354714137703683	2.1663370066873884	1.7801638881039843	1.5070170481303569	1.469341621927098	1.186775925402656	1.1773570688518415	1.0643307902420647	1.0925873598945088	0.8288593764716964	0.7535085240651784	0.6687388151078459	0.7535085240651784	0.5839691061505133	0.6781576716586606	0.5839691061505133	0.4332674013374776	0.4144296882358482	0.44268625788829236	0.4709428275407365	0.4144296882358482	0.32024112272770083	0.17895827446547988	5.660732787039653
COPE-0504	57.11143695014663	13.159824046920821	5.782624633431085	3.5923753665689153	2.346041055718475	1.8603372434017595	1.25549853372434	1.118035190615836	1.0080645161290323	0.8614369501466275	0.7423020527859238	0.5681818181818182	0.5498533724340177	0.531524926686217	0.36656891495601174	0.27492668621700883	0.36656891495601174	0.3024193548387097	0.32991202346041054	0.2932551319648094	0.2657624633431085	0.2932551319648094	0.32991202346041054	0.20161290322580644	0.20161290322580644	0.20161290322580644	0.17412023460410556	0.15579178885630499	0.1282991202346041	0.24743401759530792	5.379398826979473
COPE-0505	50.22026431718062	12.597424601829887	6.294476448661471	3.854625550660793	3.1938325991189425	2.4398508980006777	1.838359878007455	1.7366994239240936	1.1860386309725517	1.0759064723822434	0.881057268722467	0.8132836326668925	0.6523212470349035	0.8217553371738394	0.6523212470349035	0.4405286343612335	0.41511352084039305	0.48288715689596745	0.4490003388681803	0.4490003388681803	0.3473398847848187	0.3558115892917655	0.3134530667570315	0.3049813622500847	0.27109454422229756	0.24567943070145712	0.22873602168756355	0.16943409013893596	0.21179261267366992	0.20332090816672313	6.853608946119959
COPE-0506	51.9551593256245	15.826639597493159	6.726101156324477	3.963280077676759	2.5244946597228353	1.8713037337805631	1.4740930355724249	1.244593521052167	0.9444787712949069	0.8385559184394034	1.068055432959661	0.6620178303468973	0.6355371171330214	0.653190925942272	0.6620178303468973	0.5560949774913938	0.5649218818960191	0.42369141142201433	0.3089416541618854	0.3354223673757613	0.3883837938035131	0.3442492717803866	0.3442492717803866	0.3442492717803866	0.23832641892488304	0.23832641892488304	0.27363403654338425	0.13240356606937947	0.26480713213875895	0.16771118368788066	4.025068408509136
COPE-0507	58.74417055296469	14.115589606928713	6.837108594270486	3.4976682211858763	1.9403730846102598	1.4823451032644903	1.0659560293137909	0.7911392405063291	0.8744170552964691	0.5746169220519654	0.5579613590939374	0.5163224516988674	0.39973351099267157	0.3331112591605596	0.4080612924716855	0.3580946035976016	0.3331112591605596	0.30812791472351764	0.19986675549633579	0.2664890073284477	0.21652231845436376	0.2581612258494337	0.19986675549633579	0.2581612258494337	0.14157228514323786	0.2498334443704197	0.1748834110592938	0.21652231845436376	0.19153897401732178	0.11658894070619585	4.372085276482345
COPE-0508	56.09007930570103	13.998204399221907	8.012868472243005	4.825677091126739	3.419123148286698	2.551249438874757	1.728265748915158	1.3915906030225946	1.0324704474038606	0.8080203501421517	0.703276971420021	0.4563818644321413	0.3965285051623522	0.2917851264402215	0.32171180607511596	0.2992667963489451	0.1720784079006434	0.20948675744426157	0.18704174771809068	0.15711506808319617	0.09726170881340715	0.13467005835702528	0.05985335926978902	0.15711506808319617	0.07481669908723627	0.0822983689959599	0.02992667963489451	0.05237168936106539	0.02992667963489451	0.05237168936106539	2.1771659434385757
COPE-0509	42.47821507229723	15.20635832615149	8.69481949631332	5.61141434453701	3.6579526955855597	2.4992818155702383	2.068371157713301	1.819400555395959	1.4842478215072297	1.235277219189888	1.292731973570813	1.0246097864598296	0.9671550320789045	0.8043665613329504	0.8522455233170545	0.7469118069520253	0.5362443742219668	0.4979412046346835	0.5075169970315043	0.4979412046346835	0.4021832806664752	0.4404864502537585	0.41175907306329596	0.4787896198410418	0.354304318682371	0.3830316958728335	0.354304318682371	0.3351527338887293	0.2298190175237001	0.2776979795078043	3.849468543521976
COPE-0510	54.671623296158614	13.795952085914912	7.137546468401487	4.122263527467989	3.2631144155307727	1.7926476662536142	1.4539446509706733	1.2722015695993392	0.966542750929368	0.7269723254853366	0.6526228831061545	0.6195786864931847	0.4791408508880628	0.5121850475010326	0.3965303593556382	0.2808756712102437	0.38000826104915325	0.27261462205700127	0.2395704254440314	0.24783147459727387	0.1982651796778191	0.214787277984304	0.214787277984304	0.2395704254440314	0.24783147459727387	0.214787277984304	0.18174308137133416	0.19000413052457663	0.15695993391160679	0.15695993391160679	4.70053696819496
COPE-0511	54.40192208683714	15.76282821348893	8.18603054745152	3.7926892054230303	2.745838338767805	1.9478290715634117	1.3900806590012014	1.0811738458898232	0.9696241633773811	0.7636862879697958	0.7293633087351983	0.45477947485841774	0.40329500600652135	0.45477947485841774	0.45477947485841774	0.3689720267719238	0.3689720267719238	0.24026085464218294	0.26600308906813114	0.3089068131113781	0.15445340655568904	0.3003260683027287	0.21451862021623475	0.12013042732109147	0.1887763857902866	0.14587266174703964	0.13729191693839024	0.07722670327784452	0.07722670327784452	0.14587266174703964	3.3464904753732623
COPE-0512	48.560445595041976	13.579665803718521	7.9155879814858405	5.279673648701656	3.7969718365105516	2.8947987761826313	2.243665176119871	1.8514160194555582	1.4983917784576761	1.3493370989252373	1.0904526555267906	0.9727779085274967	0.8472581783949165	0.7060484819957638	0.4706989879971758	0.5256138699301797	0.5020789205303209	0.37655919039774066	0.43147407233074453	0.3844041735310269	0.2667294265317329	0.21965952773201539	0.24319447713187417	0.18827959519887033	0.18827959519887033	0.1725896289322978	0.14120969639915276	0.12551973013258022	0.1725896289322978	0.12551973013258022	2.8791088099160587
COPE-0513	45.87719298245614	18.947368421052634	13.157894736842104	8.508771929824562	4.298245614035088	2.719298245614035	2.017543859649123	1.1403508771929824	0.6140350877192983	0.43859649122807015	0.7894736842105263	0.2631578947368421	0.17543859649122806	0.08771929824561403	0.08771929824561403	0.0	0.17543859649122806	0.08771929824561403	0.2631578947368421	0.0	0.0	0.0	0.17543859649122806	0.0	0.08771929824561403	0.0	0.0	0.0	0.0	0.0	0.08771929824561403
COPE-0514	55.192550505050505	15.790719696969695	8.325441919191919	5.153093434343434	3.0934343434343434	2.004419191919192	1.231060606060606	0.9627525252525252	0.6470959595959596	0.6470959595959596	0.4182449494949495	0.4024621212121212	0.39457070707070707	0.3077651515151515	0.3314393939393939	0.3077651515151515	0.19728535353535354	0.12626262626262627	0.19728535353535354	0.14993686868686867	0.14993686868686867	0.12626262626262627	0.07102272727272728	0.18150252525252525	0.11047979797979797	0.18150252525252525	0.0946969696969697	0.08680555555555555	0.10258838383838385	0.11837121212121213	2.89614898989899
COPE-0515	57.88267255284829	15.349350539095	6.367263774513965	3.7015026742507855	2.3176840139230834	1.7913235418965956	1.4262670854911281	1.1461074794125137	0.8659478733338993	0.8659478733338993	0.6452160624840818	0.5942779522879701	0.6027676373206554	0.4584429917650055	0.5518295271245437	0.3820358264708379	0.31411834620935564	0.24620086594787333	0.24620086594787333	0.16130401562102045	0.22922149588250276	0.31411834620935564	0.16130401562102045	0.1867730707190763	0.1952627557517616	0.11885559045759402	0.1273452754902793	0.1273452754902793	0.1273452754902793	0.1273452754902793	2.368622124119195
COPE-0516	92.13709677419355	5.846774193548387	1.6129032258064515	0.4032258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
