999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99971	0.00000	0.00000	0.00000	0.00029
2	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
3	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
4	0.00000	0.89804	0.00001	0.00970	0.00000	0.09224
5	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
6	0.00000	0.99849	0.00000	0.00000	0.00000	0.00151
7	0.00000	0.99759	0.00000	0.00000	0.00000	0.00241
8	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
9	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
10	0.00000	0.00000	0.00000	0.33018	0.66982	0.00000
11	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
12	0.00000	0.99620	0.00000	0.00001	0.00000	0.00379
13	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
14	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
15	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
16	0.00000	0.98815	0.00000	0.00028	0.00000	0.01157
17	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
18	0.91623	0.00000	0.00000	0.00655	0.07722	0.00000
19	0.00000	0.98925	0.00000	0.00009	0.00000	0.01066
20	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	0.00001	0.59820	0.00198	0.12411	0.00090	0.27480
22	0.00000	0.84381	0.00000	0.01985	0.00000	0.13633
23	0.99770	0.00000	0.00000	0.00000	0.00229	0.00000
24	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
25	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
26	0.00000	0.99981	0.00000	0.00000	0.00000	0.00019
27	0.00000	0.99979	0.00000	0.00000	0.00000	0.00021
28	0.00000	0.99474	0.00000	0.00000	0.00000	0.00526
29	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
30	0.99662	0.00000	0.00000	0.00000	0.00338	0.00000
31	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
32	0.00000	0.01050	0.00000	0.90172	0.00001	0.08778
33	0.99685	0.00000	0.00000	0.00000	0.00315	0.00000
34	0.00000	0.94497	0.00000	0.00288	0.00000	0.05215
35	0.00000	0.65506	0.00071	0.09502	0.00027	0.24894
36	0.00000	0.89015	0.00000	0.00001	0.00000	0.10984
37	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
38	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
39	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
40	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
41	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
42	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
43	0.82680	0.00000	0.00000	0.00005	0.17315	0.00000
44	0.00000	0.99904	0.00000	0.00000	0.00000	0.00096
45	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
46	0.00000	0.99966	0.00000	0.00000	0.00000	0.00034
47	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
48	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
49	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
