999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99944	0.00000	0.00000	0.00000	0.00056
2	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
3	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
4	0.00000	0.94895	0.00000	0.00251	0.00000	0.04853
5	0.00000	0.99988	0.00000	0.00000	0.00000	0.00012
6	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
7	0.00000	0.99851	0.00000	0.00000	0.00000	0.00149
8	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
9	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
10	0.00000	0.00000	0.00000	0.09373	0.90627	0.00000
11	0.99959	0.00000	0.00000	0.00000	0.00041	0.00000
12	0.00000	0.99311	0.00000	0.00005	0.00000	0.00685
13	0.00000	0.99992	0.00000	0.00000	0.00000	0.00008
14	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
15	0.00000	0.99916	0.00000	0.00000	0.00000	0.00084
16	0.00000	0.99923	0.00000	0.00000	0.00000	0.00077
17	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
18	0.79299	0.00000	0.00007	0.03679	0.17014	0.00001
19	0.00000	0.96149	0.00000	0.00144	0.00000	0.03707
20	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
21	0.10194	0.00000	0.00000	0.65830	0.23974	0.00001
22	0.00000	0.99543	0.00000	0.00001	0.00000	0.00456
23	0.99428	0.00000	0.00000	0.00003	0.00569	0.00000
24	0.99990	0.00000	0.00000	0.00000	0.00010	0.00000
25	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
26	0.00000	0.99984	0.00000	0.00000	0.00000	0.00016
27	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
28	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
29	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
30	0.99992	0.00000	0.00000	0.00000	0.00008	0.00000
31	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
32	0.00000	0.99746	0.00000	0.00001	0.00000	0.00254
33	0.99936	0.00000	0.00000	0.00000	0.00064	0.00000
