prior,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
Jeffreys,pure_a,0.174120054248,0.17384000000000002,0.013798381021151787,0.013789662599999964,0.15190000000000003,0.1973,1.0096767980081445,5835.2358718709565,43286.598070745335
Jeffreys,pure_b,0.807187582232,0.807443,0.014485127190336882,0.01448351940000004,0.78290295,0.8305480000000001,1.0169643301175955,3205.599811156466,18205.098569195758
Jeffreys,F1,0.00382432621,0.003412,0.002417840899297067,0.0022135218000000003,6.55e-4,0.008371,1.0983633132842279,591.1388593979915,322.63051187109096
Jeffreys,F2,0.003580343442,0.0027370000000000003,0.003494082484866379,0.0034159104,0,0.010400999999999999,1.43264376175115,195.58776879944725,659.4857699487611
Jeffreys,a_bx,0.003893980789,0.003362,0.0028339052620705183,0.0026227193999999996,2.66e-4,0.009285,1.1786589640467122,359.43734784419973,423.1966486161128
Jeffreys,b_bx,0.00739370848,0.006866000000000001,0.0037652109866643415,0.0035715833999999994,0.0022310000000000003,0.014367,1.1171951059555019,508.3293536244114,671.8216539127634
