Sample	Protists_1k	Human	Bacteria_24k	Bird	Fungi_RefSeq_release	Coral	Plant	Viruses	Vectors	Multiple Genomes	No hits
COPE-0681.fp2_r2_screen	1361.0	583.0	1037.0	401.0	108.0	6.0	5.0	2.0	1.0	4757.0	710007.0
COPE-0682.fp2_r1_screen	8300.0	922.0	3089.0	406.0	531.0	167.0	266.0	4.0	0.0	25962.0	4005915.0
COPE-0682.fp2_r2_screen	9865.0	2990.0	4015.0	956.0	1119.0	238.0	44.0	14.0	0.0	17170.0	4009151.0
COPE-0683.fp2_r1_screen	6723.0	934.0	1298.0	430.0	319.0	828.0	178.0	0.0	0.0	18754.0	3357096.0
COPE-0683.fp2_r2_screen	10750.0	2956.0	1617.0	1194.0	1355.0	58.0	38.0	7.0	0.0	15891.0	3352694.0
COPE-0684.fp2_r1_screen	3031.0	416.0	866.0	411.0	261.0	190.0	57.0	0.0	3.0	9172.0	1426205.0
COPE-0684.fp2_r2_screen	3408.0	1418.0	1021.0	289.0	417.0	341.0	18.0	2.0	0.0	9509.0	1424189.0
COPE-0685.fp2_r1_screen	1770.0	241.0	629.0	121.0	76.0	59.0	102.0	3.0	0.0	9277.0	962103.0
COPE-0685.fp2_r2_screen	2261.0	1262.0	679.0	410.0	332.0	260.0	5.0	0.0	0.0	10869.0	958303.0
COPE-0686.fp2_r1_screen	1393.0	154.0	573.0	140.0	69.0	59.0	31.0	0.0	1.0	6824.0	712942.0
COPE-0686.fp2_r2_screen	2458.0	701.0	711.0	260.0	150.0	34.0	4.0	3.0	1.0	7161.0	710703.0
COPE-0687.fp2_r1_screen	560.0	75.0	286.0	58.0	97.0	36.0	38.0	1.0	0.0	2930.0	298189.0
COPE-0687.fp2_r2_screen	821.0	335.0	358.0	139.0	40.0	14.0	4.0	1.0	0.0	2974.0	297584.0
COPE-0688.fp2_r1_screen	3935.0	718.0	376.0	271.0	421.0	191.0	89.0	2.0	1.0	12541.0	1954280.0
COPE-0688.fp2_r2_screen	3387.0	1473.0	768.0	951.0	419.0	115.0	31.0	5.0	0.0	13172.0	1952504.0
COPE-0689.fp2_r1_screen	9.0	2.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	83.0	4974.0
COPE-0689.fp2_r2_screen	6.0	11.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	81.0	4971.0
COPE-0690.fp2_r1_screen	3037.0	359.0	437.0	118.0	425.0	143.0	38.0	3.0	0.0	9067.0	1420717.0
COPE-0690.fp2_r2_screen	3555.0	1231.0	396.0	703.0	592.0	315.0	32.0	5.0	0.0	8232.0	1419283.0
COPE-0691.fp2_r1_screen	53.0	66.0	696.0	1.0	1.0	0.0	0.0	0.0	0.0	640.0	7739.0
COPE-0691.fp2_r2_screen	80.0	27.0	606.0	22.0	0.0	0.0	0.0	0.0	0.0	1019.0	7442.0
COPE-0692.fp2_r1_screen	2067.0	320.0	275.0	142.0	88.0	10.0	15.0	3.0	1.0	10577.0	1111267.0
COPE-0692.fp2_r2_screen	2370.0	3707.0	229.0	674.0	289.0	18.0	39.0	8.0	0.0	16961.0	1100470.0
COPE-0693.fp2_r1_screen	2895.0	429.0	113.0	270.0	213.0	89.0	81.0	6.0	0.0	7682.0	1373761.0
COPE-0693.fp2_r2_screen	2716.0	809.0	304.0	863.0	318.0	23.0	25.0	1.0	0.0	8658.0	1371822.0
COPE-0694.fp2_r1_screen	4552.0	584.0	169.0	282.0	312.0	449.0	59.0	0.0	0.0	15745.0	2495118.0
COPE-0694.fp2_r2_screen	6866.0	2734.0	545.0	923.0	596.0	220.0	47.0	12.0	0.0	14489.0	2490838.0
COPE-0695.fp2_r1_screen	8377.0	1171.0	1595.0	279.0	320.0	1039.0	118.0	8.0	0.0	22357.0	3291447.0
COPE-0695.fp2_r2_screen	8386.0	3095.0	2156.0	1293.0	625.0	318.0	14.0	0.0	0.0	19709.0	3291115.0
COPE-0696.fp2_r1_screen	5758.0	863.0	267.0	393.0	827.0	259.0	216.0	2.0	0.0	19826.0	3163820.0
COPE-0696.fp2_r2_screen	6200.0	2404.0	1052.0	1723.0	665.0	127.0	49.0	5.0	0.0	16825.0	3163181.0
COPE-0697.fp2_r1_screen	2803.0	515.0	237.0	146.0	252.0	148.0	36.0	5.0	1.0	11448.0	1441424.0
COPE-0697.fp2_r2_screen	3839.0	1302.0	354.0	606.0	277.0	212.0	19.0	2.0	0.0	14953.0	1435451.0
COPE-0698.fp2_r1_screen	104.0	89.0	577.0	30.0	31.0	4.0	11.0	1.0	0.0	2691.0	187675.0
COPE-0698.fp2_r2_screen	645.0	321.0	721.0	90.0	29.0	8.0	4.0	0.0	0.0	2925.0	186470.0
COPE-0699.fp2_r1_screen	21311.0	4766.0	1883.0	1118.0	1383.0	9234.0	416.0	30.0	0.0	64399.0	11775000.0
COPE-0699.fp2_r2_screen	27256.0	7245.0	3287.0	7276.0	1966.0	9163.0	62.0	37.0	0.0	83887.0	11739361.0
COPE-0700.fp2_r1_screen	4931.0	526.0	289.0	360.0	242.0	94.0	34.0	1.0	0.0	16595.0	2756597.0
COPE-0700.fp2_r2_screen	7047.0	2914.0	636.0	888.0	669.0	198.0	27.0	6.0	1.0	19859.0	2747424.0
COPE-0701.fp2_r1_screen	704.0	120.0	156.0	39.0	65.0	26.0	10.0	0.0	0.0	5878.0	407058.0
COPE-0701.fp2_r2_screen	1091.0	2823.0	196.0	372.0	261.0	21.0	2.0	5.0	0.0	10550.0	398735.0
COPE-0702.fp2_r1_screen	6851.0	939.0	724.0	281.0	391.0	263.0	305.0	23.0	1.0	21269.0	3709440.0
COPE-0702.fp2_r2_screen	8991.0	3858.0	802.0	1289.0	1145.0	905.0	42.0	14.0	0.0	24100.0	3699341.0
COPE-0703.fp2_r1_screen	3008.0	328.0	248.0	168.0	184.0	77.0	128.0	9.0	0.0	8416.0	1231528.0
COPE-0703.fp2_r2_screen	3184.0	1826.0	323.0	684.0	190.0	194.0	14.0	0.0	0.0	10505.0	1227174.0
COPE-0704.fp2_r1_screen	1076.0	140.0	216.0	59.0	48.0	63.0	15.0	1.0	0.0	4161.0	514791.0
COPE-0704.fp2_r2_screen	1290.0	510.0	251.0	204.0	232.0	55.0	12.0	2.0	0.0	4108.0	513906.0
COPE-0705.fp2_r1_screen	24045.0	2422.0	829.0	1071.0	1089.0	631.0	229.0	60.0	4.0	46189.0	8337509.0
COPE-0705.fp2_r2_screen	22421.0	5422.0	2586.0	1489.0	2393.0	748.0	233.0	16.0	0.0	32847.0	8345923.0
COPE-0706.fp2_r1_screen	6560.0	495.0	2776.0	213.0	301.0	12.0	16.0	0.0	0.0	61491.0	1568862.0
COPE-0706.fp2_r2_screen	11360.0	3877.0	2651.0	6208.0	329.0	599.0	14.0	36.0	0.0	71237.0	1544415.0
COPE-0707.fp2_r1_screen	264.0	54.0	58.0	32.0	21.0	1.0	4.0	0.0	0.0	1399.0	189053.0
COPE-0707.fp2_r2_screen	360.0	924.0	76.0	108.0	35.0	11.0	9.0	0.0	0.0	2505.0	186858.0
COPE-0708.fp2_r1_screen	8566.0	1474.0	824.0	867.0	713.0	364.0	333.0	23.0	0.0	36612.0	4927770.0
COPE-0708.fp2_r2_screen	12238.0	3716.0	1616.0	2877.0	1153.0	495.0	26.0	21.0	0.0	27634.0	4927770.0
COPE-0709.fp2_r1_screen	10673.0	1148.0	376.0	613.0	499.0	1028.0	76.0	4.0	0.0	26893.0	4600170.0
COPE-0709.fp2_r2_screen	11074.0	4078.0	1110.0	1240.0	683.0	543.0	107.0	3.0	0.0	26649.0	4595993.0
COPE-0710.fp2_r1_screen	36.0	7.0	1.0	1.0	6.0	4.0	2.0	0.0	0.0	246.0	22241.0
COPE-0710.fp2_r2_screen	65.0	20.0	5.0	14.0	11.0	4.0	0.0	1.0	0.0	255.0	22169.0
COPE-0711.fp2_r1_screen	4929.0	874.0	219.0	362.0	417.0	384.0	70.0	2.0	0.0	19354.0	2392488.0
COPE-0711.fp2_r2_screen	5926.0	2080.0	686.0	1885.0	647.0	194.0	12.0	1.0	0.0	25824.0	2381844.0
COPE-0712.fp2_r1_screen	5748.0	796.0	432.0	527.0	329.0	53.0	158.0	33.0	0.0	26239.0	2382175.0
COPE-0712.fp2_r2_screen	5866.0	17137.0	502.0	1706.0	982.0	33.0	54.0	16.0	0.0	46441.0	2343753.0
COPE-0713.fp2_r1_screen	5948.0	829.0	535.0	194.0	308.0	119.0	95.0	5.0	0.0	12095.0	2191637.0
COPE-0713.fp2_r2_screen	6539.0	1782.0	510.0	705.0	983.0	115.0	54.0	1.0	0.0	10544.0	2190532.0
COPE-0714.fp2_r1_screen	29.0	4.0	9.0	0.0	0.0	12.0	0.0	1.0	0.0	51.0	7293.0
COPE-0714.fp2_r2_screen	51.0	23.0	10.0	13.0	0.0	16.0	0.0	0.0	0.0	246.0	7040.0
COPE-0715.fp2_r1_screen	412.0	96.0	64.0	67.0	18.0	460.0	9.0	0.0	0.0	3002.0	249115.0
COPE-0715.fp2_r2_screen	689.0	221.0	89.0	137.0	48.0	475.0	1.0	1.0	0.0	3024.0	248558.0
COPE-0716.fp2_r1_screen	7673.0	986.0	379.0	347.0	434.0	452.0	110.0	17.0	1.0	19312.0	3346495.0
COPE-0716.fp2_r2_screen	8667.0	3263.0	572.0	916.0	1056.0	364.0	63.0	12.0	0.0	24589.0	3336704.0
COPE-0717.fp2_r1_screen	4300.0	655.0	270.0	222.0	397.0	451.0	111.0	1.0	1.0	17097.0	2236578.0
COPE-0717.fp2_r2_screen	5186.0	2602.0	601.0	1011.0	469.0	156.0	21.0	3.0	0.0	14586.0	2235448.0
COPE-0718.fp2_r1_screen	5856.0	557.0	365.0	104.0	282.0	17.0	83.0	2.0	0.0	14596.0	2580683.0
COPE-0718.fp2_r2_screen	5976.0	2503.0	639.0	622.0	789.0	226.0	38.0	1.0	0.0	9767.0	2581984.0
COPE-0719.fp2_r1_screen	4428.0	261.0	274.0	216.0	127.0	61.0	22.0	0.0	2.0	12665.0	1608563.0
COPE-0719.fp2_r2_screen	3969.0	2150.0	270.0	1026.0	617.0	163.0	7.0	5.0	0.0	11150.0	1607262.0
COPE-0720.fp2_r1_screen	1331.0	205.0	254.0	80.0	63.0	136.0	18.0	2.0	0.0	5455.0	642743.0
COPE-0720.fp2_r2_screen	1785.0	758.0	289.0	266.0	253.0	210.0	4.0	0.0	0.0	5019.0	641703.0
COPE-0721.fp2_r1_screen	3772.0	620.0	221.0	179.0	303.0	190.0	28.0	4.0	0.0	15922.0	1825626.0
COPE-0721.fp2_r2_screen	3906.0	1674.0	369.0	1447.0	646.0	182.0	86.0	3.0	0.0	23638.0	1814914.0
COPE-0722.fp2_r1_screen	7288.0	859.0	304.0	747.0	318.0	266.0	188.0	17.0	2.0	18108.0	2458295.0
COPE-0722.fp2_r2_screen	7509.0	2070.0	759.0	921.0	539.0	265.0	36.0	2.0	0.0	16990.0	2457301.0
COPE-0723.fp2_r1_screen	3906.0	670.0	200.0	93.0	639.0	92.0	57.0	17.0	1.0	16625.0	2375450.0
COPE-0723.fp2_r2_screen	5032.0	1699.0	362.0	1288.0	690.0	297.0	42.0	5.0	0.0	15043.0	2373292.0
COPE-0724.fp2_r1_screen	301.0	54.0	260.0	6.0	28.0	23.0	3.0	0.0	0.0	2178.0	177673.0
COPE-0724.fp2_r2_screen	399.0	263.0	300.0	162.0	55.0	22.0	5.0	0.0	0.0	2423.0	176897.0
COPE-0725.fp2_r1_screen	6267.0	1206.0	304.0	325.0	679.0	349.0	285.0	28.0	1.0	20040.0	3283247.0
COPE-0725.fp2_r2_screen	9530.0	3148.0	633.0	1333.0	833.0	640.0	54.0	7.0	0.0	36495.0	3260058.0
COPE-0726.fp2_r1_screen	7477.0	832.0	877.0	462.0	1095.0	350.0	222.0	15.0	0.0	29823.0	3769272.0
COPE-0726.fp2_r2_screen	12756.0	4046.0	1487.0	1332.0	831.0	222.0	32.0	2.0	0.0	26542.0	3763175.0
COPE-0727.fp2_r1_screen	736.0	98.0	62.0	48.0	55.0	25.0	15.0	4.0	0.0	2431.0	365996.0
COPE-0727.fp2_r2_screen	774.0	331.0	158.0	158.0	68.0	2.0	3.0	1.0	0.0	2644.0	365331.0
COPE-0728.fp2_r1_screen	965.0	169.0	102.0	76.0	68.0	20.0	22.0	1.0	0.0	5147.0	393988.0
COPE-0728.fp2_r2_screen	1628.0	546.0	206.0	230.0	83.0	23.0	5.0	2.0	0.0	5289.0	392546.0
COPE-0729.fp2_r1_screen	3668.0	427.0	452.0	233.0	176.0	169.0	100.0	2.0	1.0	12355.0	1610391.0
COPE-0729.fp2_r2_screen	5072.0	1768.0	644.0	802.0	313.0	87.0	10.0	3.0	0.0	13442.0	1605833.0
COPE-0730.fp2_r1_screen	2816.0	262.0	176.0	72.0	193.0	90.0	34.0	1.0	1.0	7998.0	1141042.0
COPE-0730.fp2_r2_screen	3035.0	1032.0	366.0	377.0	241.0	111.0	19.0	11.0	0.0	7488.0	1140005.0
COPE-0731.fp2_r1_screen	2364.0	429.0	161.0	155.0	149.0	123.0	10.0	6.0	0.0	6244.0	994570.0
COPE-0731.fp2_r2_screen	2753.0	1064.0	174.0	394.0	243.0	53.0	9.0	0.0	0.0	7060.0	992461.0
COPE-0732.fp2_r1_screen	4072.0	336.0	410.0	76.0	272.0	378.0	56.0	3.0	0.0	10964.0	1727313.0
COPE-0732.fp2_r2_screen	4291.0	1711.0	686.0	627.0	268.0	223.0	14.0	6.0	0.0	9613.0	1726441.0
COPE-0733.fp2_r1_screen	15.0	2.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	30.0	6543.0
COPE-0733.fp2_r2_screen	15.0	13.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	51.0	6510.0
COPE-0734.fp2_r1_screen	10029.0	774.0	115.0	323.0	338.0	737.0	66.0	7.0	0.0	23433.0	3546314.0
COPE-0734.fp2_r2_screen	9909.0	3493.0	556.0	1700.0	767.0	296.0	32.0	21.0	0.0	31944.0	3533418.0
COPE-0735.fp2_r1_screen	16578.0	3250.0	1495.0	1562.0	836.0	700.0	465.0	10.0	1.0	68097.0	8848715.0
COPE-0735.fp2_r2_screen	24580.0	23259.0	2342.0	5584.0	2018.0	67.0	63.0	44.0	0.0	262157.0	8621595.0
COPE-0736.fp2_r1_screen	234.0	30.0	22.0	28.0	24.0	4.0	9.0	3.0	1.0	800.0	105774.0
COPE-0736.fp2_r2_screen	248.0	118.0	19.0	65.0	13.0	9.0	2.0	2.0	0.0	1054.0	105399.0
COPE-0737.fp2_r1_screen	2798.0	355.0	231.0	86.0	326.0	41.0	53.0	2.0	0.0	8061.0	1220305.0
COPE-0737.fp2_r2_screen	3369.0	1123.0	253.0	474.0	312.0	283.0	25.0	0.0	0.0	9688.0	1216731.0
COPE-0738.fp2_r1_screen	5683.0	733.0	233.0	555.0	468.0	177.0	94.0	14.0	1.0	14996.0	2445207.0
COPE-0738.fp2_r2_screen	9333.0	1555.0	452.0	792.0	600.0	97.0	23.0	2.0	0.0	10100.0	2445207.0
COPE-0739.fp2_r1_screen	5961.0	532.0	119.0	247.0	243.0	186.0	126.0	4.0	0.0	16187.0	2599090.0
COPE-0739.fp2_r2_screen	6467.0	3279.0	200.0	1156.0	495.0	927.0	28.0	3.0	0.0	17344.0	2592796.0
COPE-0740.fp2_r1_screen	498.0	105.0	13.0	36.0	50.0	10.0	3.0	0.0	0.0	3409.0	280249.0
COPE-0740.fp2_r2_screen	784.0	1938.0	32.0	179.0	81.0	6.0	12.0	0.0	0.0	6353.0	274988.0
COPE-0741.fp2_r1_screen	2965.0	457.0	310.0	146.0	168.0	186.0	196.0	1.0	0.0	15266.0	1820940.0
COPE-0741.fp2_r2_screen	4864.0	1722.0	1026.0	735.0	945.0	63.0	10.0	2.0	0.0	10328.0	1820940.0
COPE-0742.fp2_r1_screen	2121.0	524.0	203.0	62.0	206.0	12.0	106.0	1.0	0.0	14060.0	1218017.0
COPE-0742.fp2_r2_screen	3207.0	6961.0	149.0	1180.0	524.0	15.0	19.0	3.0	0.0	29573.0	1193681.0
COPE-0743.fp2_r1_screen	2395.0	235.0	41.0	78.0	116.0	37.0	35.0	1.0	0.0	7243.0	932466.0
COPE-0743.fp2_r2_screen	2838.0	1183.0	198.0	403.0	212.0	28.0	14.0	29.0	0.0	7256.0	930486.0
COPE-0744.fp2_r1_screen	12037.0	2642.0	998.0	1086.0	1970.0	498.0	542.0	43.0	6.0	39065.0	7122355.0
COPE-0744.fp2_r2_screen	14767.0	6388.0	3231.0	3446.0	2460.0	151.0	147.0	4.0	1.0	54144.0	7096503.0
COPE-0745.fp2_r1_screen	205.0	59.0	33.0	9.0	2.0	2.0	0.0	0.0	0.0	2635.0	140668.0
COPE-0745.fp2_r2_screen	698.0	217.0	94.0	293.0	45.0	7.0	4.0	3.0	0.0	2819.0	139433.0
COPE-0746.fp2_r1_screen	8139.0	632.0	152.0	117.0	638.0	521.0	87.0	2.0	2.0	20118.0	2865562.0
COPE-0746.fp2_r2_screen	8490.0	1973.0	1114.0	1193.0	930.0	96.0	25.0	13.0	0.0	16285.0	2865851.0
COPE-0747.fp2_r1_screen	350.0	34.0	16.0	41.0	11.0	0.0	21.0	0.0	0.0	1590.0	175727.0
COPE-0747.fp2_r2_screen	507.0	213.0	49.0	92.0	30.0	6.0	0.0	0.0	0.0	2268.0	174625.0
COPE-0748.fp2_r1_screen	9092.0	1475.0	231.0	729.0	690.0	170.0	220.0	2.0	2.0	26522.0	4168664.0
COPE-0748.fp2_r2_screen	11861.0	3618.0	588.0	1653.0	890.0	94.0	46.0	7.0	0.0	25846.0	4163194.0
COPE-0749.fp2_r1_screen	8879.0	2130.0	1335.0	355.0	794.0	62.0	162.0	14.0	0.0	32212.0	5174774.0
COPE-0749.fp2_r2_screen	13446.0	16166.0	1443.0	3960.0	1729.0	35.0	53.0	40.0	0.0	114529.0	5069316.0
COPE-0750.fp2_r1_screen	2973.0	583.0	117.0	125.0	239.0	38.0	58.0	8.0	0.0	8332.0	1421109.0
COPE-0750.fp2_r2_screen	3520.0	1010.0	425.0	712.0	186.0	104.0	62.0	20.0	0.0	13171.0	1414372.0
COPE-0751.fp2_r1_screen	1499.0	152.0	129.0	105.0	61.0	18.0	27.0	3.0	0.0	5598.0	664181.0
COPE-0751.fp2_r2_screen	2178.0	639.0	355.0	211.0	151.0	278.0	5.0	0.0	0.0	6126.0	661830.0
COPE-0752.fp2_r1_screen	4656.0	429.0	134.0	347.0	156.0	86.0	101.0	0.0	0.0	14741.0	2467286.0
COPE-0752.fp2_r2_screen	6568.0	4022.0	394.0	1493.0	398.0	60.0	10.0	0.0	0.0	15418.0	2459573.0
COPE-0753.fp2_r1_screen	6222.0	917.0	202.0	288.0	396.0	217.0	84.0	16.0	1.0	13551.0	2584500.0
COPE-0753.fp2_r2_screen	6603.0	1833.0	677.0	1440.0	726.0	107.0	23.0	2.0	0.0	13350.0	2581633.0
COPE-0754.fp2_r1_screen	6577.0	726.0	151.0	121.0	266.0	375.0	38.0	6.0	4.0	19905.0	3939215.0
COPE-0754.fp2_r2_screen	9408.0	3990.0	494.0	1301.0	1335.0	341.0	41.0	1.0	0.0	19589.0	3930884.0
COPE-0755.fp2_r1_screen	16057.0	1758.0	497.0	1153.0	994.0	1147.0	157.0	4.0	3.0	34597.0	6653960.0
COPE-0755.fp2_r2_screen	15123.0	4920.0	1262.0	1150.0	1586.0	355.0	80.0	13.0	1.0	21812.0	6664025.0
COPE-0756.fp2_r1_screen	5011.0	980.0	91.0	548.0	516.0	272.0	207.0	37.0	0.0	14425.0	2459563.0
COPE-0756.fp2_r2_screen	5654.0	1312.0	505.0	1063.0	569.0	51.0	23.0	0.0	0.0	13655.0	2458818.0
COPE-0757.fp2_r1_screen	2467.0	469.0	236.0	304.0	294.0	53.0	63.0	1.0	1.0	8870.0	1358993.0
COPE-0757.fp2_r2_screen	3251.0	1953.0	428.0	775.0	311.0	9.0	6.0	2.0	0.0	17408.0	1347608.0
COPE-0758.fp2_r1_screen	6689.0	1235.0	462.0	888.0	476.0	203.0	366.0	55.0	1.0	36578.0	4145218.0
COPE-0758.fp2_r2_screen	10868.0	4100.0	2023.0	2420.0	540.0	89.0	23.0	8.0	0.0	31074.0	4141026.0
COPE-0759.fp2_r1_screen	4249.0	728.0	89.0	234.0	478.0	334.0	64.0	8.0	1.0	11960.0	2141968.0
COPE-0759.fp2_r2_screen	4332.0	1420.0	168.0	955.0	394.0	79.0	116.0	151.0	0.0	10314.0	2142184.0
COPE-0760.fp2_r1_screen	695.0	133.0	34.0	145.0	44.0	8.0	49.0	2.0	0.0	4698.0	444353.0
COPE-0760.fp2_r2_screen	1420.0	445.0	127.0	226.0	151.0	60.0	1.0	1.0	0.0	4367.0	443363.0
COPE-0761.fp2_r1_screen	366.0	96.0	17.0	18.0	25.0	14.0	2.0	1.0	0.0	1144.0	201034.0
COPE-0761.fp2_r2_screen	509.0	183.0	86.0	132.0	65.0	7.0	0.0	1.0	0.0	3518.0	198216.0
COPE-0762.fp2_r1_screen	3237.0	189.0	405.0	245.0	173.0	36.0	94.0	0.0	1.0	22028.0	1833289.0
COPE-0762.fp2_r2_screen	6647.0	2251.0	958.0	1064.0	756.0	111.0	7.0	2.0	0.0	22981.0	1824920.0
COPE-0763.fp2_r1_screen	8061.0	862.0	1188.0	497.0	1109.0	290.0	70.0	2.0	2.0	38419.0	4625343.0
COPE-0763.fp2_r2_screen	13958.0	4106.0	1294.0	2616.0	1782.0	258.0	31.0	96.0	0.0	28697.0	4623005.0
COPE-0764.fp2_r1_screen	572.0	100.0	26.0	61.0	63.0	6.0	4.0	0.0	0.0	2761.0	314342.0
COPE-0764.fp2_r2_screen	745.0	1395.0	52.0	252.0	98.0	4.0	5.0	2.0	0.0	5396.0	309986.0
COPE-0765.fp2_r1_screen	11100.0	1977.0	498.0	617.0	455.0	358.0	348.0	5.0	0.0	35378.0	4875054.0
COPE-0765.fp2_r2_screen	11898.0	5126.0	1052.0	1333.0	737.0	192.0	42.0	33.0	1.0	34755.0	4870621.0
COPE-0766.fp2_r1_screen	2042.0	388.0	71.0	184.0	388.0	37.0	59.0	2.0	0.0	9069.0	1187755.0
COPE-0766.fp2_r2_screen	3056.0	1145.0	378.0	630.0	307.0	85.0	8.0	3.0	0.0	9028.0	1185355.0
COPE-0767.fp2_r1_screen	5063.0	523.0	92.0	223.0	475.0	6730.0	68.0	2.0	0.0	12291.0	2061937.0
COPE-0767.fp2_r2_screen	4822.0	1318.0	677.0	890.0	319.0	6455.0	16.0	72.0	0.0	12568.0	2060267.0
COPE-0768.fp2_r1_screen	5599.0	394.0	263.0	333.0	244.0	133.0	23.0	8.0	0.0	20017.0	2474233.0
COPE-0768.fp2_r2_screen	6700.0	2941.0	494.0	1286.0	682.0	1441.0	10.0	5.0	0.0	28212.0	2459476.0
COPE-0769.fp2_r1_screen	2256.0	309.0	181.0	82.0	186.0	173.0	49.0	0.0	1.0	10929.0	1508962.0
COPE-0769.fp2_r2_screen	3750.0	1196.0	549.0	712.0	447.0	79.0	13.0	1.0	0.0	8485.0	1507896.0
COPE-0770.fp2_r1_screen	4653.0	395.0	112.0	466.0	167.0	88.0	141.0	2.0	0.0	21118.0	2234645.0
COPE-0770.fp2_r2_screen	5307.0	2336.0	582.0	1143.0	424.0	1656.0	44.0	2.0	0.0	24921.0	2225372.0
COPE-0771.fp2_r1_screen	2726.0	396.0	196.0	242.0	249.0	87.0	12.0	3.0	0.0	13169.0	1839347.0
COPE-0771.fp2_r2_screen	6019.0	1583.0	989.0	1133.0	317.0	197.0	8.0	48.0	0.0	10870.0	1835263.0
COPE-0772.fp2_r1_screen	11205.0	2112.0	1007.0	1158.0	508.0	145.0	126.0	9.0	1.0	52220.0	5835863.0
COPE-0772.fp2_r2_screen	16111.0	20807.0	1196.0	4670.0	1806.0	305.0	98.0	5.0	1.0	143350.0	5716005.0
COPE-0773.fp2_r1_screen	3583.0	849.0	165.0	373.0	485.0	273.0	67.0	3.0	0.0	13077.0	2032665.0
COPE-0773.fp2_r2_screen	4473.0	2351.0	381.0	1131.0	432.0	122.0	20.0	2.0	0.0	22272.0	2020356.0
COPE-0774.fp2_r1_screen	234.0	39.0	2.0	2.0	7.0	14.0	6.0	1.0	0.0	1022.0	127433.0
COPE-0774.fp2_r2_screen	324.0	87.0	34.0	58.0	39.0	4.0	2.0	6.0	0.0	708.0	127498.0
COPE-0775.fp2_r1_screen	1876.0	267.0	34.0	181.0	186.0	80.0	108.0	10.0	1.0	19856.0	1225953.0
COPE-0775.fp2_r2_screen	3717.0	1330.0	170.0	761.0	451.0	29.0	8.0	2.0	0.0	17630.0	1224454.0
COPE-0776.fp2_r1_screen	687.0	195.0	71.0	48.0	32.0	48.0	11.0	0.0	0.0	4703.0	591609.0
COPE-0776.fp2_r2_screen	1232.0	3857.0	67.0	384.0	200.0	18.0	25.0	0.0	0.0	10766.0	580855.0
COPE-0777.fp2_r1_screen	160.0	84.0	1221.0	1.0	0.0	0.0	0.0	0.0	0.0	238.0	11123.0
COPE-0777.fp2_r2_screen	35.0	60.0	931.0	0.0	3.0	0.0	3.0	0.0	0.0	349.0	11446.0
COPE-0778.fp2_r1_screen	3724.0	426.0	120.0	311.0	377.0	154.0	67.0	7.0	0.0	17464.0	1630563.0
COPE-0778.fp2_r2_screen	5117.0	1757.0	307.0	793.0	307.0	380.0	19.0	0.0	0.0	29179.0	1615354.0
COPE-0779.fp2_r1_screen	40.0	4.0	6.0	6.0	12.0	21.0	1.0	0.0	0.0	101.0	15446.0
COPE-0779.fp2_r2_screen	52.0	11.0	0.0	7.0	10.0	33.0	0.0	0.0	0.0	138.0	15386.0
COPE-0780.fp2_r1_screen	498.0	88.0	23.0	48.0	31.0	16.0	3.0	2.0	0.0	3445.0	305805.0
COPE-0780.fp2_r2_screen	615.0	440.0	77.0	201.0	106.0	16.0	1.0	0.0	0.0	3287.0	305216.0
COPE-0781.fp2_r1_screen	348.0	88.0	37.0	40.0	12.0	37.0	18.0	0.0	0.0	1481.0	237519.0
COPE-0781.fp2_r2_screen	407.0	220.0	63.0	141.0	49.0	3.0	1.0	0.0	0.0	1944.0	236752.0
COPE-0782.fp2_r1_screen	17260.0	4296.0	1165.0	1156.0	1575.0	416.0	142.0	6.0	0.0	74158.0	9090019.0
COPE-0782.fp2_r2_screen	24628.0	26835.0	1402.0	8736.0	2069.0	194.0	114.0	48.0	1.0	234655.0	8891511.0
COPE-0783.fp2_r1_screen	499.0	65.0	0.0	63.0	38.0	36.0	6.0	1.0	0.0	10527.0	240089.0
COPE-0783.fp2_r2_screen	686.0	385.0	52.0	181.0	94.0	52.0	4.0	3.0	0.0	10079.0	239788.0
COPE-0784.fp2_r1_screen	2280.0	282.0	39.0	206.0	141.0	33.0	37.0	0.0	0.0	9098.0	1141707.0
COPE-0784.fp2_r2_screen	2453.0	1093.0	544.0	515.0	199.0	189.0	8.0	0.0	0.0	8038.0	1140784.0
COPE-0785.fp2_r1_screen	6135.0	1335.0	483.0	482.0	633.0	443.0	158.0	12.0	0.0	25520.0	3919919.0
COPE-0785.fp2_r2_screen	8801.0	4035.0	1430.0	1907.0	1314.0	54.0	26.0	6.0	2.0	26723.0	3910822.0
COPE-0786.fp2_r1_screen	418.0	108.0	18.0	115.0	106.0	39.0	37.0	5.0	0.0	3521.0	385537.0
COPE-0786.fp2_r2_screen	935.0	340.0	99.0	178.0	53.0	247.0	7.0	0.0	0.0	2976.0	385069.0
COPE-0787.fp2_r1_screen	593.0	153.0	28.0	60.0	64.0	35.0	6.0	1.0	0.0	2504.0	263532.0
COPE-0787.fp2_r2_screen	829.0	352.0	50.0	181.0	70.0	6.0	8.0	1.0	1.0	4429.0	261049.0
