Sample	Protists_1k	Human	Bacteria_24k	Bird	Fungi_RefSeq_release	Coral	Plant	Viruses	Vectors	Multiple Genomes	No hits
COPE-0788.fp2_r1_screen	16795.0	2980.0	867.0	1542.0	787.0	2064.0	311.0	6.0	6.0	90822.0	9565484.0
COPE-0788.fp2_r2_screen	29816.0	10005.0	2446.0	4060.0	1311.0	1869.0	61.0	22.0	0.0	65622.0	9566452.0
COPE-0789.fp2_r1_screen	4841.0	366.0	98.0	152.0	153.0	340.0	249.0	4.0	0.0	17508.0	2670610.0
COPE-0789.fp2_r2_screen	8669.0	2555.0	538.0	1450.0	501.0	98.0	11.0	0.0	0.0	20127.0	2660372.0
COPE-0790.fp2_r1_screen	4645.0	946.0	142.0	341.0	367.0	86.0	80.0	16.0	0.0	10875.0	1805148.0
COPE-0790.fp2_r2_screen	5293.0	1865.0	377.0	468.0	383.0	134.0	47.0	13.0	0.0	11105.0	1802961.0
COPE-0791.fp2_r1_screen	12301.0	1772.0	225.0	625.0	670.0	361.0	306.0	16.0	3.0	29753.0	4748933.0
COPE-0791.fp2_r2_screen	13402.0	4535.0	667.0	1662.0	1361.0	621.0	210.0	6.0	0.0	20212.0	4752289.0
COPE-0792.fp2_r1_screen	209.0	52.0	27.0	46.0	19.0	1.0	2.0	1.0	0.0	2124.0	117348.0
COPE-0792.fp2_r2_screen	289.0	873.0	23.0	91.0	122.0	3.0	0.0	2.0	0.0	2564.0	115862.0
COPE-0793.fp2_r1_screen	709.0	98.0	61.0	49.0	50.0	52.0	25.0	4.0	0.0	2672.0	319738.0
COPE-0793.fp2_r2_screen	1061.0	313.0	51.0	187.0	58.0	54.0	4.0	1.0	0.0	2897.0	318832.0
COPE-0794.fp2_r1_screen	1937.0	172.0	25.0	134.0	113.0	76.0	44.0	0.0	1.0	4302.0	749117.0
COPE-0794.fp2_r2_screen	1675.0	416.0	137.0	501.0	110.0	43.0	14.0	1.0	0.0	3982.0	749042.0
COPE-0795.fp2_r1_screen	1383.0	148.0	54.0	94.0	102.0	50.0	64.0	11.0	0.0	4450.0	684457.0
COPE-0795.fp2_r2_screen	1829.0	563.0	305.0	276.0	114.0	55.0	4.0	2.0	0.0	3415.0	684250.0
COPE-0796.fp2_r1_screen	9408.0	751.0	373.0	489.0	917.0	245.0	108.0	7.0	4.0	26618.0	4486613.0
COPE-0796.fp2_r2_screen	12538.0	3892.0	650.0	1040.0	1152.0	421.0	82.0	76.0	0.0	30835.0	4474847.0
COPE-0797.fp2_r1_screen	3350.0	457.0	107.0	428.0	168.0	106.0	33.0	5.0	1.0	13051.0	1971699.0
COPE-0797.fp2_r2_screen	5293.0	1507.0	602.0	880.0	262.0	62.0	32.0	3.0	0.0	10856.0	1969908.0
COPE-0798.fp2_r1_screen	2264.0	240.0	113.0	164.0	156.0	69.0	48.0	0.0	0.0	8931.0	1003681.0
COPE-0798.fp2_r2_screen	2512.0	1144.0	192.0	471.0	149.0	34.0	10.0	1.0	0.0	11332.0	999821.0
COPE-0799.fp2_r1_screen	20277.0	2820.0	532.0	2041.0	1185.0	1168.0	108.0	32.0	4.0	56150.0	8982003.0
COPE-0799.fp2_r2_screen	30662.0	5916.0	1429.0	2522.0	1880.0	592.0	114.0	8.0	0.0	41194.0	8982003.0
COPE-0800.fp2_r1_screen	5181.0	1093.0	760.0	441.0	113.0	72.0	37.0	4.0	1.0	92887.0	2505329.0
COPE-0800.fp2_r2_screen	8047.0	4213.0	961.0	2313.0	384.0	485.0	24.0	123.0	1.0	96025.0	2493342.0
COPE-0801.fp2_r1_screen	24749.0	2689.0	811.0	1383.0	918.0	2136.0	93.0	14.0	2.0	73218.0	11673169.0
COPE-0801.fp2_r2_screen	34241.0	13882.0	1861.0	4992.0	2283.0	1495.0	124.0	252.0	3.0	68083.0	11651966.0
COPE-0802.fp2_r1_screen	82.0	14.0	8.0	12.0	4.0	1.0	4.0	0.0	0.0	1420.0	53046.0
COPE-0802.fp2_r2_screen	140.0	71.0	22.0	54.0	5.0	18.0	0.0	0.0	0.0	1601.0	52680.0
COPE-0803.fp2_r1_screen	3672.0	476.0	132.0	178.0	434.0	335.0	126.0	10.0	0.0	9556.0	1661262.0
COPE-0803.fp2_r2_screen	5088.0	1758.0	486.0	838.0	356.0	52.0	14.0	0.0	0.0	8506.0	1659083.0
COPE-0804.fp2_r1_screen	239.0	31.0	6.0	25.0	26.0	13.0	8.0	0.0	0.0	761.0	107521.0
COPE-0804.fp2_r2_screen	376.0	98.0	21.0	81.0	20.0	18.0	1.0	0.0	0.0	885.0	107130.0
COPE-0805.fp2_r1_screen	5988.0	749.0	328.0	239.0	457.0	567.0	44.0	10.0	7.0	15548.0	2577847.0
COPE-0805.fp2_r2_screen	7527.0	2545.0	392.0	797.0	590.0	386.0	40.0	5.0	0.0	19200.0	2570302.0
COPE-0806.fp2_r1_screen	385.0	46.0	22.0	72.0	31.0	15.0	2.0	0.0	0.0	2927.0	229808.0
COPE-0806.fp2_r2_screen	666.0	275.0	44.0	140.0	40.0	14.0	1.0	0.0	0.0	3113.0	229015.0
COPE-0807.fp2_r1_screen	340.0	54.0	28.0	70.0	46.0	8.0	5.0	0.0	1.0	1674.0	201903.0
COPE-0807.fp2_r2_screen	524.0	1033.0	25.0	111.0	68.0	21.0	0.0	2.0	0.0	4912.0	197433.0
COPE-0808.fp2_r1_screen	3862.0	560.0	240.0	140.0	286.0	594.0	91.0	5.0	2.0	12980.0	1785071.0
COPE-0808.fp2_r2_screen	5774.0	1474.0	548.0	390.0	641.0	535.0	20.0	1.0	1.0	9376.0	1785071.0
COPE-0809.fp2_r1_screen	4167.0	6755.0	2493.0	122.0	183.0	483.0	74.0	387.0	0.0	18085.0	1951980.0
COPE-0809.fp2_r2_screen	5953.0	7500.0	2750.0	650.0	499.0	215.0	14.0	426.0	0.0	15337.0	1951385.0
COPE-0810.fp2_r1_screen	318.0	55.0	19.0	26.0	10.0	7.0	4.0	1.0	0.0	1957.0	148349.0
COPE-0810.fp2_r2_screen	450.0	220.0	55.0	165.0	18.0	1.0	1.0	2.0	0.0	2601.0	147233.0
COPE-0811.fp2_r1_screen	632.0	128.0	91.0	7.0	35.0	27.0	6.0	0.0	0.0	5791.0	317742.0
COPE-0811.fp2_r2_screen	1458.0	591.0	199.0	308.0	65.0	150.0	3.0	0.0	0.0	6182.0	315503.0
COPE-0812.fp2_r1_screen	3516.0	820.0	172.0	223.0	166.0	139.0	73.0	7.0	0.0	8801.0	1498773.0
COPE-0812.fp2_r2_screen	2987.0	1586.0	312.0	411.0	266.0	90.0	19.0	6.0	1.0	9752.0	1497260.0
COPE-0813.fp2_r1_screen	3746.0	644.0	144.0	288.0	226.0	146.0	61.0	0.0	0.0	11285.0	1742957.0
COPE-0813.fp2_r2_screen	3805.0	1139.0	236.0	868.0	370.0	81.0	25.0	58.0	0.0	18051.0	1734864.0
COPE-0814.fp2_r1_screen	5849.0	1612.0	441.0	93.0	263.0	89.0	46.0	4.0	0.0	23235.0	3406612.0
COPE-0814.fp2_r2_screen	8574.0	4985.0	722.0	2342.0	848.0	136.0	14.0	5.0	0.0	88272.0	3332346.0
COPE-0815.fp2_r1_screen	1215.0	137.0	51.0	31.0	67.0	8.0	6.0	2.0	1.0	7169.0	675324.0
COPE-0815.fp2_r2_screen	2367.0	787.0	382.0	366.0	103.0	22.0	8.0	0.0	0.0	6841.0	673135.0
COPE-0816.fp2_r1_screen	3052.0	294.0	118.0	106.0	178.0	166.0	66.0	4.0	0.0	9110.0	1188138.0
COPE-0816.fp2_r2_screen	3515.0	1078.0	184.0	425.0	88.0	115.0	15.0	4.0	0.0	7910.0	1187898.0
COPE-0817.fp2_r1_screen	664.0	114.0	125.0	17.0	28.0	3.0	5.0	15.0	0.0	2405.0	315072.0
COPE-0817.fp2_r2_screen	905.0	1301.0	112.0	270.0	157.0	9.0	3.0	11.0	0.0	5767.0	309913.0
COPE-0818.fp2_r1_screen	15504.0	1642.0	502.0	637.0	927.0	884.0	494.0	9.0	0.0	30337.0	5367774.0
COPE-0818.fp2_r2_screen	13484.0	5590.0	649.0	1422.0	655.0	579.0	34.0	18.0	0.0	21461.0	5374818.0
COPE-0819.fp2_r1_screen	3771.0	821.0	169.0	270.0	252.0	87.0	126.0	8.0	0.0	11933.0	1780091.0
COPE-0819.fp2_r2_screen	4379.0	1271.0	379.0	802.0	414.0	349.0	13.0	1.0	0.0	8390.0	1781530.0
COPE-0820.fp2_r1_screen	534.0	74.0	24.0	17.0	29.0	64.0	14.0	0.0	0.0	3532.0	325487.0
COPE-0820.fp2_r2_screen	1056.0	422.0	131.0	208.0	80.0	43.0	2.0	2.0	0.0	3036.0	324795.0
COPE-0821.fp2_r1_screen	3732.0	511.0	293.0	180.0	305.0	150.0	35.0	0.0	0.0	16073.0	1829012.0
COPE-0821.fp2_r2_screen	4966.0	2610.0	457.0	968.0	463.0	163.0	19.0	3.0	0.0	16626.0	1824016.0
COPE-0822.fp2_r1_screen	8914.0	1342.0	543.0	976.0	982.0	382.0	252.0	4.0	6.0	25461.0	4377261.0
COPE-0822.fp2_r2_screen	13288.0	2734.0	1272.0	1389.0	1276.0	335.0	57.0	88.0	0.0	26372.0	4369312.0
COPE-0823.fp2_r1_screen	2032.0	581.0	141.0	267.0	159.0	236.0	33.0	0.0	0.0	6746.0	1030036.0
COPE-0823.fp2_r2_screen	2803.0	1173.0	243.0	591.0	126.0	127.0	18.0	0.0	0.0	16764.0	1018386.0
COPE-0824.fp2_r1_screen	1513.0	211.0	33.0	69.0	140.0	65.0	24.0	0.0	0.0	6236.0	639380.0
COPE-0824.fp2_r2_screen	2426.0	1007.0	154.0	570.0	206.0	132.0	12.0	0.0	0.0	8382.0	634782.0
COPE-0825.fp2_r1_screen	274.0	39.0	7.0	23.0	35.0	31.0	11.0	1.0	0.0	939.0	141716.0
COPE-0825.fp2_r2_screen	308.0	122.0	62.0	70.0	21.0	33.0	1.0	2.0	0.0	1127.0	141330.0
COPE-0826.fp2_r1_screen	7079.0	1035.0	952.0	494.0	510.0	314.0	533.0	3.0	0.0	33270.0	4920913.0
COPE-0826.fp2_r2_screen	9085.0	3719.0	1137.0	2438.0	756.0	58.0	39.0	5.0	0.0	25463.0	4922403.0
COPE-0827.fp2_r1_screen	34.0	8.0	0.0	1.0	5.0	13.0	1.0	0.0	0.0	143.0	17876.0
COPE-0827.fp2_r2_screen	33.0	18.0	7.0	8.0	2.0	20.0	2.0	0.0	0.0	243.0	17748.0
COPE-0828.fp2_r1_screen	854.0	83.0	47.0	45.0	33.0	23.0	17.0	0.0	0.0	3087.0	297137.0
COPE-0828.fp2_r2_screen	883.0	573.0	49.0	199.0	110.0	84.0	4.0	1.0	0.0	4727.0	294696.0
COPE-0829.fp2_r1_screen	492.0	90.0	819.0	74.0	28.0	22.0	11.0	1.0	0.0	4278.0	271057.0
COPE-0829.fp2_r2_screen	653.0	408.0	864.0	143.0	55.0	2.0	6.0	5.0	0.0	5478.0	269258.0
COPE-0830.fp2_r1_screen	1963.0	418.0	130.0	181.0	157.0	36.0	18.0	2.0	0.0	10265.0	1142033.0
COPE-0830.fp2_r2_screen	2919.0	5407.0	189.0	844.0	523.0	15.0	15.0	1.0	0.0	19892.0	1125398.0
COPE-0831.fp2_r1_screen	24967.0	3061.0	766.0	1690.0	1383.0	8575.0	617.0	10.0	1.0	75502.0	12554252.0
COPE-0831.fp2_r2_screen	37585.0	5332.0	1783.0	4362.0	3636.0	8096.0	342.0	641.0	10.0	57319.0	12551718.0
COPE-0832.fp2_r1_screen	119.0	38.0	1.0	8.0	14.0	2.0	8.0	0.0	0.0	441.0	57736.0
COPE-0832.fp2_r2_screen	159.0	71.0	11.0	40.0	20.0	1.0	0.0	0.0	0.0	848.0	57217.0
COPE-0833.fp2_r1_screen	22747.0	2311.0	172.0	1516.0	985.0	1475.0	690.0	3.0	0.0	66162.0	10233001.0
COPE-0833.fp2_r2_screen	27660.0	6593.0	1656.0	3556.0	3446.0	1271.0	136.0	8.0	0.0	47603.0	10237133.0
COPE-0834.fp2_r1_screen	706.0	157.0	29.0	100.0	28.0	23.0	7.0	4.0	0.0	2600.0	406838.0
COPE-0834.fp2_r2_screen	1012.0	2303.0	45.0	351.0	160.0	23.0	0.0	0.0	0.0	8544.0	398054.0
COPE-0835.fp2_r1_screen	304.0	76.0	24.0	20.0	32.0	0.0	7.0	0.0	0.0	2243.0	205436.0
COPE-0835.fp2_r2_screen	580.0	855.0	35.0	403.0	80.0	47.0	3.0	0.0	0.0	4554.0	201585.0
COPE-0836.fp2_r1_screen	6720.0	815.0	402.0	173.0	888.0	59.0	72.0	2.0	1.0	18893.0	3085760.0
COPE-0836.fp2_r2_screen	7621.0	3771.0	607.0	1151.0	1145.0	128.0	26.0	1.0	0.0	16066.0	3083269.0
COPE-0837.fp2_r1_screen	3582.0	486.0	184.0	245.0	147.0	160.0	107.0	2.0	0.0	8892.0	1711809.0
COPE-0837.fp2_r2_screen	4391.0	1472.0	322.0	504.0	425.0	254.0	35.0	2.0	0.0	15028.0	1703181.0
COPE-0838.fp2_r1_screen	129.0	19.0	1.0	23.0	12.0	3.0	3.0	0.0	0.0	383.0	60371.0
COPE-0838.fp2_r2_screen	186.0	71.0	6.0	20.0	14.0	14.0	0.0	3.0	0.0	515.0	60115.0
COPE-0839.fp2_r1_screen	38.0	9.0	5.0	10.0	9.0	4.0	0.0	0.0	0.0	266.0	17655.0
COPE-0839.fp2_r2_screen	62.0	132.0	3.0	11.0	13.0	3.0	0.0	0.0	0.0	374.0	17398.0
COPE-0840.fp2_r1_screen	5380.0	604.0	245.0	549.0	470.0	248.0	156.0	6.0	0.0	15185.0	2572921.0
COPE-0840.fp2_r2_screen	5953.0	1644.0	637.0	1143.0	382.0	81.0	44.0	1.0	1.0	15553.0	2570325.0
COPE-0841.fp2_r1_screen	5660.0	1324.0	1026.0	335.0	180.0	28.0	176.0	1.0	1.0	102469.0	3570918.0
COPE-0841.fp2_r2_screen	11099.0	6762.0	2099.0	2132.0	1267.0	387.0	12.0	47.0	0.0	109120.0	3549193.0
COPE-0842.fp2_r1_screen	5338.0	483.0	470.0	189.0	539.0	261.0	61.0	20.0	3.0	16194.0	2061151.0
COPE-0842.fp2_r2_screen	7018.0	2169.0	508.0	701.0	906.0	463.0	38.0	4.0	0.0	13210.0	2059692.0
COPE-0843.fp2_r1_screen	1451.0	240.0	104.0	48.0	176.0	100.0	32.0	2.0	0.0	5045.0	698414.0
COPE-0843.fp2_r2_screen	1587.0	858.0	241.0	264.0	288.0	125.0	10.0	0.0	1.0	6082.0	696156.0
COPE-0844.fp2_r1_screen	6.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	85.0	4431.0
COPE-0844.fp2_r2_screen	17.0	17.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	117.0	4367.0
COPE-0845.fp2_r1_screen	533.0	26.0	187.0	11.0	12.0	0.0	6.0	10.0	0.0	1903.0	176480.0
COPE-0845.fp2_r2_screen	389.0	247.0	204.0	176.0	20.0	29.0	0.0	4.0	0.0	2372.0	175727.0
COPE-0846.fp2_r1_screen	12530.0	2205.0	735.0	1088.0	816.0	307.0	172.0	23.0	1.0	49647.0	5512934.0
COPE-0846.fp2_r2_screen	13750.0	20819.0	927.0	4066.0	2550.0	195.0	94.0	63.0	0.0	110999.0	5426995.0
COPE-0847.fp2_r1_screen	403.0	34.0	13.0	16.0	14.0	9.0	2.0	0.0	0.0	2516.0	157753.0
COPE-0847.fp2_r2_screen	484.0	212.0	60.0	192.0	55.0	26.0	1.0	1.0	0.0	2442.0	157287.0
COPE-0848.fp2_r1_screen	7972.0	896.0	329.0	647.0	466.0	197.0	73.0	6.0	0.0	24483.0	3695667.0
COPE-0848.fp2_r2_screen	8365.0	3344.0	1211.0	1428.0	972.0	104.0	26.0	87.0	1.0	23262.0	3691936.0
COPE-0849.fp2_r1_screen	6929.0	836.0	100.0	654.0	403.0	501.0	70.0	4.0	14.0	32430.0	3209259.0
COPE-0849.fp2_r2_screen	11561.0	3571.0	819.0	1403.0	776.0	695.0	49.0	6.0	0.0	31839.0	3200481.0
COPE-0850.fp2_r1_screen	967.0	114.0	60.0	45.0	191.0	300.0	10.0	1.0	0.0	3365.0	515872.0
COPE-0850.fp2_r2_screen	1226.0	406.0	76.0	249.0	194.0	271.0	4.0	0.0	0.0	3878.0	514621.0
COPE-0851.fp2_r1_screen	6345.0	1030.0	272.0	661.0	447.0	184.0	261.0	10.0	0.0	27612.0	4100417.0
COPE-0851.fp2_r2_screen	10902.0	3386.0	1263.0	2302.0	791.0	119.0	95.0	115.0	0.0	20745.0	4097521.0
COPE-0852.fp2_r1_screen	1206.0	101.0	30.0	54.0	40.0	22.0	21.0	3.0	0.0	3318.0	385006.0
COPE-0852.fp2_r2_screen	1020.0	650.0	115.0	231.0	60.0	20.0	1.0	0.0	0.0	5193.0	382511.0
COPE-0853.fp2_r1_screen	3472.0	567.0	84.0	56.0	349.0	107.0	203.0	46.0	0.0	9613.0	1544256.0
COPE-0853.fp2_r2_screen	3547.0	1137.0	171.0	866.0	369.0	93.0	20.0	2.0	0.0	11565.0	1540983.0
COPE-0854.fp2_r1_screen	562.0	75.0	84.0	53.0	38.0	22.0	16.0	1.0	0.0	4201.0	230990.0
COPE-0854.fp2_r2_screen	809.0	374.0	97.0	236.0	54.0	29.0	8.0	0.0	0.0	5121.0	229314.0
COPE-0855.fp2_r1_screen	378.0	45.0	15.0	40.0	29.0	8.0	6.0	0.0	0.0	1488.0	147900.0
COPE-0855.fp2_r2_screen	478.0	1354.0	19.0	126.0	32.0	3.0	2.0	0.0	0.0	2963.0	144932.0
COPE-0856.fp2_r1_screen	1536.0	208.0	92.0	20.0	97.0	158.0	6.0	4.0	1.0	6720.0	727946.0
COPE-0856.fp2_r2_screen	1685.0	871.0	60.0	483.0	254.0	151.0	4.0	4.0	0.0	4372.0	728904.0
COPE-0857.fp2_r1_screen	4488.0	1406.0	10792.0	338.0	292.0	36.0	36.0	14.0	0.0	19476.0	2937095.0
COPE-0857.fp2_r2_screen	6522.0	5418.0	10741.0	1647.0	1314.0	113.0	14.0	49.0	0.0	83625.0	2864530.0
COPE-0858.fp2_r1_screen	186.0	20.0	250.0	7.0	2.0	0.0	1.0	0.0	0.0	748.0	78607.0
COPE-0858.fp2_r2_screen	184.0	370.0	237.0	35.0	35.0	1.0	0.0	0.0	0.0	2172.0	76787.0
COPE-0859.fp2_r1_screen	145.0	35.0	194.0	17.0	31.0	14.0	3.0	2.0	0.0	924.0	88983.0
COPE-0859.fp2_r2_screen	271.0	70.0	205.0	109.0	30.0	11.0	3.0	2.0	0.0	727.0	88920.0
COPE-0860.fp2_r1_screen	1102.0	231.0	2042.0	75.0	49.0	7.0	28.0	13.0	0.0	6048.0	666109.0
COPE-0860.fp2_r2_screen	1215.0	4039.0	2025.0	570.0	200.0	24.0	26.0	32.0	0.0	11465.0	656108.0
COPE-0861.fp2_r1_screen	700.0	96.0	1064.0	29.0	89.0	19.0	6.0	5.0	0.0	3006.0	329252.0
COPE-0861.fp2_r2_screen	706.0	357.0	1094.0	166.0	56.0	22.0	1.0	2.0	0.0	3780.0	328082.0
COPE-0862.fp2_r1_screen	3923.0	514.0	6397.0	265.0	549.0	1092.0	74.0	20.0	2.0	12715.0	1724475.0
COPE-0862.fp2_r2_screen	4436.0	1224.0	6865.0	872.0	401.0	1079.0	8.0	14.0	0.0	10127.0	1725000.0
COPE-0863.fp2_r1_screen	1223.0	132.0	1507.0	30.0	70.0	40.0	18.0	10.0	0.0	4689.0	510324.0
COPE-0863.fp2_r2_screen	1757.0	737.0	1678.0	506.0	97.0	148.0	14.0	6.0	0.0	3864.0	509236.0
COPE-0864.fp2_r1_screen	2836.0	548.0	5231.0	301.0	361.0	226.0	30.0	17.0	0.0	15992.0	1700244.0
COPE-0864.fp2_r2_screen	5339.0	1907.0	5509.0	750.0	584.0	459.0	27.0	4.0	0.0	10963.0	1700244.0
COPE-0865.fp2_r1_screen	716.0	90.0	3176.0	74.0	23.0	10.0	25.0	46.0	0.0	14044.0	348806.0
COPE-0865.fp2_r2_screen	996.0	475.0	3231.0	286.0	58.0	44.0	4.0	5.0	0.0	14610.0	347301.0
COPE-0866.fp2_r1_screen	36913.0	10025.0	9332.0	1510.0	2645.0	2085.0	703.0	14.0	0.0	75340.0	16163424.0
COPE-0866.fp2_r2_screen	44358.0	10692.0	12003.0	2366.0	14205.0	649.0	178.0	18.0	1.0	50837.0	16166684.0
COPE-0867.fp2_r1_screen	4579.0	493.0	4253.0	302.0	158.0	499.0	56.0	7.0	1.0	13560.0	2149468.0
COPE-0867.fp2_r2_screen	4147.0	2416.0	4345.0	1018.0	451.0	77.0	50.0	10.0	0.0	13567.0	2147295.0
COPE-0868.fp2_r1_screen	5351.0	748.0	1921.0	343.0	266.0	382.0	130.0	6.0	0.0	18502.0	2315475.0
COPE-0868.fp2_r2_screen	8013.0	2523.0	2563.0	909.0	461.0	160.0	46.0	7.0	0.0	12967.0	2315475.0
COPE-0869.fp2_r1_screen	987.0	193.0	2224.0	35.0	64.0	15.0	10.0	6.0	0.0	9118.0	778048.0
COPE-0869.fp2_r2_screen	1881.0	2551.0	2246.0	670.0	208.0	12.0	37.0	26.0	0.0	15853.0	767216.0
COPE-0870.fp2_r1_screen	6998.0	828.0	6639.0	530.0	1030.0	211.0	355.0	33.0	3.0	25750.0	3741251.0
COPE-0870.fp2_r2_screen	9574.0	2034.0	7501.0	1311.0	764.0	71.0	41.0	28.0	0.0	21810.0	3740494.0
COPE-0871.fp2_r1_screen	4981.0	524.0	281.0	197.0	321.0	8125.0	86.0	27.0	0.0	10081.0	1685305.0
COPE-0871.fp2_r2_screen	5122.0	1200.0	586.0	727.0	503.0	8778.0	19.0	7.0	0.0	15376.0	1677610.0
COPE-0872.fp2_r1_screen	9549.0	1042.0	5343.0	1412.0	668.0	271.0	282.0	20.0	1.0	46284.0	5675973.0
COPE-0872.fp2_r2_screen	14548.0	8391.0	5707.0	6744.0	2100.0	666.0	45.0	11.0	0.0	93828.0	5608805.0
COPE-0873.fp2_r1_screen	714.0	197.0	1216.0	80.0	66.0	8.0	10.0	0.0	0.0	4808.0	400851.0
COPE-0873.fp2_r2_screen	1130.0	1065.0	1201.0	281.0	99.0	16.0	5.0	12.0	0.0	12428.0	391713.0
COPE-0874.fp2_r1_screen	1590.0	1964.0	6127.0	72.0	337.0	20.0	4.0	0.0	0.0	4799.0	485523.0
COPE-0874.fp2_r2_screen	1307.0	1805.0	6025.0	489.0	350.0	120.0	2.0	0.0	0.0	5266.0	485072.0
COPE-0875.fp2_r1_screen	93.0	17.0	106.0	2.0	21.0	33.0	2.0	1.0	0.0	348.0	43827.0
COPE-0875.fp2_r2_screen	101.0	37.0	115.0	10.0	14.0	29.0	3.0	0.0	0.0	580.0	43561.0
COPE-0876.fp2_r1_screen	33692.0	4073.0	12722.0	1081.0	3320.0	2223.0	1087.0	96.0	4.0	93470.0	14302296.0
COPE-0876.fp2_r2_screen	34509.0	10698.0	13714.0	2282.0	2806.0	951.0	186.0	996.0	0.0	84181.0	14303741.0
COPE-0877.fp2_r1_screen	1048.0	143.0	316.0	33.0	97.0	22.0	28.0	2.0	0.0	2723.0	436788.0
COPE-0877.fp2_r2_screen	1053.0	381.0	362.0	176.0	99.0	21.0	19.0	0.0	0.0	3360.0	435729.0
COPE-0878.fp2_r1_screen	8882.0	1485.0	5412.0	406.0	827.0	418.0	165.0	32.0	0.0	18002.0	3294091.0
COPE-0878.fp2_r2_screen	7381.0	2833.0	6483.0	397.0	790.0	222.0	39.0	16.0	1.0	14803.0	3296755.0
COPE-0879.fp2_r1_screen	13483.0	2097.0	17387.0	470.0	1008.0	370.0	348.0	24.0	0.0	36207.0	6418941.0
COPE-0879.fp2_r2_screen	15820.0	5405.0	16784.0	2838.0	2019.0	920.0	151.0	12.0	0.0	27445.0	6418941.0
COPE-0880.fp2_r1_screen	159.0	37.0	236.0	13.0	13.0	4.0	2.0	2.0	0.0	1909.0	78109.0
COPE-0880.fp2_r2_screen	229.0	351.0	239.0	98.0	21.0	3.0	1.0	2.0	0.0	2517.0	77023.0
COPE-0881.fp2_r1_screen	5.0	39.0	283.0	0.0	0.0	19.0	0.0	0.0	0.0	37.0	495.0
COPE-0881.fp2_r2_screen	3.0	27.0	207.0	0.0	0.0	22.0	0.0	0.0	0.0	134.0	485.0
COPE-0882.fp2_r1_screen	2697.0	382.0	4775.0	237.0	161.0	53.0	123.0	6.0	0.0	12730.0	1742435.0
COPE-0882.fp2_r2_screen	4543.0	1801.0	5251.0	496.0	532.0	505.0	5.0	4.0	0.0	11201.0	1739261.0
COPE-0883.fp2_r1_screen	25722.0	8026.0	39577.0	1949.0	2265.0	1106.0	792.0	164.0	0.0	125345.0	16322888.0
COPE-0883.fp2_r2_screen	42467.0	40506.0	39033.0	8032.0	5461.0	267.0	785.0	98.0	3.0	380670.0	16010512.0
COPE-0884.fp2_r1_screen	116.0	16.0	126.0	28.0	21.0	13.0	2.0	0.0	0.0	459.0	54546.0
COPE-0884.fp2_r2_screen	151.0	247.0	125.0	42.0	24.0	13.0	2.0	0.0	0.0	957.0	53766.0
COPE-0885.fp2_r1_screen	2080.0	235.0	2528.0	128.0	198.0	46.0	54.0	29.0	0.0	6465.0	900070.0
COPE-0885.fp2_r2_screen	2634.0	972.0	2564.0	355.0	205.0	66.0	20.0	17.0	0.0	7119.0	897881.0
COPE-0886.fp2_r1_screen	4839.0	830.0	5676.0	139.0	841.0	116.0	163.0	10.0	0.0	21127.0	2465534.0
COPE-0886.fp2_r2_screen	6562.0	2059.0	6100.0	2072.0	1141.0	209.0	136.0	36.0	0.0	16425.0	2464535.0
COPE-0887.fp2_r1_screen	628.0	204.0	347.0	57.0	57.0	19.0	9.0	4.0	0.0	3240.0	502613.0
COPE-0887.fp2_r2_screen	1582.0	2067.0	315.0	459.0	107.0	19.0	19.0	4.0	0.0	8818.0	493788.0
COPE-0888.fp2_r1_screen	1898.0	264.0	3409.0	175.0	106.0	64.0	101.0	24.0	1.0	11171.0	1045317.0
COPE-0888.fp2_r2_screen	3955.0	1325.0	3528.0	709.0	342.0	100.0	3.0	11.0	0.0	13191.0	1039366.0
COPE-0889.fp2_r1_screen	7362.0	2179.0	17574.0	308.0	565.0	403.0	124.0	32.0	0.0	32808.0	5368266.0
COPE-0889.fp2_r2_screen	14959.0	9455.0	17952.0	2715.0	1998.0	56.0	191.0	55.0	1.0	89445.0	5292794.0
COPE-0890.fp2_r1_screen	3343.0	608.0	4920.0	253.0	126.0	88.0	84.0	11.0	1.0	9651.0	1405127.0
COPE-0890.fp2_r2_screen	4299.0	1871.0	4926.0	1034.0	365.0	150.0	28.0	6.0	0.0	20790.0	1390743.0
COPE-0891.fp2_r1_screen	3591.0	721.0	2318.0	316.0	293.0	202.0	74.0	8.0	2.0	16244.0	2156871.0
COPE-0891.fp2_r2_screen	5402.0	2084.0	2700.0	1313.0	294.0	146.0	17.0	6.0	0.0	20094.0	2148584.0
COPE-0892.fp2_r1_screen	5780.0	1372.0	4017.0	150.0	641.0	101.0	227.0	7.0	0.0	17450.0	2858069.0
COPE-0892.fp2_r2_screen	4450.0	2062.0	4135.0	1468.0	696.0	295.0	35.0	9.0	0.0	11397.0	2863267.0
COPE-0893.fp2_r1_screen	2063.0	171.0	858.0	158.0	92.0	41.0	76.0	0.0	0.0	9531.0	847261.0
COPE-0893.fp2_r2_screen	2280.0	1308.0	1102.0	658.0	202.0	183.0	10.0	10.0	0.0	5517.0	848981.0
COPE-0894.fp2_r1_screen	6688.0	412.0	4133.0	122.0	420.0	213.0	80.0	2.0	0.0	22368.0	2516500.0
