Sample	Passed Filter	Low Quality	Too Many N	Too short
COPE-0866.r1r2_fastp	32603982.0	0.0	0.0	638892.0
COPE-0867.r1r2_fastp	4346752.0	0.0	0.0	81226.0
COPE-0868.r1r2_fastp	4686248.0	0.0	0.0	89902.0
COPE-0869.r1r2_fastp	1581400.0	0.0	0.0	729158.0
COPE-0870.r1r2_fastp	7567256.0	0.0	0.0	136410.0
COPE-0871.r1r2_fastp	3419856.0	0.0	0.0	66052.0
COPE-0872.r1r2_fastp	11481690.0	0.0	0.0	231540.0
COPE-0873.r1r2_fastp	815900.0	0.0	0.0	18646.0
COPE-0874.r1r2_fastp	1000872.0	0.0	0.0	27012.0
COPE-0875.r1r2_fastp	88900.0	0.0	0.0	1910.0
COPE-0876.r1r2_fastp	28908128.0	0.0	0.0	623274.0
COPE-0877.r1r2_fastp	882400.0	0.0	0.0	18932.0
COPE-0878.r1r2_fastp	6659440.0	0.0	0.0	158456.0
COPE-0879.r1r2_fastp	12980670.0	0.0	0.0	317174.0
COPE-0880.r1r2_fastp	160968.0	0.0	0.0	3632.0
COPE-0881.r1r2_fastp	1756.0	0.0	0.0	122.0
COPE-0882.r1r2_fastp	3527198.0	0.0	0.0	72986.0
COPE-0883.r1r2_fastp	33055668.0	0.0	0.0	585590.0
COPE-0884.r1r2_fastp	110654.0	0.0	0.0	1748.0
COPE-0885.r1r2_fastp	1823666.0	0.0	0.0	43116.0
COPE-0886.r1r2_fastp	4998550.0	0.0	0.0	221588.0
COPE-0887.r1r2_fastp	1014356.0	0.0	0.0	14476.0
COPE-0888.r1r2_fastp	2125060.0	0.0	0.0	47636.0
COPE-0889.r1r2_fastp	10859242.0	0.0	0.0	161002.0
COPE-0890.r1r2_fastp	2848424.0	0.0	0.0	62732.0
COPE-0891.r1r2_fastp	4361280.0	0.0	0.0	74522.0
COPE-0892.r1r2_fastp	5775628.0	0.0	0.0	105162.0
COPE-0893.r1r2_fastp	1720502.0	0.0	0.0	33730.0
COPE-0894.r1r2_fastp	5101876.0	0.0	0.0	295246.0
COPE-0895.r1r2_fastp	7444242.0	0.0	0.0	150094.0
COPE-0896.r1r2_fastp	69294.0	0.0	0.0	3154.0
COPE-0897.r1r2_fastp	3033526.0	0.0	0.0	60982.0
COPE-0898.r1r2_fastp	2106790.0	0.0	0.0	32202.0
COPE-0899.r1r2_fastp	2714248.0	0.0	0.0	60322.0
COPE-0900.r1r2_fastp	2573332.0	0.0	0.0	55646.0
COPE-0901.r1r2_fastp	12170288.0	0.0	0.0	255012.0
COPE-0902.r1r2_fastp	3317746.0	0.0	0.0	64670.0
COPE-0903.r1r2_fastp	4274198.0	0.0	0.0	81696.0
COPE-0904.r1r2_fastp	1154824.0	0.0	0.0	51064.0
COPE-0905.r1r2_fastp	352648.0	0.0	0.0	4788.0
COPE-0906.r1r2_fastp	448642.0	0.0	0.0	8252.0
COPE-0907.r1r2_fastp	23280750.0	0.0	0.0	524346.0
COPE-0908.r1r2_fastp	11313066.0	0.0	0.0	624734.0
COPE-0909.r1r2_fastp	4799158.0	0.0	0.0	93998.0
COPE-0910.r1r2_fastp	355454.0	0.0	0.0	6000.0
COPE-0911.r1r2_fastp	10128004.0	0.0	0.0	212624.0
COPE-0912.r1r2_fastp	4810572.0	0.0	0.0	89542.0
COPE-0913.r1r2_fastp	1568978.0	0.0	0.0	77344.0
COPE-0914.r1r2_fastp	3286414.0	0.0	0.0	55296.0
COPE-0915.r1r2_fastp	203926.0	0.0	0.0	3384.0
COPE-0916.r1r2_fastp	10679850.0	0.0	0.0	373136.0
COPE-0917.r1r2_fastp	683500.0	0.0	0.0	9798.0
COPE-0918.r1r2_fastp	2959800.0	0.0	0.0	58164.0
COPE-0919.r1r2_fastp	4111498.0	0.0	0.0	545878.0
COPE-0920.r1r2_fastp	9220628.0	0.0	0.0	190940.0
COPE-0921.r1r2_fastp	8707678.0	0.0	0.0	160504.0
COPE-0922.r1r2_fastp	314650.0	0.0	0.0	20600.0
COPE-0923.r1r2_fastp	527806.0	0.0	0.0	9040.0
COPE-0924.r1r2_fastp	8533192.0	0.0	0.0	164152.0
COPE-0925.r1r2_fastp	5653776.0	0.0	0.0	101932.0
COPE-0926.r1r2_fastp	9611342.0	0.0	0.0	402586.0
COPE-0927.r1r2_fastp	417892.0	0.0	0.0	7052.0
COPE-0928.r1r2_fastp	5509328.0	0.0	0.0	87494.0
COPE-0929.r1r2_fastp	4119044.0	0.0	0.0	72422.0
COPE-0930.r1r2_fastp	3000176.0	0.0	0.0	56844.0
COPE-0931.r1r2_fastp	16741180.0	0.0	0.0	372546.0
COPE-0932.r1r2_fastp	3969874.0	0.0	0.0	85232.0
COPE-0933.r1r2_fastp	4224796.0	0.0	0.0	163364.0
COPE-0934.r1r2_fastp	40178696.0	0.0	0.0	972180.0
COPE-0935.r1r2_fastp	771566.0	0.0	0.0	18804.0
COPE-0936.r1r2_fastp	6539718.0	0.0	0.0	136168.0
COPE-0937.r1r2_fastp	2125832.0	0.0	0.0	45050.0
COPE-0938.r1r2_fastp	4392042.0	0.0	0.0	68658.0
COPE-0939.r1r2_fastp	6712682.0	0.0	0.0	117664.0
COPE-0940.r1r2_fastp	17657366.0	0.0	0.0	312134.0
COPE-0941.r1r2_fastp	6978638.0	0.0	0.0	159572.0
COPE-0942.r1r2_fastp	9547222.0	0.0	0.0	216946.0
COPE-0943.r1r2_fastp	2812172.0	0.0	0.0	133264.0
COPE-0944.r1r2_fastp	2435284.0	0.0	0.0	52720.0
COPE-0945.r1r2_fastp	1477148.0	0.0	0.0	70070.0
COPE-0946.r1r2_fastp	77452.0	0.0	0.0	2160.0
COPE-0947.r1r2_fastp	10396828.0	0.0	0.0	249046.0
COPE-0948.r1r2_fastp	7274034.0	0.0	0.0	167062.0
COPE-0949.r1r2_fastp	1605282.0	0.0	0.0	99144.0
COPE-0950.r1r2_fastp	1445106.0	0.0	0.0	20324.0
COPE-0951.r1r2_fastp	1132186.0	0.0	0.0	24802.0
COPE-0952.r1r2_fastp	5942196.0	0.0	0.0	116658.0
COPE-0953.r1r2_fastp	916034.0	0.0	0.0	14554.0
COPE-0954.r1r2_fastp	447154.0	0.0	0.0	24654.0
COPE-0955.r1r2_fastp	614434.0	0.0	0.0	14318.0
COPE-0956.r1r2_fastp	7359532.0	0.0	0.0	112682.0
COPE-0957.r1r2_fastp	259962.0	0.0	0.0	9608.0
COPE-0958.r1r2_fastp	9157084.0	0.0	0.0	163732.0
COPE-0959.r1r2_fastp	2322.0	0.0	0.0	264.0
COPE-0960.r1r2_fastp	11263364.0	0.0	0.0	245922.0
COPE-0961.r1r2_fastp	3976916.0	0.0	0.0	64796.0
COPE-0962.r1r2_fastp	2063136.0	0.0	0.0	32454.0
COPE-0963.r1r2_fastp	2019036.0	0.0	0.0	99066.0
COPE-0964.r1r2_fastp	1867894.0	0.0	0.0	39702.0
COPE-0965.r1r2_fastp	3838462.0	0.0	0.0	71072.0
COPE-0966.r1r2_fastp	2454760.0	0.0	0.0	53788.0
COPE-0967.r1r2_fastp	3310760.0	0.0	0.0	59170.0
COPE-0968.r1r2_fastp	1018658.0	0.0	0.0	47762.0
COPE-0969.r1r2_fastp	241096.0	0.0	0.0	7322.0
COPE-0970.r1r2_fastp	8228678.0	0.0	0.0	186298.0
COPE-0971.r1r2_fastp	9449152.0	0.0	0.0	172194.0
COPE-0972.r1r2_fastp	4278250.0	0.0	0.0	74330.0
COPE-0973.r1r2_fastp	10490870.0	0.0	0.0	223474.0
COPE-0974.r1r2_fastp	4227800.0	0.0	0.0	74230.0
COPE-0975.r1r2_fastp	7272046.0	0.0	0.0	148120.0
COPE-0976.r1r2_fastp	3459224.0	0.0	0.0	170532.0
COPE-0977.r1r2_fastp	5498558.0	0.0	0.0	98066.0
COPE-0978.r1r2_fastp	1028386.0	0.0	0.0	23140.0
COPE-0979.r1r2_fastp	504018.0	0.0	0.0	26460.0
COPE-0980.r1r2_fastp	8708960.0	0.0	0.0	178810.0
COPE-0981.r1r2_fastp	5917368.0	0.0	0.0	113246.0
COPE-0982.r1r2_fastp	7858116.0	0.0	0.0	183774.0
COPE-0983.r1r2_fastp	6293120.0	0.0	0.0	289186.0
COPE-0984.r1r2_fastp	609294.0	0.0	0.0	13584.0
COPE-0985.r1r2_fastp	5106212.0	0.0	0.0	105782.0
COPE-0986.r1r2_fastp	125310.0	0.0	0.0	3920.0
COPE-0987.r1r2_fastp	16391280.0	0.0	0.0	273014.0
COPE-0988.r1r2_fastp	6041912.0	0.0	0.0	110076.0
COPE-0989.r1r2_fastp	3904098.0	0.0	0.0	73622.0
COPE-0990.r1r2_fastp	6218202.0	0.0	0.0	472204.0
COPE-0991.r1r2_fastp	3365592.0	0.0	0.0	188970.0
COPE-0992.r1r2_fastp	5080744.0	0.0	0.0	82602.0
COPE-0993.r1r2_fastp	2975484.0	0.0	0.0	49752.0
COPE-0994.r1r2_fastp	5766428.0	0.0	0.0	99812.0
COPE-0995.r1r2_fastp	16014502.0	0.0	0.0	341726.0
COPE-0996.r1r2_fastp	6093986.0	0.0	0.0	118792.0
COPE-0997.r1r2_fastp	297018.0	0.0	0.0	17678.0
COPE-0998.r1r2_fastp	1280430.0	0.0	0.0	19876.0
COPE-0999.r1r2_fastp	5454074.0	0.0	0.0	307548.0
COPE-1000.r1r2_fastp	1379576.0	0.0	0.0	20198.0
COPE-1001.r1r2_fastp	5158422.0	0.0	0.0	80364.0
COPE-1002.r1r2_fastp	2270436.0	0.0	0.0	138480.0
COPE-1003.r1r2_fastp	1751140.0	0.0	0.0	40138.0
COPE-1004.r1r2_fastp	2743688.0	0.0	0.0	61164.0
COPE-1005.r1r2_fastp	851004.0	0.0	0.0	28578.0
COPE-1006.r1r2_fastp	1027960.0	0.0	0.0	37368.0
COPE-1007.r1r2_fastp	16797858.0	0.0	0.0	336484.0
COPE-1008.r1r2_fastp	3992270.0	0.0	0.0	156090.0
COPE-1009.r1r2_fastp	1775770.0	0.0	0.0	33288.0
COPE-1010.r1r2_fastp	6672594.0	0.0	0.0	101116.0
COPE-1011.r1r2_fastp	499828.0	0.0	0.0	9862.0
COPE-1012.r1r2_fastp	1158530.0	0.0	0.0	14030.0
COPE-1013.r1r2_fastp	614270.0	0.0	0.0	40362.0
COPE-1014.r1r2_fastp	4700670.0	0.0	0.0	108140.0
COPE-1015.r1r2_fastp	9277998.0	0.0	0.0	185748.0
COPE-1016.r1r2_fastp	9409960.0	0.0	0.0	166000.0
COPE-1017.r1r2_fastp	14936152.0	0.0	0.0	373732.0
COPE-1018.r1r2_fastp	996958.0	0.0	0.0	17626.0
COPE-1019.r1r2_fastp	6505136.0	0.0	0.0	120416.0
COPE-1020.r1r2_fastp	3520596.0	0.0	0.0	57178.0
COPE-1021.r1r2_fastp	998144.0	0.0	0.0	102708.0
COPE-1022.r1r2_fastp	7476.0	0.0	0.0	1330.0
COPE-1023.r1r2_fastp	1186954.0	0.0	0.0	18872.0
COPE-1024.r1r2_fastp	7244484.0	0.0	0.0	157246.0
COPE-1025.r1r2_fastp	698176.0	0.0	0.0	134356.0
COPE-1026.r1r2_fastp	2808264.0	0.0	0.0	384800.0
COPE-1027.r1r2_fastp	9567206.0	0.0	0.0	543764.0
COPE-1028.r1r2_fastp	14022754.0	0.0	0.0	217760.0
COPE-1029.r1r2_fastp	1956750.0	0.0	0.0	37852.0
COPE-1030.r1r2_fastp	5458576.0	0.0	0.0	123078.0
COPE-1031.r1r2_fastp	3201418.0	0.0	0.0	71948.0
COPE-1032.r1r2_fastp	5010026.0	0.0	0.0	101966.0
COPE-1033.r1r2_fastp	2486074.0	0.0	0.0	132528.0
COPE-1034.r1r2_fastp	4225156.0	0.0	0.0	90152.0
COPE-1035.r1r2_fastp	9422730.0	0.0	0.0	356584.0
COPE-1036.r1r2_fastp	1169004.0	0.0	0.0	127152.0
COPE-1037.r1r2_fastp	1218268.0	0.0	0.0	56562.0
COPE-1038.r1r2_fastp	2590742.0	0.0	0.0	102638.0
COPE-1039.r1r2_fastp	2878444.0	0.0	0.0	111298.0
COPE-1040.r1r2_fastp	3022946.0	0.0	0.0	63416.0
COPE-1041.r1r2_fastp	1146056.0	0.0	0.0	62408.0
COPE-1042.r1r2_fastp	10358742.0	0.0	0.0	166298.0
COPE-1043.r1r2_fastp	2532252.0	0.0	0.0	48020.0
COPE-1044.r1r2_fastp	1540742.0	0.0	0.0	69184.0
COPE-1045.r1r2_fastp	1984556.0	0.0	0.0	134494.0
COPE-1046.r1r2_fastp	11467306.0	0.0	0.0	446164.0
COPE-1047.r1r2_fastp	6305204.0	0.0	0.0	354154.0
COPE-1048.r1r2_fastp	11603294.0	0.0	0.0	270266.0
COPE-1049.r1r2_fastp	4614448.0	0.0	0.0	90306.0
COPE-1050.r1r2_fastp	6996964.0	0.0	0.0	266536.0
COPE-1051.r1r2_fastp	3591210.0	0.0	0.0	63084.0
COPE-1052.r1r2_fastp	163224.0	0.0	0.0	38708.0
COPE-1053.r1r2_fastp	2982422.0	0.0	0.0	140958.0
COPE-1054.r1r2_fastp	1548508.0	0.0	0.0	29430.0
COPE-1055.r1r2_fastp	1504972.0	0.0	0.0	53120.0
COPE-1056.r1r2_fastp	7872502.0	0.0	0.0	168726.0
COPE-1057.r1r2_fastp	750.0	0.0	0.0	10.0
COPE-1058.r1r2_fastp	4810312.0	0.0	0.0	65888.0
COPE-1059.r1r2_fastp	15545716.0	0.0	0.0	264004.0
COPE-1060.r1r2_fastp	8879662.0	0.0	0.0	446088.0
COPE-1061.r1r2_fastp	2305680.0	0.0	0.0	121688.0
COPE-1062.r1r2_fastp	1507114.0	0.0	0.0	24306.0
COPE-1063.r1r2_fastp	10933216.0	0.0	0.0	460446.0
COPE-1064.r1r2_fastp	511290.0	0.0	0.0	25874.0
COPE-1065.r1r2_fastp	295668.0	0.0	0.0	17472.0
COPE-1066.r1r2_fastp	46534.0	0.0	0.0	2586.0
COPE-1067.r1r2_fastp	899452.0	0.0	0.0	23730.0
COPE-1068.r1r2_fastp	9428374.0	0.0	0.0	500348.0
COPE-1069.r1r2_fastp	1341668.0	0.0	0.0	19312.0
COPE-1070.r1r2_fastp	2706510.0	0.0	0.0	59986.0
COPE-1071.r1r2_fastp	1524822.0	0.0	0.0	79318.0
COPE-1072.r1r2_fastp	13020118.0	0.0	0.0	232182.0
COPE-1073.r1r2_fastp	7137920.0	0.0	0.0	137640.0
COPE-1074.r1r2_fastp	6206992.0	0.0	0.0	125954.0
COPE-1075.r1r2_fastp	8261566.0	0.0	0.0	154534.0
COPE-1076.r1r2_fastp	1949018.0	0.0	0.0	124410.0
COPE-1077.r1r2_fastp	75760.0	0.0	0.0	1278.0
COPE-1078.r1r2_fastp	1297010.0	0.0	0.0	21402.0
COPE-1079.r1r2_fastp	12859240.0	0.0	0.0	217586.0
COPE-1080.r1r2_fastp	4044204.0	0.0	0.0	84756.0
COPE-1081.r1r2_fastp	4857408.0	0.0	0.0	97466.0
COPE-1082.r1r2_fastp	1545660.0	0.0	0.0	73836.0
COPE-1083.r1r2_fastp	4504.0	0.0	0.0	118.0
COPE-1084.r1r2_fastp	958256.0	0.0	0.0	26106.0
COPE-1085.r1r2_fastp	2144930.0	0.0	0.0	27848.0
COPE-1086.r1r2_fastp	2233518.0	0.0	0.0	95164.0
COPE-1087.r1r2_fastp	2972666.0	0.0	0.0	54972.0
COPE-1088.r1r2_fastp	1029886.0	0.0	0.0	33348.0
COPE-1089.r1r2_fastp	2929036.0	0.0	0.0	195096.0
COPE-1090.r1r2_fastp	1360766.0	0.0	0.0	625904.0
COPE-1091.r1r2_fastp	1074476.0	0.0	0.0	19568.0
COPE-1092.r1r2_fastp	402214.0	0.0	0.0	6792.0
COPE-1093.r1r2_fastp	4696286.0	0.0	0.0	104986.0
COPE-1094.r1r2_fastp	1093776.0	0.0	0.0	22742.0
COPE-1095.r1r2_fastp	11105730.0	0.0	0.0	202534.0
COPE-1096.r1r2_fastp	1891658.0	0.0	0.0	36972.0
COPE-1097.r1r2_fastp	25217270.0	0.0	0.0	4459466.0
COPE-1098.r1r2_fastp	1451888.0	0.0	0.0	60004.0
COPE-1099.r1r2_fastp	1141218.0	0.0	0.0	22970.0
COPE-1100.r1r2_fastp	3794944.0	0.0	0.0	78676.0
COPE-1101.r1r2_fastp	1084188.0	0.0	0.0	25544.0
COPE-1102.r1r2_fastp	275028.0	0.0	0.0	4950.0
COPE-1103.r1r2_fastp	13799748.0	0.0	0.0	259224.0
COPE-1104.r1r2_fastp	165880.0	0.0	0.0	3244.0
COPE-1105.r1r2_fastp	4391992.0	0.0	0.0	179712.0
COPE-1106.r1r2_fastp	7838148.0	0.0	0.0	169058.0
COPE-1107.r1r2_fastp	4541546.0	0.0	0.0	80894.0
COPE-1108.r1r2_fastp	13509568.0	0.0	0.0	406392.0
COPE-1109.r1r2_fastp	449470.0	0.0	0.0	9344.0
COPE-1110.r1r2_fastp	6749046.0	0.0	0.0	150714.0
COPE-1111.r1r2_fastp	4758884.0	0.0	0.0	171268.0
COPE-1112.r1r2_fastp	3590982.0	0.0	0.0	157552.0
COPE-1113.r1r2_fastp	402036.0	0.0	0.0	20758.0
COPE-1114.r1r2_fastp	3005174.0	0.0	0.0	130426.0
COPE-1115.r1r2_fastp	11245676.0	0.0	0.0	211060.0
COPE-1116.r1r2_fastp	5249646.0	0.0	0.0	177674.0
COPE-1117.r1r2_fastp	5806500.0	0.0	0.0	98582.0
COPE-1118.r1r2_fastp	1238708.0	0.0	0.0	20760.0
COPE-1119.r1r2_fastp	8655696.0	0.0	0.0	432076.0
COPE-1120.r1r2_fastp	659720.0	0.0	0.0	40424.0
COPE-1121.r1r2_fastp	10498194.0	0.0	0.0	173644.0
COPE-1122.r1r2_fastp	4664730.0	0.0	0.0	98130.0
COPE-1123.r1r2_fastp	1187722.0	0.0	0.0	22526.0
COPE-1124.r1r2_fastp	1021744.0	0.0	0.0	16504.0
COPE-1125.r1r2_fastp	5536616.0	0.0	0.0	112580.0
COPE-1126.r1r2_fastp	14094082.0	0.0	0.0	260882.0
COPE-1127.r1r2_fastp	1540504.0	0.0	0.0	31948.0
COPE-1128.r1r2_fastp	9811088.0	0.0	0.0	375314.0
COPE-1129.r1r2_fastp	940000.0	0.0	0.0	13836.0
COPE-1130.r1r2_fastp	1193770.0	0.0	0.0	19084.0
COPE-1131.r1r2_fastp	5992474.0	0.0	0.0	249356.0
COPE-1132.r1r2_fastp	3307878.0	0.0	0.0	49116.0
COPE-1133.r1r2_fastp	3198.0	0.0	0.0	62.0
COPE-1134.r1r2_fastp	374786.0	0.0	0.0	8384.0
COPE-1135.r1r2_fastp	3867262.0	0.0	0.0	67000.0
COPE-1136.r1r2_fastp	8324034.0	0.0	0.0	304218.0
COPE-1137.r1r2_fastp	943000.0	0.0	0.0	15920.0
COPE-1138.r1r2_fastp	10854588.0	0.0	0.0	587382.0
COPE-1139.r1r2_fastp	4272016.0	0.0	0.0	75090.0
COPE-1140.r1r2_fastp	3345222.0	0.0	0.0	68578.0
COPE-1141.r1r2_fastp	2795522.0	0.0	0.0	793190.0
COPE-1142.r1r2_fastp	5646994.0	0.0	0.0	122046.0
COPE-1143.r1r2_fastp	3311862.0	0.0	0.0	56036.0
COPE-1144.r1r2_fastp	2588782.0	0.0	0.0	111360.0
COPE-1145.r1r2_fastp	5037248.0	0.0	0.0	92126.0
COPE-1146.r1r2_fastp	11954518.0	0.0	0.0	465488.0
COPE-1147.r1r2_fastp	57858.0	0.0	0.0	16230.0
COPE-1148.r1r2_fastp	3014220.0	0.0	0.0	47406.0
COPE-1149.r1r2_fastp	2667624.0	0.0	0.0	50668.0
COPE-1150.r1r2_fastp	951456.0	0.0	0.0	44344.0
COPE-1151.r1r2_fastp	384682.0	0.0	0.0	16590.0
COPE-1152.r1r2_fastp	6279182.0	0.0	0.0	111912.0
COPE-1153.r1r2_fastp	724262.0	0.0	0.0	13212.0
COPE-1154.r1r2_fastp	9869530.0	0.0	0.0	438072.0
COPE-1155.r1r2_fastp	2398182.0	0.0	0.0	119820.0
COPE-1156.r1r2_fastp	5530762.0	0.0	0.0	241552.0
COPE-1157.r1r2_fastp	1817620.0	0.0	0.0	126034.0
COPE-1158.r1r2_fastp	83472.0	0.0	0.0	6742.0
COPE-1159.r1r2_fastp	9442102.0	0.0	0.0	372680.0
COPE-1160.r1r2_fastp	9094834.0	0.0	0.0	154328.0
COPE-1161.r1r2_fastp	12647904.0	0.0	0.0	255354.0
COPE-1162.r1r2_fastp	454416.0	0.0	0.0	17322.0
COPE-1163.r1r2_fastp	343398.0	0.0	0.0	5168.0
COPE-1164.r1r2_fastp	114236.0	0.0	0.0	2464.0
COPE-1165.r1r2_fastp	465850.0	0.0	0.0	30742.0
COPE-1166.r1r2_fastp	3950672.0	0.0	0.0	184336.0
COPE-1167.r1r2_fastp	9979766.0	0.0	0.0	185426.0
COPE-1168.r1r2_fastp	5855216.0	0.0	0.0	97080.0
COPE-1169.r1r2_fastp	15210132.0	0.0	0.0	249232.0
COPE-1170.r1r2_fastp	1709328.0	0.0	0.0	75202.0
COPE-1171.r1r2_fastp	3609932.0	0.0	0.0	74578.0
COPE-1172.r1r2_fastp	6227418.0	0.0	0.0	146278.0
COPE-1173.r1r2_fastp	8815326.0	0.0	0.0	178536.0
COPE-1174.r1r2_fastp	7367632.0	0.0	0.0	129780.0
COPE-1175.r1r2_fastp	778244.0	0.0	0.0	50334.0
COPE-1176.r1r2_fastp	2162750.0	0.0	0.0	35832.0
COPE-1177.r1r2_fastp	1096902.0	0.0	0.0	48870.0
COPE-1178.r1r2_fastp	14288168.0	0.0	0.0	311480.0
COPE-1179.r1r2_fastp	5091546.0	0.0	0.0	96082.0
COPE-1180.r1r2_fastp	1042096.0	0.0	0.0	18556.0
COPE-1181.r1r2_fastp	122514.0	0.0	0.0	2318.0
COPE-1182.r1r2_fastp	1307810.0	0.0	0.0	21826.0
COPE-1183.r1r2_fastp	2744602.0	0.0	0.0	61306.0
COPE-1184.r1r2_fastp	5575172.0	0.0	0.0	95900.0
COPE-1185.r1r2_fastp	7928728.0	0.0	0.0	130496.0
COPE-1186.r1r2_fastp	5780208.0	0.0	0.0	76096.0
COPE-1187.r1r2_fastp	486094.0	0.0	0.0	20994.0
COPE-1188.r1r2_fastp	15720802.0	0.0	0.0	301682.0
COPE-1189.r1r2_fastp	940518.0	0.0	0.0	49502.0
COPE-1190.r1r2_fastp	1514228.0	0.0	0.0	75882.0
COPE-1191.r1r2_fastp	1759208.0	0.0	0.0	111622.0
COPE-1192.r1r2_fastp	70050.0	0.0	0.0	1272.0
COPE-1193.r1r2_fastp	1504646.0	0.0	0.0	412586.0
COPE-1194.r1r2_fastp	12770224.0	0.0	0.0	213578.0
COPE-1195.r1r2_fastp	914168.0	0.0	0.0	16156.0
COPE-1196.r1r2_fastp	4649022.0	0.0	0.0	1549008.0
COPE-1197.r1r2_fastp	5046272.0	0.0	0.0	113422.0
COPE-1198.r1r2_fastp	808190.0	0.0	0.0	27544.0
COPE-1199.r1r2_fastp	10858958.0	0.0	0.0	262710.0
COPE-1200.r1r2_fastp	819252.0	0.0	0.0	13714.0
COPE-1201.r1r2_fastp	2604902.0	0.0	0.0	48366.0
COPE-1202.r1r2_fastp	3431866.0	0.0	0.0	55576.0
COPE-1203.r1r2_fastp	4920152.0	0.0	0.0	404528.0
COPE-1204.r1r2_fastp	377064.0	0.0	0.0	7032.0
COPE-1205.r1r2_fastp	3654522.0	0.0	0.0	68224.0
COPE-1206.r1r2_fastp	3144966.0	0.0	0.0	138736.0
COPE-1207.r1r2_fastp	9455250.0	0.0	0.0	219072.0
COPE-1208.r1r2_fastp	3250526.0	0.0	0.0	54192.0
COPE-1209.r1r2_fastp	2264352.0	0.0	0.0	48310.0
COPE-1210.r1r2_fastp	6758618.0	0.0	0.0	104152.0
COPE-1211.r1r2_fastp	11443940.0	0.0	0.0	224984.0
COPE-1212.r1r2_fastp	1243338.0	0.0	0.0	30336.0
COPE-1213.r1r2_fastp	668192.0	0.0	0.0	30144.0
COPE-1214.r1r2_fastp	711594.0	0.0	0.0	12598.0
COPE-1215.r1r2_fastp	505682.0	0.0	0.0	10410.0
COPE-1216.r1r2_fastp	1834646.0	0.0	0.0	88198.0
COPE-1217.r1r2_fastp	1345498.0	0.0	0.0	30392.0
COPE-1218.r1r2_fastp	532462.0	0.0	0.0	13708.0
COPE-1219.r1r2_fastp	4042080.0	0.0	0.0	75644.0
COPE-1220.r1r2_fastp	406742.0	0.0	0.0	8180.0
COPE-1221.r1r2_fastp	7311624.0	0.0	0.0	425688.0
COPE-1222.r1r2_fastp	1887530.0	0.0	0.0	30978.0
COPE-1223.r1r2_fastp	1781606.0	0.0	0.0	32426.0
COPE-1224.r1r2_fastp	4193282.0	0.0	0.0	83038.0
COPE-1225.r1r2_fastp	1303688.0	0.0	0.0	18190.0
COPE-1226.r1r2_fastp	5986836.0	0.0	0.0	223322.0
COPE-1227.r1r2_fastp	4474528.0	0.0	0.0	311578.0
COPE-1228.r1r2_fastp	885828.0	0.0	0.0	43100.0
COPE-1229.r1r2_fastp	65169922.0	0.0	0.0	1235888.0
COPE-1230.r1r2_fastp	8178770.0	0.0	0.0	163472.0
COPE-1231.r1r2_fastp	15136382.0	0.0	0.0	297458.0
COPE-1232.r1r2_fastp	3341504.0	0.0	0.0	65960.0
COPE-1233.r1r2_fastp	4738386.0	0.0	0.0	102016.0
COPE-1234.r1r2_fastp	34013594.0	0.0	0.0	615908.0
COPE-1235.r1r2_fastp	3418086.0	0.0	0.0	57612.0
COPE-1236.r1r2_fastp	1990184.0	0.0	0.0	31340.0
COPE-1237.r1r2_fastp	2850108.0	0.0	0.0	57244.0
COPE-1238.r1r2_fastp	10713332.0	0.0	0.0	534154.0
COPE-1239.r1r2_fastp	46578.0	0.0	0.0	4892.0
COPE-1240.r1r2_fastp	2724520.0	0.0	0.0	51068.0
COPE-1241.r1r2_fastp	5790968.0	0.0	0.0	126210.0
COPE-1242.r1r2_fastp	434814.0	0.0	0.0	8334.0
COPE-1243.r1r2_fastp	4338528.0	0.0	0.0	69700.0
COPE-1244.r1r2_fastp	56398.0	0.0	0.0	2526.0
COPE-1245.r1r2_fastp	7117630.0	0.0	0.0	313696.0
COPE-1246.r1r2_fastp	1731894.0	0.0	0.0	25392.0
COPE-1247.r1r2_fastp	38558.0	0.0	0.0	714.0
COPE-1248.r1r2_fastp	5443924.0	0.0	0.0	99264.0
COPE-1249.r1r2_fastp	1702206.0	0.0	0.0	195876.0
COPE-1250.r1r2_fastp	159012.0	0.0	0.0	3334.0
COPE-1251.r1r2_fastp	5132212.0	0.0	0.0	112232.0
COPE-1252.r1r2_fastp	4710872.0	0.0	0.0	87498.0
COPE-1253.r1r2_fastp	6537300.0	0.0	0.0	117232.0
COPE-1254.r1r2_fastp	4804594.0	0.0	0.0	127772.0
COPE-1255.r1r2_fastp	815104.0	0.0	0.0	18070.0
COPE-1256.r1r2_fastp	9204962.0	0.0	0.0	225612.0
COPE-1257.r1r2_fastp	2530842.0	0.0	0.0	71708.0
COPE-1258.r1r2_fastp	559070.0	0.0	0.0	10392.0
COPE-1259.r1r2_fastp	6504704.0	0.0	0.0	126444.0
COPE-1260.r1r2_fastp	570852.0	0.0	0.0	20088.0
COPE-1261.r1r2_fastp	16130392.0	0.0	0.0	318088.0
COPE-1262.r1r2_fastp	9264.0	0.0	0.0	358.0
COPE-1263.r1r2_fastp	560502.0	0.0	0.0	7968.0
COPE-1264.r1r2_fastp	4141526.0	0.0	0.0	55664.0
COPE-1265.r1r2_fastp	1599218.0	0.0	0.0	26698.0
COPE-1266.r1r2_fastp	1638044.0	0.0	0.0	31220.0
