Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Blank-1.r1r2_fastp	51.8205651034081	13.486746286047188	8.34547043402272	5.738421205942325	3.874162540052432	2.7090008738712497	1.7768715409263034	1.4855811243810078	1.1360326245266532	0.8156131663268279	0.5971453539178561	0.3204194581998252	0.2621613748907661	0.33498397902709004	0.27672589571803086	0.18933877075444216	0.20390329158170697	0.11651616661811826	0.2330323332362365	0.18933877075444216	0.18933877075444216	0.14564520827264782	0.10195164579085349	0.14564520827264782	0.11651616661811826	0.17477424992717738	0.1602097290999126	0.11651616661811826	0.043693562481794346	0.10195164579085349	4.791727352170113
Blank-2.r1r2_fastp	55.97855964815833	10.788894997251237	4.672897196261682	2.2402418911489828	1.525563496426608	1.0720175920835624	0.6871907641561297	0.7971412864211105	0.7833974711379879	0.7559098405717427	0.4398020890599231	0.4947773501924134	0.5634964266080263	0.6734469488730072	0.508521165475536	0.5909840571742716	0.4398020890599231	0.39857064321055524	0.7284222100054976	0.5222649807586587	0.46728971962616817	0.34359538207806484	0.42605827377680044	0.39857064321055524	0.35733919736118747	0.34359538207806484	0.38482682792743267	0.38482682792743267	0.3710830126443101	0.32985156679494226	11.531061022539857
COPE-0469.r1r2_fastp	49.425828313253014	16.67921686746988	7.83132530120482	4.508659638554216	2.682605421686747	2.136671686746988	1.7319277108433735	1.5813253012048192	1.355421686746988	1.0542168674698795	1.016566265060241	0.9036144578313252	0.6965361445783133	0.6588855421686748	0.5835843373493975	0.42356927710843373	0.6682981927710843	0.40474397590361444	0.47063253012048195	0.30120481927710846	0.23531626506024098	0.30120481927710846	0.2635542168674699	0.28237951807228917	0.17884036144578314	0.24472891566265062	0.2259036144578313	0.31061746987951805	0.1976656626506024	0.17884036144578314	2.4661144578313254
COPE-0470.r1r2_fastp	58.66098081023454	14.63539445628998	6.319829424307036	3.5565031982942434	2.0810234541577826	1.424307036247335	1.2452025586353945	0.8699360341151386	0.7078891257995735	0.7420042643923241	0.511727078891258	0.4349680170575693	0.3923240938166312	0.4349680170575693	0.3326226012793177	0.3326226012793177	0.3923240938166312	0.21321961620469082	0.22174840085287845	0.2302771855010661	0.24733475479744135	0.11940298507462686	0.16204690831556504	0.1961620469083156	0.11940298507462686	0.16204690831556504	0.21321961620469082	0.09381663113006396	0.2302771855010661	0.21321961620469082	4.50319829424307
COPE-0471.r1r2_fastp	47.83695277490521	13.012754222681833	6.851085832471561	3.7745604963805586	3.1368493622888662	2.39572561185798	1.7752499138228197	1.5253360910031024	1.2581868321268528	1.335746294381248	0.9393312650810065	0.8876249569114099	0.9651844191658049	0.6807997242330232	0.7238883143743536	0.4567390554981041	0.5687693898655636	0.4136504653567736	0.42226818338503963	0.4653567735263702	0.42226818338503963	0.43950361944157185	0.3791795932437091	0.301620130989314	0.3274732850741124	0.3102378490175801	0.2843846949327818	0.2843846949327818	0.19820751465012063	0.301620130989314	7.3250603240261976
COPE-0472.r1r2_fastp	33.14285714285714	15.202380952380953	10.761904761904761	6.9523809523809526	5.785714285714286	4.416666666666667	3.357142857142857	2.5238095238095237	2.238095238095238	1.7500000000000002	1.607142857142857	1.0476190476190477	0.9285714285714286	0.9285714285714286	0.8333333333333334	0.6190476190476191	0.5357142857142857	0.44047619047619047	0.4642857142857143	0.38095238095238093	0.2619047619047619	0.30952380952380953	0.2142857142857143	0.2380952380952381	0.16666666666666669	0.13095238095238096	0.27380952380952384	0.2261904761904762	0.14285714285714285	0.17857142857142858	3.9404761904761907
COPE-0473.r1r2_fastp	39.554971364191154	17.294150783963946	9.679842268331612	6.130879729602854	4.347009670453478	3.351797953243827	2.065533752699277	1.905924326354333	1.577316683879448	1.3238193596845367	1.2205426720495727	1.0890996150596188	0.9294901887146746	0.8731574500046944	0.7229368134447469	0.5445498075298094	0.5821049666697963	0.5163834381748192	0.5445498075298094	0.4131067505398554	0.394329170969862	0.3004412731198948	0.2816636935499014	0.3849403811848653	0.2722749037649047	0.2065533752699277	0.15960942634494416	0.16899821612994084	0.1220542672049573	0.23471974462491782	2.8072481457140177
COPE-0474.r1r2_fastp	51.252350507709664	11.84655885671305	6.20534035351636	4.475366679202708	3.4599473486273036	2.572395637457691	2.173749529898458	1.9631440391124484	1.5644979315532155	1.0831139526137645	0.9477247085370439	1.0304625799172622	0.8499435878149681	0.6167732230161714	0.7446408424219632	0.571643474990598	0.6543813463708161	0.5866867243324558	0.4061677322301617	0.4663407295975931	0.376081233546446	0.2181271154569387	0.35351635953365923	0.2106054907860098	0.22564874012786762	0.24821361414065438	0.1053027453930049	0.20308386611508086	0.19556224144415194	0.20308386611508086	4.189544941707409
COPE-0475.r1r2_fastp	49.34725848563969	11.779186870570681	7.154046997389034	4.304364043267437	3.245057814248415	2.879522566206639	2.16337187616561	1.939574785527788	1.4994405072734054	1.0667661320402835	0.947407683700112	0.9324878776575904	0.8951883625512868	0.7459903021260723	0.7832898172323759	0.6788511749347258	0.6266318537859008	0.484893696381947	0.4923535994032078	0.4177545691906005	0.4699738903394256	0.3804550540842969	0.29839612085042894	0.3207758299142111	0.3879149571055576	0.2834763148079075	0.216337187616561	0.2536367027228646	0.14173815740395376	0.1939574785527788	4.669899291309213
COPE-0476.r1r2_fastp	55.25978191148172	15.755291853752407	7.36048749198204	4.257536882617062	2.9666452854393843	2.317190506735087	1.7559332905708787	1.290891597177678	1.1064785118665812	0.8579217447081462	0.6254008980115459	0.5532392559332906	0.45702373316228356	0.42495189223861446	0.3287363694676074	0.3367543296985247	0.30468248877485565	0.20044900577293137	0.21648492623476587	0.27261064785118666	0.1763951250801796	0.19243104554201412	0.18441308531109687	0.12828736369467605	0.1042334830019243	0.06414368184733803	0.12026940346375882	0.07216164207825529	0.12026940346375882	0.12026940346375882	2.0686337395766516
