999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99728	0.00000	0.00000	0.00000	0.00272
2	0.00000	0.99843	0.00000	0.00000	0.00000	0.00157
3	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
4	0.00000	0.96990	0.00000	0.00088	0.00000	0.02921
5	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
6	0.00000	0.99976	0.00000	0.00000	0.00000	0.00024
7	0.00000	0.89539	0.00000	0.00000	0.00000	0.10461
8	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
9	0.00000	0.99905	0.00000	0.00000	0.00000	0.00095
10	0.00000	0.00000	0.00008	0.05347	0.94645	0.00000
11	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
12	0.00000	0.16137	0.00000	0.09367	0.00000	0.74496
13	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
14	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
15	0.00000	0.99992	0.00000	0.00000	0.00000	0.00008
16	0.00000	0.99778	0.00000	0.00000	0.00000	0.00221
17	0.99979	0.00000	0.00000	0.00000	0.00021	0.00000
18	0.99412	0.00000	0.00000	0.00003	0.00584	0.00000
19	0.00000	0.97317	0.00000	0.00071	0.00000	0.02612
20	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
21	0.00091	0.04099	0.03962	0.40070	0.02156	0.49623
22	0.00000	0.94872	0.00000	0.00209	0.00000	0.04919
23	0.99424	0.00000	0.00000	0.00001	0.00575	0.00000
24	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
26	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
27	0.00000	0.99970	0.00000	0.00000	0.00000	0.00030
28	0.00000	0.99581	0.00000	0.00000	0.00000	0.00419
29	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
30	0.99746	0.00000	0.00000	0.00000	0.00254	0.00000
31	0.99890	0.00000	0.00000	0.00000	0.00110	0.00000
32	0.00000	0.97708	0.00000	0.00049	0.00000	0.02243
33	0.99158	0.00000	0.00000	0.00002	0.00840	0.00000
34	0.00426	0.25106	0.03160	0.37012	0.03874	0.30422
