prior,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
Jeffreys,pure_a,0.17150319346,0.17122600000000002,0.013511164283746947,0.013457560200000001,0.14973395000000003,0.19406344999999997,1.0001062816056594,49087.24942477521,48967.04968488822
Jeffreys,pure_b,0.804922357,0.8050950000000001,0.014227796377534628,0.014106197700000218,0.7811189999999999,0.8280710500000001,1.0000668222866334,49410.191444200376,48777.40154787272
Jeffreys,F1,0.00407174082,0.003656,0.0022846635765466404,0.0020800878000000003,0.001156,0.008409999999999999,1.0001092508910026,49092.91777878132,48542.58330347823
Jeffreys,F2,0.0083704766,0.007962,0.0033637759673538917,0.0032646851999999986,0.003642,0.014552,0.999991582878603,49550.47176553136,48522.64085926206
Jeffreys,a_bx,0.00537274244,0.004966,0.0026267339192321128,0.0024714942,0.0018779500000000002,0.010272149999999989,0.999944763316793,50620.7203261647,49263.6627187491
Jeffreys,b_bx,0.0057594905200000004,0.005333,0.002803214642626708,0.0026145650999999997,0.002026,0.011023049999999993,0.9999720392929854,49117.67108344838,49436.73895888899
