Indiv,Z,pure_a,pure_b,F1,F2,a_bx,b_bx
COPE_0954.fp2.repr,z1,0,1,0,0,0,0
COPE_0955.fp2.repr,NA,0,1,0,0,0,0
COPE_0956.fp2.repr,NA,0,1,0,0,0,0
COPE_0957.fp2.repr,z1,0,0.99973,0,1e-5,0,2.6e-4
COPE_0958.fp2.repr,z1,0,1,0,0,0,0
COPE_0960.fp2.repr,z1,0,1,0,0,0,0
COPE_0961.fp2.repr,z1,0,1,0,0,0,0
COPE_0962.fp2.repr,z1,0,1,0,0,0,0
COPE_0963.fp2.repr,NA,0,1,0,0,0,0
COPE_0964.fp2.repr,z1,0,1,0,0,0,0
COPE_0965.fp2.repr,z1,0,1,0,0,0,0
COPE_0966.fp2.repr,z1,0,1,0,0,0,0
COPE_0967.fp2.repr,z1,0,1,0,0,0,0
COPE_0968.fp2.repr,z1,0,1,0,0,0,0
COPE_0969.fp2.repr,z1,0,1,0,0,0,0
COPE_0970.fp2.repr,z1,0,1,0,0,0,0
COPE_0971.fp2.repr,z1,0,1,0,0,0,0
COPE_0972.fp2.repr,z1,0,1,0,0,0,0
COPE_0973.fp2.repr,z1,0,1,0,0,0,0
COPE_0974.fp2.repr,z1,0,1,0,0,0,0
COPE_0975.fp2.repr,z1,0,1,0,0,0,0
COPE_0976.fp2.repr,z1,0,1,0,0,0,0
COPE_0977.fp2.repr,z1,0,1,0,0,0,0
COPE_0978.fp2.repr,NA,0,1,0,0,0,0
COPE_0979.fp2.repr,z1,0,1,0,0,0,0
COPE_0980.fp2.repr,NA,0,1,0,0,0,0
COPE_0981.fp2.repr,z1,0,1,0,0,0,0
COPE_0982.fp2.repr,z1,0,1,0,0,0,0
COPE_0983.fp2.repr,z1,0,1,0,0,0,0
COPE_0984.fp2.repr,NA,0,0.05967976128095487,0,0.9254982980068079,0,0.01482194071223715
COPE_0985.fp2.repr,NA,0,1,0,0,0,0
COPE_0986.fp2.repr,z1,0,1,0,0,0,0
COPE_0987.fp2.repr,z1,0,1,0,0,0,0
COPE_0988.fp2.repr,NA,0,1,0,0,0,0
COPE_0989.fp2.repr,z1,0,1,0,0,0,0
COPE_0990.fp2.repr,z0,1,0,0,0,0,0
COPE_0991.fp2.repr,z0,1,0,0,0,0,0
COPE_0992.fp2.repr,NA,0,1,0,0,0,0
COPE_0993.fp2.repr,z1,0,1,0,0,0,0
COPE_0994.fp2.repr,z1,0,1,0,0,0,0
COPE_0995.fp2.repr,z1,0,1,0,0,0,0
COPE_0996.fp2.repr,NA,0,1,0,0,0,0
COPE_0997.fp2.repr,NA,1,0,0,0,0,0
COPE_0998.fp2.repr,z1,0,1,0,0,0,0
COPE_0999.fp2.repr,NA,1,0,0,0,0,0
COPE_1000.fp2.repr,z1,0,1,0,0,0,0
COPE_1001.fp2.repr,z1,0,1,0,0,0,0
COPE_1002.fp2.repr,z0,1,0,0,0,0,0
COPE_1003.fp2.repr,NA,0,1,0,0,0,0
COPE_1004.fp2.repr,z1,0,1,0,0,0,0
COPE_1005.fp2.repr,z1,0,1,0,0,0,0
COPE_1006.fp2.repr,z1,0,1,0,0,0,0
COPE_1007.fp2.repr,z1,0,1,0,0,0,0
COPE_1008.fp2.repr,z1,0,1,0,0,0,0
COPE_1009.fp2.repr,z1,0,1,0,0,0,0
COPE_1010.fp2.repr,z1,0,1,0,0,0,0
COPE_1011.fp2.repr,z1,0,1,0,0,0,0
COPE_1012.fp2.repr,z1,0,1,0,0,0,0
COPE_1013.fp2.repr,NA,0,1,0,0,0,0
COPE_1014.fp2.repr,NA,0,1,0,0,0,0
COPE_1015.fp2.repr,z1,0,1,0,0,0,0
COPE_1016.fp2.repr,NA,0,1,0,0,0,0
COPE_1017.fp2.repr,z0,1,0,0,0,0,0
COPE_1018.fp2.repr,z1,0,1,0,0,0,0
COPE_1019.fp2.repr,z1,0,1,0,0,0,0
COPE_1020.fp2.repr,z1,0,1,0,0,0,0
COPE_1021.fp2.repr,NA,1,0,0,0,0,0
COPE_1023.fp2.repr,NA,0,1,0,0,0,0
COPE_1024.fp2.repr,z1,0,1,0,0,0,0
COPE_1025.fp2.repr,NA,1,0,0,0,0,0
COPE_1026.fp2.repr,z0,1,0,0,0,0,0
COPE_1027.fp2.repr,z0,1,0,0,0,0,0
COPE_1028.fp2.repr,z1,0,1,0,0,0,0
COPE_1029.fp2.repr,z1,0,1,0,0,0,0
COPE_1030.fp2.repr,NA,0,1,0,0,0,0
COPE_1031.fp2.repr,z1,0,1,0,0,0,0
COPE_1032.fp2.repr,NA,0,1,0,0,0,0
COPE_1033.fp2.repr,NA,1,0,0,0,0,0
COPE_1034.fp2.repr,NA,0,1,0,0,0,0
COPE_1035.fp2.repr,z1,0,1,0,0,0,0
COPE_1036.fp2.repr,z0,1,0,0,0,0,0
COPE_1037.fp2.repr,NA,0,1,0,0,0,0
COPE_1038.fp2.repr,z1,0,1,0,0,0,0
COPE_1039.fp2.repr,z1,0,1,0,0,0,0
COPE_1040.fp2.repr,NA,0,1,0,0,0,0
COPE_1041.fp2.repr,NA,0,0,1,0,0,0
COPE_1042.fp2.repr,z1,0,1,0,0,0,0
COPE_1043.fp2.repr,NA,0,1,0,0,0,0
COPE_1044.fp2.repr,z0,1,0,0,0,0,0
COPE_1045.fp2.repr,z0,1,0,0,0,0,0
COPE_1046.fp2.repr,z0,1,0,0,0,0,0
COPE_1047.fp2.repr,z0,1,0,0,0,0,0
COPE_1048.fp2.repr,z1,0,1,0,0,0,0
COPE_1049.fp2.repr,z1,0,1,0,0,0,0
COPE_1050.fp2.repr,z0,1,0,0,0,0,0
COPE_1051.fp2.repr,z1,0,1,0,0,0,0
COPE_1052.fp2.repr,z0,0.99476,0,0,0.00093000000000000005,0.00431,0
COPE_1053.fp2.repr,z0,1,0,0,0,0,0
COPE_1054.fp2.repr,NA,0,1,0,0,0,0
COPE_1055.fp2.repr,NA,0,1,0,0,0,0
COPE_1056.fp2.repr,z1,0,1,0,0,0,0
COPE_1058.fp2.repr,NA,0,1,0,0,0,0
COPE_1059.fp2.repr,NA,0,1,0,0,0,0
COPE_1060.fp2.repr,NA,0,1,0,0,0,0
COPE_1061.fp2.repr,NA,0,0,0,0,1,0
COPE_1062.fp2.repr,NA,0,1,0,0,0,0
COPE_1063.fp2.repr,z0,1,0,0,0,0,0
COPE_1064.fp2.repr,z1,0,1,0,0,0,0
COPE_1065.fp2.repr,NA,0,1,0,0,0,0
COPE_1066.fp2.repr,z1,0,1,0,0,0,0
COPE_1067.fp2.repr,z1,0,1,0,0,0,0
COPE_1068.fp2.repr,z1,0,1,0,0,0,0
COPE_1069.fp2.repr,z1,0,1,0,0,0,0
COPE_1070.fp2.repr,z1,0,1,0,0,0,0
COPE_1071.fp2.repr,NA,0,1,0,0,0,0
COPE_1072.fp2.repr,z1,0,1,0,0,0,0
COPE_1073.fp2.repr,z1,0,1,0,0,0,0
COPE_1074.fp2.repr,z1,0,1,0,0,0,0
COPE_1075.fp2.repr,z1,0,1,0,0,0,0
COPE_1076.fp2.repr,NA,0,1,0,0,0,0
COPE_1077.fp2.repr,z1,0,1,0,0,0,0
COPE_1078.fp2.repr,z1,0,1,0,0,0,0
COPE_1079.fp2.repr,z1,0,1,0,0,0,0
COPE_1080.fp2.repr,z1,0,1,0,0,0,0
COPE_1081.fp2.repr,z1,0,1,0,0,0,0
COPE_1082.fp2.repr,NA,0,0,0,0.977172,0,0.022828
COPE_1084.fp2.repr,NA,0,1,0,0,0,0
COPE_1085.fp2.repr,NA,0,1,0,0,0,0
COPE_1086.fp2.repr,NA,0,0.9819680000000001,0,0,0,0.018032
COPE_1087.fp2.repr,z1,0,1,0,0,0,0
COPE_1088.fp2.repr,NA,0,1,0,0,0,0
COPE_1089.fp2.repr,NA,1,0,0,0,0,0
COPE_1090.fp2.repr,z0,1,0,0,0,0,0
COPE_1091.fp2.repr,z1,0,1,0,0,0,0
COPE_1092.fp2.repr,z1,0,1,0,0,0,0
COPE_1093.fp2.repr,NA,0,1,0,0,0,0
COPE_1094.fp2.repr,z1,0,1,0,0,0,0
COPE_1095.fp2.repr,z1,0,1,0,0,0,0
COPE_1096.fp2.repr,z1,0,1,0,0,0,0
COPE_1097.fp2.repr,NA,1,0,0,0,0,0
COPE_1098.fp2.repr,z1,0,1,0,0,0,0
COPE_1099.fp2.repr,z1,0,1,0,0,0,0
COPE_1100.fp2.repr,z1,0,1,0,0,0,0
COPE_1101.fp2.repr,z1,0,1,0,0,0,0
COPE_1102.fp2.repr,z1,0,1,0,0,0,0
COPE_1103.fp2.repr,z1,0,1,0,0,0,0
COPE_1104.fp2.repr,z1,0,1,0,0,0,0
COPE_1105.fp2.repr,z1,0,1,0,0,0,0
COPE_1106.fp2.repr,z1,0,1,0,0,0,0
COPE_1107.fp2.repr,z1,0,1,0,0,0,0
COPE_1108.fp2.repr,z1,0,1,0,0,0,0
COPE_1109.fp2.repr,z1,0,1,0,0,0,0
COPE_1110.fp2.repr,z1,0,1,0,0,0,0
COPE_1111.fp2.repr,NA,0,1,0,0,0,0
COPE_1112.fp2.repr,z1,0,1,0,0,0,0
COPE_1113.fp2.repr,z1,0,1,0,0,0,0
COPE_1114.fp2.repr,z1,0,1,0,0,0,0
COPE_1115.fp2.repr,z1,0,1,0,0,0,0
COPE_1116.fp2.repr,z1,0,1,0,0,0,0
COPE_1117.fp2.repr,z1,0,1,0,0,0,0
COPE_1118.fp2.repr,z1,0,1,0,0,0,0
COPE_1119.fp2.repr,NA,1,0,0,0,0,0
COPE_1120.fp2.repr,NA,0,1,0,0,0,0
COPE_1121.fp2.repr,NA,0,1,0,0,0,0
COPE_1122.fp2.repr,z1,0,1,0,0,0,0
COPE_1123.fp2.repr,NA,0,1,0,0,0,0
COPE_1124.fp2.repr,NA,0,1,0,0,0,0
COPE_1125.fp2.repr,NA,0,1,0,0,0,0
COPE_1126.fp2.repr,z1,0,1,0,0,0,0
COPE_1127.fp2.repr,z1,0,1,0,0,0,0
COPE_1128.fp2.repr,z1,0,1,0,0,0,0
COPE_1129.fp2.repr,z1,0,1,0,0,0,0
COPE_1130.fp2.repr,z1,0,1,0,0,0,0
COPE_1131.fp2.repr,NA,0,0,0,0,0,1
COPE_1132.fp2.repr,z1,0,1,0,0,0,0
COPE_1134.fp2.repr,NA,0,1,0,0,0,0
COPE_1135.fp2.repr,z1,0,1,0,0,0,0
COPE_1136.fp2.repr,NA,0,1,0,0,0,0
COPE_1137.fp2.repr,z1,0,1,0,0,0,0
COPE_1138.fp2.repr,NA,1,0,0,0,0,0
COPE_1139.fp2.repr,z1,0,1,0,0,0,0
COPE_1140.fp2.repr,z1,0,1,0,0,0,0
COPE_1141.fp2.repr,NA,1,0,0,0,0,0
COPE_1142.fp2.repr,NA,0,1,0,0,0,0
COPE_1143.fp2.repr,z1,0,1,0,0,0,0
COPE_1144.fp2.repr,NA,0,1,0,0,0,0
COPE_1145.fp2.repr,z1,0,1,0,0,0,0
COPE_1146.fp2.repr,z1,0,1,0,0,0,0
COPE_1147.fp2.repr,z0,1,0,0,0,0,0
COPE_1148.fp2.repr,NA,0,1,0,0,0,0
COPE_1149.fp2.repr,NA,0,1,0,0,0,0
COPE_1150.fp2.repr,NA,0,1,0,0,0,0
COPE_1151.fp2.repr,z1,0,1,0,0,0,0
COPE_1152.fp2.repr,z0,1,0,0,0,0,0
COPE_1153.fp2.repr,z1,0,1,0,0,0,0
COPE_1154.fp2.repr,z0,1,0,0,0,0,0
COPE_1155.fp2.repr,z0,1,0,0,0,0,0
COPE_1156.fp2.repr,NA,1,0,0,0,0,0
COPE_1157.fp2.repr,z0,1,0,0,0,0,0
COPE_1158.fp2.repr,z0,1,0,0,0,0,0
COPE_1159.fp2.repr,NA,0,1,0,0,0,0
COPE_1160.fp2.repr,z1,0,1,0,0,0,0
COPE_1161.fp2.repr,z1,0,1,0,0,0,0
COPE_1162.fp2.repr,z1,0,1,0,0,0,0
COPE_1163.fp2.repr,z1,0,1,0,0,0,0
COPE_1164.fp2.repr,z1,0,1,0,0,0,0
COPE_1165.fp2.repr,z1,0,1,0,0,0,0
COPE_1166.fp2.repr,NA,1,0,0,0,0,0
COPE_1167.fp2.repr,z1,0,1,0,0,0,0
COPE_1168.fp2.repr,NA,0,1,0,0,0,0
COPE_1169.fp2.repr,z1,0,1,0,0,0,0
COPE_1170.fp2.repr,z1,0,1,0,0,0,0
COPE_1171.fp2.repr,z1,0,1,0,0,0,0
COPE_1172.fp2.repr,z1,0,1,0,0,0,0
COPE_1173.fp2.repr,NA,0,1,0,0,0,0
COPE_1174.fp2.repr,z1,0,1,0,0,0,0
COPE_1175.fp2.repr,z1,0,1,0,0,0,0
COPE_1176.fp2.repr,z1,0,1,0,0,0,0
COPE_1177.fp2.repr,z1,0,1,0,0,0,0
COPE_1178.fp2.repr,z1,0,1,0,0,0,0
COPE_1179.fp2.repr,z1,0,1,0,0,0,0
COPE_1180.fp2.repr,NA,0,1,0,0,0,0
COPE_1181.fp2.repr,z1,0,1,0,0,0,0
COPE_1182.fp2.repr,z1,0,1,0,0,0,0
COPE_1183.fp2.repr,NA,0,1,0,0,0,0
COPE_1184.fp2.repr,z1,0,1,0,0,0,0
COPE_1185.fp2.repr,NA,0,1,0,0,0,0
COPE_1186.fp2.repr,NA,0,1,0,0,0,0
COPE_1187.fp2.repr,NA,0,1,0,0,0,0
COPE_1188.fp2.repr,NA,0,1,0,0,0,0
COPE_1189.fp2.repr,z0,1,0,0,0,0,0
COPE_1190.fp2.repr,NA,1,0,0,0,0,0
COPE_1191.fp2.repr,z0,1,0,0,0,0,0
COPE_1192.fp2.repr,NA,NA,NA,NA,NA,NA,NA
COPE_1193.fp2.repr,z0,1,0,0,0,0,0
COPE_1194.fp2.repr,NA,0,1,0,0,0,0
COPE_1195.fp2.repr,z1,0,1,0,0,0,0
COPE_1196.fp2.repr,NA,1,0,0,0,0,0
COPE_1197.fp2.repr,NA,0,1,0,0,0,0
COPE_1198.fp2.repr,NA,0,1,0,0,0,0
COPE_1199.fp2.repr,z1,0,1,0,0,0,0
COPE_1200.fp2.repr,NA,0,1,0,0,0,0
COPE_1201.fp2.repr,z1,0,1,0,0,0,0
COPE_1202.fp2.repr,NA,0,1,0,0,0,0
COPE_1203.fp2.repr,NA,1,0,0,0,0,0
COPE_1204.fp2.repr,z1,0,1,0,0,0,0
COPE_1205.fp2.repr,z1,0,1,0,0,0,0
COPE_1206.fp2.repr,z1,0,1,0,0,0,0
COPE_1207.fp2.repr,z0,1,0,0,0,0,0
COPE_1208.fp2.repr,z1,0,1,0,0,0,0
COPE_1209.fp2.repr,NA,0,1,0,0,0,0
COPE_1210.fp2.repr,NA,0,1,0,0,0,0
COPE_1211.fp2.repr,z1,0,1,0,0,0,0
COPE_1212.fp2.repr,z1,0,1,0,0,0,0
COPE_1213.fp2.repr,NA,0,1,0,0,0,0
COPE_1214.fp2.repr,NA,0,0.988240023519953,0,1.83999632000736e-4,0,0.011575976848046303
COPE_1215.fp2.repr,NA,0,1,0,0,0,0
COPE_1216.fp2.repr,z1,0,1,0,0,0,0
COPE_1217.fp2.repr,z1,0,1,0,0,0,0
COPE_1218.fp2.repr,NA,0,1,0,0,0,0
COPE_1219.fp2.repr,z1,0,1,0,0,0,0
COPE_1220.fp2.repr,z1,0,1,0,0,0,0
COPE_1221.fp2.repr,NA,1,0,0,0,0,0
COPE_1222.fp2.repr,z1,0,1,0,0,0,0
COPE_1223.fp2.repr,z1,0,1,0,0,0,0
COPE_1224.fp2.repr,z1,0,1,0,0,0,0
COPE_1225.fp2.repr,z1,0,1,0,0,0,0
COPE_1226.fp2.repr,z1,0,1,0,0,0,0
COPE_1227.fp2.repr,z0,1,0,0,0,0,0
COPE_1228.fp2.repr,z1,0,1,0,0,0,0
COPE_1229.fp2.repr,z1,0,1,0,0,0,0
COPE_1230.fp2.repr,z0,1,0,0,0,0,0
COPE_1231.fp2.repr,z1,0,1,0,0,0,0
COPE_1232.fp2.repr,NA,0,1,0,0,0,0
COPE_1233.fp2.repr,z1,0,1,0,0,0,0
COPE_1234.fp2.repr,z0,1,0,0,0,0,0
COPE_1235.fp2.repr,z1,0,1,0,0,0,0
COPE_1236.fp2.repr,z1,0,1,0,0,0,0
COPE_1237.fp2.repr,z1,0,1,0,0,0,0
COPE_1238.fp2.repr,z1,0,1,0,0,0,0
COPE_1239.fp2.repr,NA,0,0.118506,0,0.85782,4e-5,0.023634
COPE_1240.fp2.repr,z1,0,1,0,0,0,0
COPE_1241.fp2.repr,z1,0,1,0,0,0,0
COPE_1242.fp2.repr,NA,0,1,0,0,0,0
COPE_1243.fp2.repr,z1,0,1,0,0,0,0
COPE_1244.fp2.repr,z1,0,1,0,0,0,0
COPE_1245.fp2.repr,z1,0,1,0,0,0,0
COPE_1246.fp2.repr,z1,0,1,0,0,0,0
COPE_1247.fp2.repr,z1,0,1,0,0,0,0
COPE_1248.fp2.repr,NA,1,0,0,0,0,0
COPE_1249.fp2.repr,z0,1,0,0,0,0,0
COPE_1250.fp2.repr,NA,0,0.99999,0,0,0,1e-5
COPE_1251.fp2.repr,z1,0,1,0,0,0,0
COPE_1252.fp2.repr,NA,0,1,0,0,0,0
COPE_1253.fp2.repr,NA,0,1,0,0,0,0
COPE_1254.fp2.repr,z1,0,1,0,0,0,0
COPE_1255.fp2.repr,z1,0,1,0,0,0,0
COPE_1256.fp2.repr,z1,0,1,0,0,0,0
COPE_1257.fp2.repr,NA,0,1,0,0,0,0
COPE_1258.fp2.repr,z1,0,1,0,0,0,0
COPE_1259.fp2.repr,z1,0,1,0,0,0,0
COPE_1260.fp2.repr,z1,0,1,0,0,0,0
COPE_1261.fp2.repr,NA,0,1,0,0,0,0
COPE_1263.fp2.repr,z1,0,1,0,0,0,0
COPE_1264.fp2.repr,NA,0,1,0,0,0,0
COPE_1265.fp2.repr,NA,0,1,0,0,0,0
COPE_1266.fp2.repr,z1,0,1,0,0,0,0
