prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
Jeffreys,COPE_0655.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0655.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0655.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0655.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0655.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0656.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0656.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0656.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0656.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0656.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0656.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0657.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0657.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0657.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0657.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0657.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0657.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0658.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0658.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0658.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0658.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0658.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0658.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0659.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0659.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0659.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0659.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0659.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0659.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0660.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0660.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0660.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0660.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0660.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0660.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0661.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0661.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0661.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0661.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0661.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0661.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0662.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0662.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0662.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0662.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0662.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0662.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0663.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0663.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0663.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0663.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0663.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0663.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0664.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0664.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0664.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0664.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0664.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0664.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0665.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0665.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0665.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0665.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0665.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0665.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0666.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0666.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0666.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0666.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0666.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0666.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0667.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0667.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0667.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0667.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0667.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0667.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0668.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0668.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0668.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0668.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0668.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0668.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0669.fp2.repr,NA,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0669.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0669.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0669.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0669.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0669.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0670.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0670.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0670.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0670.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0670.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0670.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0671.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0671.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0671.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0671.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0671.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0671.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0672.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0672.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0672.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0672.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0672.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0672.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0673.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0673.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0673.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0673.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0673.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0673.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0674.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0674.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0674.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0674.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0674.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0674.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0675.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0675.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0675.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0675.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0675.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0675.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0676.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0676.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0676.fp2.repr,NA,F1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0676.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0676.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0676.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0677.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0677.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0677.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0677.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0677.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0677.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0678.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0678.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0678.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0678.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0678.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0678.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0679.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0679.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0679.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0679.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0679.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0679.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0680.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0680.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0680.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0680.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0680.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0680.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0681.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0681.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0681.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0681.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0681.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0681.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0682.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0682.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0682.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0682.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0682.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0682.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0683.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0683.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0683.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0683.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0683.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0683.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0684.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0684.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0684.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0684.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0684.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0684.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0685.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0685.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0685.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0685.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0685.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0685.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0686.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0686.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0686.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0686.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0686.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0686.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0687.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0687.fp2.repr,NA,pure_b,0.9977,0.9977,0.9977,0.99774,0.99771,0.99771,1.7320508075658023e-5,1.736026307810689e-5
Jeffreys,COPE_0687.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0687.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0687.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0687.fp2.repr,NA,b_bx,0.0023,0.0023,0.0023,0.00226,0.00229,0.00229,1.7320508075688818e-5,0.007563540644405597
Jeffreys,COPE_0688.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0688.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0688.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0688.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0688.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0688.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0690.fp2.repr,NA,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0690.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0690.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0690.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0690.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0690.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0692.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0692.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0692.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0692.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0692.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0692.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0693.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0693.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0693.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0693.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0693.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0693.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0694.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0694.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0694.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0694.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0694.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0694.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0695.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0695.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0695.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0695.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0695.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0695.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0696.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0696.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0696.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0696.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0696.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0696.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0697.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0697.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0697.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0697.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0697.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0697.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0698.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0698.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0698.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0698.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0698.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0698.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0699.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0699.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0699.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0699.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0699.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0699.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0700.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0700.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0700.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0700.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0700.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0700.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0701.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0701.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0701.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0701.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0701.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0701.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0702.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0702.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0702.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0702.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0702.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0702.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0703.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0703.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0703.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0703.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0703.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0703.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0704.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0704.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0704.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0704.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0704.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0704.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0705.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0705.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0705.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0705.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0705.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0705.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0706.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0706.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0706.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0706.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0706.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0706.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0707.fp2.repr,NA,pure_a,0.99983,0.99983,0.99983,0.99983,0.99983,0.99983,0,0
Jeffreys,COPE_0707.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,NaN
