prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
Jeffreys,COPE_0888.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0888.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0889.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0890.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0891.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0892.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0893.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0894.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0895.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0895.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0895.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0895.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0895.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0895.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0896.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0896.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0896.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0896.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0896.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0896.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0897.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0897.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0897.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0897.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0897.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0897.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0898.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0898.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0898.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0898.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0898.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0898.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0899.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0899.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0899.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0899.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0899.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0899.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0900.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0900.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0900.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0900.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0900.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0900.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0901.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0901.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0901.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0901.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0901.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0901.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0902.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0902.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0902.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0902.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0902.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0902.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0903.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0903.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0903.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0903.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0903.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0903.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0904.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0904.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0904.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0904.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0904.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0904.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0905.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0905.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0905.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0905.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0905.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0905.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0906.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0906.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0906.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0906.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0906.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0906.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0907.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0907.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0907.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0907.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0907.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0907.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0908.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0908.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0908.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0908.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0908.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0908.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0909.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0909.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0909.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0909.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0909.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0909.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0910.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0910.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0910.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0910.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0910.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0910.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0911.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0911.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0911.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0911.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0911.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0911.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0912.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0912.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0912.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0912.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0912.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0912.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0913.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0913.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0913.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0913.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0913.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0913.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0914.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0914.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0914.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0914.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0914.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0914.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0915.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0915.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0915.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0915.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0915.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0915.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0916.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0916.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0916.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0916.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0916.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0916.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0917.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0917.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0917.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0917.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0917.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0917.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0918.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0918.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0918.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0918.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0918.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0918.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0919.fp2.repr,z0,pure_a,1,1,1,1,1,1,0,0
Jeffreys,COPE_0919.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0919.fp2.repr,z0,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0919.fp2.repr,z0,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0919.fp2.repr,z0,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0919.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0920.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0920.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0920.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0920.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0920.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0920.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0921.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0921.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0921.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0921.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0921.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0921.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0922.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0922.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0922.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0922.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0922.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0922.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0923.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0923.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0923.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0923.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0923.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0923.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0924.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0924.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0924.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0924.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0924.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0924.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0925.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0925.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0925.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0925.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0925.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0925.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0926.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0926.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0926.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0926.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0926.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0926.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0927.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0927.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0927.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0927.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0927.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0927.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0928.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0928.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0928.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0928.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0928.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0928.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0929.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0929.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0929.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0929.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0929.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0929.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0930.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0930.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0930.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0930.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0930.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0930.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0931.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0931.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0931.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0931.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0931.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0931.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0932.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0932.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0932.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0932.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0932.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0932.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0933.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0933.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0933.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0933.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0933.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0933.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0934.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0934.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0934.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0934.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0934.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0934.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0935.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0935.fp2.repr,NA,pure_b,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0,0
Jeffreys,COPE_0935.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0935.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0935.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0935.fp2.repr,NA,b_bx,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,0,0
Jeffreys,COPE_0936.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0936.fp2.repr,NA,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0936.fp2.repr,NA,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0936.fp2.repr,NA,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0936.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0936.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0937.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0937.fp2.repr,z1,pure_b,1,1,1,1,1,1,0,0
Jeffreys,COPE_0937.fp2.repr,z1,F1,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0937.fp2.repr,z1,F2,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0937.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0937.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0938.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,NaN
