ScientificName,ID,n,pident,length,mismatch,gapopen,evalue,bitscore
Coryphopterus personatus,COPE_0537,1,100,150,0,0,2.27e-76,278
Coryphopterus personatus,COPE_0556,3,100,150,0,0,1.22e-75,278
Coryphopterus personatus,COPE_0559,8,99.833375,148.625,0.25,0,2.178609975e-70,274
Coryphopterus personatus,COPE_0586,2,99.6665,150,0.5,0,4.0095e-75,275
Coryphopterus personatus,COPE_0593,2,100,132,0,0,2.8e-66,244
Coryphopterus personatus,COPE_0594,1,100,150,0,0,4e-76,278
Coryphopterus personatus,COPE_0615,8,100,146.625,0,0,3.0338001874999997e-71,271.625
Coryphopterus personatus,COPE_0621,6,99.767,147.83333333333334,0.3333333333333333,0,1.5333402716666667e-70,271.8333333333333
Coryphopterus personatus,COPE_0622,1,99.333,150,1,0,7.85e-75,272
Coryphopterus personatus,COPE_0623,5,100,150,0,0,1.27e-75,278
Coryphopterus personatus,COPE_0644,3,99.77766666666666,144,0.3333333333333333,0,1.9400000090910002e-66,264.6666666666667
Coryphopterus personatus,COPE_0655,2,100,150,0,0,9.84e-76,278
Coryphopterus personatus,COPE_0662,6,99.77766666666666,150,0.3333333333333333,0,5.562e-75,276
Coryphopterus personatus,COPE_0667,5,100,114.6,0,0,1.0960000000000001e-26,212.2
Coryphopterus personatus,COPE_0690,4,100,149.75,0,0,9.5025e-76,277.5
Coryphopterus personatus,COPE_0704,2,100,150,0,0,3.98e-76,278
Coryphopterus personatus,COPE_0711,14,99.23785714285714,150,1.1428571428571428,0,2.6765714285714287e-72,271.2857142857143
Coryphopterus personatus,COPE_0720,1,96.774,155,5,0,1.02e-70,259
Coryphopterus personatus,COPE_0721,4,99.831,149.75,0.25,0,4.291175e-74,275.75
Coryphopterus personatus,COPE_0727,1,100,150,0,0,5.2e-77,278
Coryphopterus personatus,COPE_0735,4,94.776,134,7,0,3.39e-55,209
Coryphopterus personatus,COPE_0763,24,99.97025,139.95833333333334,0.041666666666666664,0,6.459583333333333e-69,258.7083333333333
Coryphopterus personatus,COPE_0836,2,100,150,0,0,1.27e-75,278
Coryphopterus personatus,COPE_0842,4,99.66675000000001,150,0.5,0,5.0069299999999996e-73,275.25
Coryphopterus personatus,COPE_0859,6,99.88883333333334,150,0.16666666666666666,0,2.9525e-75,277
Coryphopterus personatus,COPE_0894,5,99.7334,150.2,0.4,0,6.489832e-73,276
Coryphopterus personatus,COPE_0921,99,89.3790303030303,76.18181818181819,8.06060606060606,0,1.1783636363636364e-19,97.13333333333333
Coryphopterus personatus,COPE_0947,4,99.67099999999999,151,0.5,0,3.6719750000000005e-74,276.75
Coryphopterus personatus,COPE_1002,5,99.735,150.2,0.4,0,5.51648e-74,276
Coryphopterus personatus,COPE_1016,2,100,150,0,0,2.85e-76,278
Coryphopterus personatus,COPE_1026,2,100,147,0,0,5.12e-75,272
Coryphopterus personatus,COPE_1027,11,99.87872727272728,145.0909090909091,0.18181818181818182,0,3.227925381818182e-69,267.6363636363636
Coryphopterus personatus,COPE_1041,3,100,150,0,0,3.41e-76,278
Coryphopterus personatus,COPE_1045,1,100,150,0,0,2.25e-76,278
Coryphopterus personatus,COPE_1046,11,99.27463636363636,150.27272727272728,1.0909090909090908,0,1.0695585454545456e-72,272.09090909090907
Coryphopterus personatus,COPE_1047,3,100,150,0,0,5.77e-76,278
Coryphopterus personatus,COPE_1050,2,99.017,152,1.5,0,6.1799999999999996e-74,273
Coryphopterus personatus,COPE_1058,1,92.908,141,10,0,3.84e-54,206
Coryphopterus personatus,COPE_1061,1,100,150,0,0,1.69e-76,278
Coryphopterus personatus,COPE_1089,3,100,150,0,0,3.43e-76,278
Coryphopterus personatus,COPE_1090,1,99.342,152,1,0,2.44e-75,276
Coryphopterus personatus,COPE_1097,9,99.85177777777778,150.11111111111111,0.2222222222222222,0,7.187444444444443e-74,276.77777777777777
Coryphopterus personatus,COPE_1119,15,99.82273333333333,150,0.26666666666666666,0,6.0625999999999995e-74,276.4
Coryphopterus personatus,COPE_1138,17,99.96076470588235,150.05882352941177,0.058823529411764705,0,7.138e-75,277.70588235294116
Coryphopterus personatus,COPE_1140,66,89.3790303030303,76.18181818181819,8.06060606060606,0,4.913333333333333e-20,97.13333333333333
Coryphopterus personatus,COPE_1141,5,99.2066,150.8,1.2,0,3.876e-74,272.4
Coryphopterus personatus,COPE_1149,1,100,150,0,0,2.85e-76,278
Coryphopterus personatus,COPE_1152,4,99.673,151.5,0.5,0,4.6e-76,278
Coryphopterus personatus,COPE_1154,5,99.735,150.6,0.4,0,1.5559e-74,276.6
Coryphopterus personatus,COPE_1155,13,99.74346153846153,150,0.38461538461538464,0,2.2520000000000003e-74,275.6923076923077
Coryphopterus personatus,COPE_1169,33,88.00781818181818,84.18181818181819,10.06060606060606,0,8.182727272727273e-21,100.83939393939394
Coryphopterus personatus,COPE_1190,1,99.351,154,1,0,1.28e-76,279
Coryphopterus personatus,COPE_1191,4,100,150,0,0,4.6e-76,278
Coryphopterus personatus,COPE_1196,173,98.97556007751939,152.39147286821705,1.0775193798449612,0.49224806201550386,5.193813919709302e-68,272.46317829457365
Coryphopterus personatus,COPE_1203,6,100,150,0,0,6.04e-75,278
Coryphopterus personatus,COPE_1216,2,99.333,150,1,0,2.11e-74,272
Coryphopterus personatus,COPE_1221,2,99.333,150,1,0,3.77e-74,272
Coryphopterus personatus,COPE_1227,1,98.693,153,2,0,1.87e-74,272
Coryphopterus personatus,COPE_1234,1,100,150,0,0,1.45e-75,278
Coryphopterus personatus,COPE_1248,10,99.8,150.1,0.3,0,4.0994639999999996e-73,276.4
Coryphopterus personatus,COPE_1249,3,98.90166666666667,152,1.6666666666666667,0,1.626242e-72,272.3333333333333
