999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99878	0.00000	0.00000	0.00000	0.00122
2	0.00000	0.99767	0.00000	0.00000	0.00000	0.00233
3	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
4	0.00000	0.98617	0.00000	0.00019	0.00000	0.01364
5	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
6	0.00000	0.99923	0.00000	0.00000	0.00000	0.00077
7	0.00000	0.94215	0.00000	0.00068	0.00000	0.05718
8	0.00000	0.99992	0.00000	0.00000	0.00000	0.00008
9	0.00000	0.99845	0.00000	0.00000	0.00000	0.00155
10	0.00000	0.00000	0.00000	0.00261	0.99739	0.00000
11	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
12	0.00000	0.85469	0.00000	0.01909	0.00000	0.12623
13	0.00000	0.99981	0.00000	0.00000	0.00000	0.00019
14	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
15	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
16	0.00000	0.99768	0.00000	0.00000	0.00000	0.00232
17	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
18	0.73815	0.00003	0.00490	0.05475	0.20082	0.00134
19	0.00000	0.99572	0.00000	0.00002	0.00000	0.00426
20	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	0.86401	0.00000	0.00007	0.01259	0.12332	0.00000
22	0.00000	0.99936	0.00000	0.00000	0.00000	0.00064
23	0.99884	0.00000	0.00000	0.00000	0.00116	0.00000
24	0.99988	0.00000	0.00000	0.00000	0.00012	0.00000
25	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
26	0.00000	0.99949	0.00000	0.00000	0.00000	0.00051
27	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
28	0.00000	0.99209	0.00000	0.00000	0.00000	0.00791
29	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
30	0.99992	0.00000	0.00000	0.00000	0.00008	0.00000
31	0.99990	0.00000	0.00000	0.00000	0.00010	0.00000
32	0.00000	0.95507	0.00000	0.00195	0.00000	0.04297
33	0.95645	0.00000	0.00000	0.00015	0.04340	0.00000
34	0.00000	0.55190	0.00019	0.15531	0.00010	0.29250
35	0.00000	0.85004	0.00001	0.00467	0.00000	0.14528
36	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
37	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
38	0.99997	0.00000	0.00000	0.00000	0.00003	0.00000
39	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
40	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
41	0.00000	0.99981	0.00000	0.00000	0.00000	0.00019
42	0.00000	0.99213	0.00000	0.00000	0.00000	0.00787
43	0.91979	0.00000	0.00000	0.00000	0.08021	0.00000
44	0.00000	0.99493	0.00000	0.00000	0.00000	0.00507
45	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
46	0.00000	0.76124	0.00000	0.00000	0.00000	0.23875
47	0.00000	0.99990	0.00000	0.00000	0.00000	0.00010
48	0.99228	0.00000	0.00000	0.00000	0.00772	0.00000
49	0.99404	0.00000	0.00000	0.00000	0.00596	0.00000
50	0.00000	0.98040	0.00000	0.00036	0.00000	0.01924
51	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
52	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
53	0.86104	0.00000	0.00000	0.00434	0.13462	0.00000
54	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
55	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
56	0.97319	0.00000	0.00000	0.00051	0.02630	0.00000
57	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
58	0.00000	0.99965	0.00000	0.00000	0.00000	0.00035
59	0.00000	0.93741	0.00000	0.00042	0.00000	0.06216
60	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
61	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
62	0.00000	0.99774	0.00000	0.00000	0.00000	0.00226
63	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
64	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
65	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
66	0.99996	0.00000	0.00000	0.00000	0.00004	0.00000
67	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
68	0.00000	0.99934	0.00000	0.00000	0.00000	0.00066
69	0.00000	0.81943	0.00008	0.02857	0.00001	0.15191
70	0.00000	0.97185	0.00000	0.00006	0.00000	0.02808
71	0.00000	0.99968	0.00000	0.00000	0.00000	0.00032
